"","V1"
"1",0.403139047707453
"2",0.403139047707453
"3",0.403139047707453
"4",0.403139047707453
"5",0.403139047707453
"6",0.403139047707453
"7",0.403139047707453
"8",0.403139047707453
"9",0.403139047707453
"10",0.403139047707453
"11",0.403139047707453
"12",0.403139047707453
"13",0.403139047707453
"14",0.403139047707453
"15",0.403139047707453
"16",0.403139047707453
"17",0.403139047707453
"18",0.403139047707453
"19",0.403139047707453
"20",0.403139047707453
"21",0.403139047707453
"22",0.403139047707453
"23",0.403139047707453
"24",0.403139047707453
"25",0.403139047707453
"26",0.403139047707453
"27",0.403139047707453
"28",0.403139047707453
"29",0.403139047707453
"30",0.403139047707453
"31",0.403139047707453
"32",0.403139047707453
"33",0.403139047707453
"34",0.403139047707453
"35",0.403139047707453
"36",0.403139047707453
"37",0.403139047707453
"38",0.403139047707453
"39",0.403139047707453
"40",0.403139047707453
"41",0.403139047707453
"42",0.403139047707453
"43",0.403139047707453
"44",0.403139047707453
"45",0.403139047707453
"46",0.403139047707453
"47",0.403139047707453
"48",0.403139047707453
"49",0.403139047707453
"50",0.403139047707453
"51",0.403139047707453
"52",0.403139047707453
"53",0.403139047707453
"54",0.403139047707453
"55",0.403139047707453
"56",0.403139047707453
"57",0.403139047707453
"58",0.403139047707453
"59",0.403139047707453
"60",0.403139047707453
"61",0.403139047707453
"62",0.403139047707453
"63",0.403139047707453
"64",0.403139047707453
"65",0.403139047707453
"66",0.403139047707453
"67",0.403139047707453
"68",0.403139047707453
"69",0.403139047707453
"70",0.403139047707453
"71",0.403139047707453
"72",0.403139047707453
"73",0.403139047707453
"74",0.403139047707453
"75",0.403139047707453
"76",0.403139047707453
"77",0.403139047707453
"78",0.403139047707453
"79",0.403139047707453
"80",0.403139047707453
"81",0.403139047707453
"82",0.403139047707453
"83",0.403139047707453
"84",0.403139047707453
"85",0.403139047707453
"86",0.403139047707453
"87",0.403139047707453
"88",0.403139047707453
"89",0.403139047707453
"90",0.403139047707453
"91",0.403139047707453
"92",0.403139047707453
"93",0.403139047707453
"94",0.403139047707453
"95",0.403139047707453
"96",0.403139047707453
"97",0.403139047707453
"98",0.403139047707453
"99",0.403139047707453
"100",0.403139047707453
"101",0.403139047707453
"102",0.403139047707453
"103",0.403139047707453
"104",0.403139047707453
"105",0.403139047707453
"106",0.403139047707453
"107",0.403139047707453
"108",0.403139047707453
"109",0.403139047707453
"110",0.403139047707453
"111",0.403139047707453
"112",0.403139047707453
"113",0.403139047707453
"114",0.403139047707453
"115",0.403139047707453
"116",0.403139047707453
"117",0.403139047707453
"118",0.403139047707453
"119",0.403139047707453
"120",0.403139047707453
"121",0.403139047707453
"122",0.403139047707453
"123",0.403139047707453
"124",0.403139047707453
"125",0.403139047707453
"126",0.403139047707453
"127",0.403139047707453
"128",0.403139047707453
"129",0.403139047707453
"130",0.403139047707453
"131",0.403139047707453
"132",0.403139047707453
"133",0.403139047707453
"134",0.403139047707453
"135",0.403139047707453
"136",0.403139047707453
"137",0.403139047707453
"138",0.403139047707453
"139",0.403139047707453
"140",0.403139047707453
"141",0.403139047707453
"142",0.403139047707453
"143",0.403139047707453
"144",0.403139047707453
"145",0.403139047707453
"146",0.403139047707453
"147",0.403139047707453
"148",0.403139047707453
"149",0.403139047707453
"150",0.403139047707453
"151",0.403139047707453
"152",0.403139047707453
"153",0.403139047707453
"154",0.403139047707453
"155",0.403139047707453
"156",0.403139047707453
"157",0.403139047707453
"158",0.403139047707453
"159",0.403139047707453
"160",0.403139047707453
"161",0.403139047707453
"162",0.403139047707453
"163",0.403139047707453
"164",0.403139047707453
"165",0.403139047707453
"166",0.403139047707453
"167",0.403139047707453
"168",0.403139047707453
"169",0.403139047707453
"170",0.403139047707453
"171",0.403139047707453
"172",0.403139047707453
"173",0.403139047707453
"174",0.403139047707453
"175",0.403139047707453
"176",0.403139047707453
"177",0.403139047707453
"178",0.403139047707453
"179",0.403139047707453
"180",0.403139047707453
"181",0.403139047707453
"182",0.403139047707453
"183",0.403139047707453
"184",0.403139047707453
"185",0.403139047707453
"186",0.403139047707453
"187",0.403139047707453
"188",0.403139047707453
"189",0.403139047707453
"190",0.403139047707453
"191",0.403139047707453
"192",0.403139047707453
"193",0.403139047707453
"194",0.403139047707453
"195",0.403139047707453
"196",0.403139047707453
"197",0.403139047707453
"198",0.403139047707453
"199",0.403139047707453
"200",0.403139047707453
"201",0.403139047707453
"202",0.403139047707453
"203",0.403139047707453
"204",0.403139047707453
"205",0.403139047707453
"206",0.403139047707453
"207",0.403139047707453
"208",0.403139047707453
"209",0.403139047707453
"210",0.403139047707453
"211",0.403139047707453
"212",0.403139047707453
"213",0.403139047707453
"214",0.403139047707453
"215",0.403139047707453
"216",0.403139047707453
"217",0.403139047707453
"218",0.403139047707453
"219",0.403139047707453
"220",0.403139047707453
"221",0.403139047707453
"222",0.403139047707453
"223",0.403139047707453
"224",0.403139047707453
"225",0.403139047707453
"226",0.403139047707453
"227",0.403139047707453
"228",0.403139047707453
"229",0.403139047707453
"230",0.403139047707453
"231",0.403139047707453
"232",0.403139047707453
"233",0.403139047707453
"234",0.403139047707453
