"","IdePoAvfu1","IdePoAvse1","Respperzipav1","Zipperdistav1"
"1",-0.0228319557799553,0.623667131675949,1820.2,69.98
"2",0.0236026027359377,0.625650982596575,1820.2,69.98
"3",-0.0119380241792352,0.621950715764104,1820.2,69.98
"4",0.0290935464370801,0.62446876128763,1820.2,69.98
"5",0.029307097573335,0.624463913592849,1820.2,69.98
"6",0.0236381967171874,0.623052982416341,1820.2,69.98
"7",0.0239924808175407,0.623010102078195,1820.2,69.98
"8",0.0373388561443731,0.622726919914494,1820.2,69.98
"9",0.0238719454528752,0.625679340692692,1820.2,69.98
"10",0.0236352138560563,0.622905671002712,1820.2,69.98
"11",0.0581740702732599,0.625204537521455,1820.2,69.98
"12",0.0191973412957709,0.620440076622682,1820.2,69.98
