"","IdePoAvfu1","IdePoAvse1","Respperzipav1","Zipperdistav1"
"1",0.0197149548776717,0.620418763153458,1820.2,69.98
"2",0.0231830820459044,0.623044937073291,1820.2,69.98
"3",0.023812429650295,0.625675680884578,1820.2,69.98
"4",0.0201149858087854,0.624801593525864,1820.2,69.98
"5",0.0374847414609394,0.622709531651824,1820.2,69.98
"6",0.0216569198972466,0.618687000414871,1820.2,69.98
"7",0.0238932350145181,0.625654574253532,1820.2,69.98
"8",0.0387488275402767,0.622637654246902,1820.2,69.98
"9",0.0390929797973547,0.62258352933732,1820.2,69.98
"10",0.0228295497383092,0.622906420028684,1820.2,69.98
"11",-0.0228943767971299,0.623686747668462,1820.2,69.98
"12",0.0231422872124144,0.62306306663795,1820.2,69.98
