"","IdePoAvfu1","IdePoAvse1","Respperzipav1","Zipperdistav1"
"1",0.0238719454528752,0.625679340692692,1820.2,69.98
"2",0.0217303128000352,0.618608449018144,1820.2,69.98
"3",0.0214320963061692,0.618667123312257,1820.2,69.98
"4",0.0582241216408532,0.625412250803746,1820.2,69.98
"5",-0.0235981346629991,0.623674940422196,1820.2,69.98
"6",0.023231502436955,0.625604458443391,1820.2,69.98
"7",-0.0116086472035791,0.621991217639913,1820.2,69.98
"8",0.0193369216846484,0.620420897369099,1820.2,69.98
"9",0.0232456627789856,0.623070354992513,1820.2,69.98
"10",0.0581013368024408,0.625205418150922,1820.2,69.98
"11",0.0239449292461106,0.623029231957077,1820.2,69.98
"12",0.0387484087659653,0.622638992722039,1820.2,69.98
"13",0.00970648637750797,0.627241095359534,1820.2,69.98
"14",0.0375300702927699,0.622713721599277,1820.2,69.98
"15",0.0581331329881604,0.625246769717587,1820.2,69.98
"16",0.0237461744537888,0.625661781939198,1820.2,69.98
"17",0.00948033421079934,0.627248817857007,1820.2,69.98
"18",0.0191554821161618,0.620444471232725,1820.2,69.98
"19",0.037610711594306,0.622694460185414,1820.2,69.98
"20",0.0231154858953202,0.625576144610979,1820.2,69.98
"21",0.0196458205780544,0.620556438448461,1820.2,69.98
"22",0.0374485404025114,0.622719617477437,1820.2,69.98
"23",0.0234671536131417,0.622941553489411,1820.2,69.98
"24",0.021724372761517,0.61878244808596,1820.2,69.98
"25",-0.022577448043981,0.623761247909444,1820.2,69.98
