"","IdePoAvfu1","IdePoAvse1","Respperzipav1","Zipperdistav1"
"1",0.0194394807399359,0.620424208370636,1820.2,69.98
"2",0.0577850368172564,0.625251403413378,1820.2,69.98
"3",0.0375767692671092,0.622695414325273,1820.2,69.98
"4",-0.0117565154021524,0.621984540892927,1820.2,69.98
"5",0.0196764489701822,0.620410182385364,1820.2,69.98
"6",0.0239084636042518,0.625675142183094,1820.2,69.98
"7",0.0235644233747941,0.622940862697674,1820.2,69.98
"8",0.0372082726656066,0.622739370479583,1820.2,69.98
"9",-0.023609783768795,0.623673202532754,1820.2,69.98
"10",0.0231619733158693,0.623068259007986,1820.2,69.98
"11",-0.0236587683184897,0.623689938749604,1820.2,69.98
"12",0.0217885811982949,0.618780621042752,1820.2,69.98
"13",0.00854794514429086,0.627050926174147,1820.2,69.98
"14",0.0231018223878471,0.622902784371683,1820.2,69.98
"15",0.0208034484364135,0.618719277070248,1820.2,69.98
"16",0.0236231624705768,0.622872644672383,1820.2,69.98
"17",0.019888752846398,0.620545131038964,1820.2,69.98
"18",0.0237408857149668,0.625676395205768,1820.2,69.98
"19",0.0195300093244858,0.620536089169948,1820.2,69.98
"20",0.0582516616558327,0.625453379792882,1820.2,69.98
"21",0.00850174836152725,0.627056976773442,1820.2,69.98
"22",0.0231119112671909,0.622869945395397,1820.2,69.98
"23",0.0236474806657673,0.62289386837025,1820.2,69.98
