"","IdePoAvfu1","IdePoAvse1","Respperzipav1","Zipperdistav1"
"1",0.0581018734496891,0.62522749891344,1820.2,69.98
"2",0.023678301213486,0.625665536606108,1820.2,69.98
"3",0.020304411312989,0.624885240329717,1820.2,69.98
"4",0.020949586150314,0.618721642170801,1820.2,69.98
"5",0.0581119043893683,0.625229311999983,1820.2,69.98
"6",0.0227374455521163,0.622920558016914,1820.2,69.98
"7",0.0372069297936411,0.622725328693133,1820.2,69.98
"8",0.0213713658333238,0.618642551922962,1820.2,69.98
"9",0.0201041728702712,0.624965175040106,1820.2,69.98
"10",0.00991905957048237,0.627256218521224,1820.2,69.98
"11",0.00841590459249951,0.627133372001183,1820.2,69.98
"12",0.0579725639955739,0.625214222811774,1820.2,69.98
"13",0.0231130907561204,0.623073879546896,1820.2,69.98
"14",0.0582839388713517,0.625424533733426,1820.2,69.98
"15",-0.0229220707176708,0.623592361441489,1820.2,69.98
"16",0.0198467749144937,0.620427515528599,1820.2,69.98
"17",0.024133476889425,0.623018313322681,1820.2,69.98
"18",-0.0240398347710709,0.623710958344783,1820.2,69.98
"19",-0.0226522170075333,0.623787943950081,1820.2,69.98
"20",0.021790226876402,0.618691468485318,1820.2,69.98
"21",0.0194890486273015,0.620538770468492,1820.2,69.98
