"","IdePoAvfu1","IdePoAvse1","Respperzipav1","Zipperdistav1"
"1",0.00970140033993437,0.627356334678011,1820.2,69.98
"2",0.0204926818796693,0.624872939468177,1820.2,69.98
"3",0.0232273051370863,0.625606775252457,1820.2,69.98
"4",0.0202064157140837,0.624807391177839,1820.2,69.98
"5",0.0236739976699091,0.625618959849968,1820.2,69.98
"6",0.0197507972024591,0.620430980100624,1820.2,69.98
"7",0.00941430526256699,0.627231838653831,1820.2,69.98
"8",0.0578320635149506,0.625247248639893,1820.2,69.98
"9",0.029284237616601,0.624623064651019,1820.2,69.98
"10",0.0229759056317685,0.622858553434735,1820.2,69.98
"11",0.0190824860137926,0.620451234885759,1820.2,69.98
"12",0.0235682519691097,0.622894667796924,1820.2,69.98
"13",0.00854683699136112,0.627049571955575,1820.2,69.98
"14",0.0203459811864188,0.624872647471731,1820.2,69.98
"15",0.019330753789377,0.620562024912731,1820.2,69.98
"16",0.0217675937653534,0.618611193139626,1820.2,69.98
"17",0.0199805671141917,0.620427589697497,1820.2,69.98
"18",0.029538806583514,0.624456656014586,1820.2,69.98
