"","IdePoAvfu1","IdePoAvse1","Respperzipav1","Zipperdistav1"
"1",0.0094737094920076,0.627241647063276,1820.2,69.98
"2",0.0233534285651257,0.625642117656835,1820.2,69.98
"3",0.057997874843773,0.625316461399967,1820.2,69.98
"4",0.0201266281630311,0.624810417553597,1820.2,69.98
"5",0.02350896469747,0.622934910730396,1820.2,69.98
"6",0.00912605457615721,0.627194617333236,1820.2,69.98
"7",-0.022932806973878,0.623597228315384,1820.2,69.98
"8",0.0238544976690772,0.622931331854048,1820.2,69.98
"9",-0.0118369651823968,0.621945975696632,1820.2,69.98
"10",0.0580905408954569,0.625208119455358,1820.2,69.98
"11",-0.0115432073029745,0.621993491796798,1820.2,69.98
"12",0.0372935194166395,0.622750183081491,1820.2,69.98
"13",0.0191210996239352,0.620444368952321,1820.2,69.98
"14",0.0196873905375043,0.620394494453161,1820.2,69.98
"15",0.0580850763257941,0.62522792048526,1820.2,69.98
"16",0.0094691179436644,0.627237832623412,1820.2,69.98
"17",-0.0118466041092352,0.621986923687352,1820.2,69.98
"18",0.0294022377151546,0.62450143213991,1820.2,69.98
"19",0.0191473085540812,0.620459885135481,1820.2,69.98
"20",0.00995153669598785,0.627255048063411,1820.2,69.98
"21",0.00895622453682291,0.627211402430796,1820.2,69.98
"22",0.0237756392224007,0.625683444126898,1820.2,69.98
"23",0.00901317420356649,0.627214362029267,1820.2,69.98
"24",0.0580089133204102,0.625215482686234,1820.2,69.98
"25",-0.0120447477386682,0.621928704000889,1820.2,69.98
