"ID","Area","ZCTA5CE00","CLASSFP00","MTFCC00","FUNCSTAT00","Group.1","ideal_point","ideal_point_se"
441,134.474564,"24060","B5","G6350","S",24060,-0.192549,0.620697
442,84.954048,"24216","B5","G6350","S",24216,-0.463180,0.811084
443,39.758541,"24273","B5","G6350","S",24273,0.050531,0.683699
444,75.789345,"24279","B5","G6350","S",24279,-1.229198,0.751288
445,0.012522,"24215","B5","G6350","S",24215,-0.118036,0.498589
446,1.561661,"24285","B5","G6350","S",,,
447,73.722137,"24219","B5","G6350","S",24219,0.085448,0.680346
448,55.159702,"24293","B5","G6350","S",24293,-0.087443,0.598448
449,27.223236,"24374","B5","G6350","S",24374,1.224131,0.698740
450,19.365498,"24322","B5","G6350","S",,,
451,90.572357,"24360","B5","G6350","S",24360,-0.005661,0.687139
452,23.317780,"24323","B5","G6350","S",,,
453,6.499351,"24313","B5","G6350","S",24313,0.199315,0.401400
454,42.927971,"24324","B5","G6350","S",24324,0.589692,0.482539
455,67.338165,"24368","B5","G6350","S",24368,-0.219752,0.676185
456,187.541855,"24382","B5","G6350","S",24382,0.316692,0.679466
457,216.610260,"24450","B5","G6350","S",24450,-0.436875,0.618115
458,44.426182,"24133","B5","G6350","S",24133,0.989912,0.415765
459,206.061844,"24171","B5","G6350","S",24171,0.387953,0.502016
460,47.439236,"24185","B5","G6350","S",24185,-0.487945,0.425912
461,8.283150,"24082","B5","G6350","S",,,
462,109.423065,"24088","B5","G6350","S",24088,0.038712,0.903380
463,24.716112,"24076","B5","G6350","S",24076,0.007542,0.518072
464,129.780762,"24401","B5","G6350","S",24401,0.075798,0.658852
465,153.482742,"23322","B5","G6350","S",23322,0.452109,0.668228
466,27.193062,"23321","B5","G6350","S",23321,-0.209378,0.578520
467,123.427483,"23323","B5","G6350","S",23323,0.184167,0.559129
468,3.840716,"23325","B5","G6350","S",23325,-0.103393,0.761541
469,6.770416,"23324","B5","G6350","S",23324,-0.455723,0.586182
470,32.737724,"23320","B5","G6350","S",23320,0.120507,0.583966
471,34.093555,"24603","B5","G6350","S",24603,-0.079884,0.656686
472,0.173426,"24624","B5","G6350","S",,,
473,3.717130,"24239","B5","G6350","S",,,
474,17.586529,"24657","B5","G6350","S",,,
475,74.375656,"24620","B5","G6350","S",24620,-0.059170,1.126924
476,133.639404,"24614","B5","G6350","S",24614,0.819549,0.803598
477,55.781845,"24622","B5","G6350","S",24622,0.239651,0.544928
478,9.986832,"24634","B5","G6350","S",,,
479,4.984601,"24628","B5","G6350","S",24628,-0.130482,0.693427
480,71.358498,"24656","B5","G6350","S",24656,-0.031574,0.873080
481,42.512638,"24631","B5","G6350","S",24631,-0.532289,0.567705
482,95.183357,"23231","B5","G6350","S",23231,-0.427766,0.597746
483,2.468837,"23050","B5","G6350","S",23050,2.296119,0.409067
484,158.833511,"23061","B5","G6350","S",23061,0.033597,0.580637
485,47.360489,"23149","B5","G6350","S",23149,-0.485820,0.567182
486,41.656673,"23072","B5","G6350","S",23072,-0.385317,0.649486
487,8.479724,"23128","B5","G6350","S",23128,1.808717,0.544473
488,1.490074,"23062","B5","G6350","S",23062,-0.617003,0.499023
489,0.233785,"23184","B5","G6350","S",,,
490,0.157855,"23001","B5","G6350","S",,,
491,0.335083,"23178","B5","G6350","S",23178,-0.788514,0.883588
492,44.657951,"22408","B5","G6350","S",22408,0.160798,0.540351
493,10.138354,"22535","B5","G6350","S",,,
494,150.137543,"22427","B5","G6350","S",22427,1.143673,0.758108
495,92.698792,"22580","B5","G6350","S",22580,0.954994,0.485023
496,45.188156,"22438","B5","G6350","S",,,
497,88.992859,"22514","B5","G6350","S",22514,0.286128,0.681570
498,2.816332,"224XX","B5","G6350","S",,,
499,0.010555,"225XX","B5","G6350","S",,,
500,12.746632,"22538","B5","G6350","S",,,
501,141.170456,"23030","B5","G6350","S",23030,-0.516098,0.506252
502,11.426209,"23224","B5","G6350","S",23224,-0.498377,0.614573
503,95.099686,"23838","B5","G6350","S",23838,0.235031,0.509844
504,13.875705,"23236","B5","G6350","S",23236,0.179377,0.572785
505,14.374104,"23225","B5","G6350","S",23225,-0.399489,0.610112
506,23.305952,"23831","B5","G6350","S",23831,0.468137,0.600164
507,19.962053,"23234","B5","G6350","S",23234,0.195268,0.538014
508,27.937487,"23836","B5","G6350","S",23836,0.072993,0.692290
509,17.504860,"23235","B5","G6350","S",23235,-0.111658,0.599247
510,34.724636,"23112","B5","G6350","S",23112,-0.211199,0.597921
511,20.006098,"23237","B5","G6350","S",23237,-0.149777,0.575366
512,43.793697,"23832","B5","G6350","S",23832,-0.110003,0.589624
513,30.727280,"22079","B5","G6350","S",22079,0.395177,0.573557
514,10.757852,"22102","B5","G6350","S",22102,0.204259,0.648539
515,12.947732,"22060","B5","G6350","S",22060,-0.835387,0.594990
516,7.222259,"22031","B5","G6350","S",22031,-0.716385,0.555005
517,11.444176,"22182","B5","G6350","S",22182,0.000257,0.675268
518,2.862216,"22041","B5","G6350","S",22041,-0.377682,0.669207
519,5.391410,"22315","B5","G6350","S",22315,-0.296164,0.564968
520,5.848838,"22180","B5","G6350","S",22180,0.419278,0.590844
521,1.477670,"201HH","B5","G6350","S",,,
522,11.626958,"20171","B5","G6350","S",20171,-0.249657,0.564522
523,22.576191,"20124","B5","G6350","S",20124,0.347137,0.523782
524,26.925608,"22066","B5","G6350","S",22066,-0.609332,0.643441
525,16.819666,"20120","B5","G6350","S",20120,0.167381,0.668834
526,6.132521,"22152","B5","G6350","S",22152,-0.259146,0.618542
527,18.671206,"22030","B5","G6350","S",22030,-0.058952,0.598657
528,6.902555,"22306","B5","G6350","S",22306,-0.312731,0.558201
529,8.298883,"22015","B5","G6350","S",22015,-0.066871,0.580088
530,9.049417,"20121","B5","G6350","S",20121,0.070771,0.581988
531,2.821585,"22046","B5","G6350","S",22046,-0.119806,0.647773
532,0.574629,"22027","B5","G6350","S",22027,-0.178043,0.829147
533,4.693331,"22043","B5","G6350","S",22043,-0.690408,0.704554
534,24.790300,"22039","B5","G6350","S",22039,0.156423,0.623603
535,8.379775,"22153","B5","G6350","S",22153,-0.024525,0.650812
536,2.159086,"22303","B5","G6350","S",22303,-0.678988,0.665588
537,8.497626,"20191","B5","G6350","S",20191,-0.307206,0.606314
538,5.741949,"220HH","B5","G6350","S",,,
539,15.709626,"20151","B5","G6350","S",20151,0.121590,0.582326
540,7.512794,"22032","B5","G6350","S",22032,-0.391026,0.559229
541,4.547898,"20190","B5","G6350","S",20190,0.003220,0.547292
542,12.908518,"22003","B5","G6350","S",22003,0.069157,0.650412
543,2.104373,"223HH","B5","G6350","S",,,
544,6.139526,"22042","B5","G6350","S",22042,-0.297487,0.678337
545,8.976023,"22033","B5","G6350","S",22033,0.097277,0.555104
546,7.540303,"22309","B5","G6350","S",22309,0.022406,0.584677
547,4.506437,"22308","B5","G6350","S",22308,-0.570904,0.649226
548,2.286372,"22044","B5","G6350","S",22044,-0.621412,0.651094
549,9.175144,"22124","B5","G6350","S",22124,-0.298903,0.603949
550,3.021637,"22307","B5","G6350","S",22307,-0.980990,0.591362
551,8.727505,"20170","B5","G6350","S",20170,0.451592,0.595744
552,3.230183,"20194","B5","G6350","S",20194,0.122229,0.627274
553,6.856726,"22310","B5","G6350","S",22310,0.128326,0.569876
554,5.931795,"22181","B5","G6350","S",22181,-0.079764,0.699436
555,5.256871,"22151","B5","G6350","S",22151,-0.838687,0.606723
556,8.657463,"22150","B5","G6350","S",22150,-0.311114,0.702696
557,4.476880,"22946","B5","G6350","S",,,
558,38.863419,"22969","B5","G6350","S",,,
559,0.276420,"22924","B5","G6350","S",22924,-2.041750,0.538795
560,161.307129,"24590","B5","G6350","S",24590,0.515535,0.648878
561,105.779045,"22932","B5","G6350","S",22932,-0.087798,0.564194
562,54.738674,"22901","B5","G6350","S",22901,-0.340104,0.571697
563,16.640371,"24562","B5","G6350","S",,,
564,68.523659,"22903","B5","G6350","S",22903,-0.424126,0.609332
565,1.950107,"229HH","B5","G6350","S",,,
566,39.186749,"22937","B5","G6350","S",,,
567,54.701370,"22959","B5","G6350","S",22959,0.579855,0.600161
568,56.687077,"22920","B5","G6350","S",22920,0.474726,0.719650
569,34.631245,"22936","B5","G6350","S",22936,-0.232100,0.645543
570,21.005529,"22935","B5","G6350","S",,,
571,43.061989,"22968","B5","G6350","S",22968,-0.471749,0.544353
572,7.055363,"22943","B5","G6350","S",,,
573,65.013832,"22902","B5","G6350","S",22902,-0.588070,0.654717
574,10.316680,"22931","B5","G6350","S",22931,1.684697,0.720416
575,47.225719,"22911","B5","G6350","S",22911,0.337934,0.555840
576,37.565502,"22938","B5","G6350","S",22938,2.069875,0.482640
577,33.886356,"22940","B5","G6350","S",22940,2.119201,2.406448
578,1.703571,"22211","B5","G6350","S",,,
579,3.532727,"22202","B5","G6350","S",22202,-0.862411,0.615684
580,4.046186,"22204","B5","G6350","S",22204,-0.860817,0.703524
581,6.514805,"22207","B5","G6350","S",22207,-0.598493,0.631203
582,2.232746,"22201","B5","G6350","S",22201,-0.628304,0.630088
583,2.727567,"22205","B5","G6350","S",22205,-1.107130,0.611952
584,0.727016,"22209","B5","G6350","S",22209,0.014403,0.556568
585,0.532591,"22213","B5","G6350","S",22213,-0.507567,0.572234
586,13.968032,"22101","B5","G6350","S",22101,-0.381060,0.651678
587,1.593718,"22203","B5","G6350","S",22203,-0.736385,0.644916
588,25.563484,"22436","B5","G6350","S",,,
589,46.779018,"22454","B5","G6350","S",22454,2.245913,0.366156
590,5.560933,"23115","B5","G6350","S",,,
591,54.943371,"23148","B5","G6350","S",23148,0.031511,0.976597
592,39.164661,"22437","B5","G6350","S",,,
593,19.717905,"22476","B5","G6350","S",,,
594,98.495667,"22560","B5","G6350","S",22560,-0.399037,0.495312
595,11.203270,"22504","B5","G6350","S",22504,-0.740192,1.037105
596,11.619818,"22509","B5","G6350","S",,,
597,105.902969,"24134","B5","G6350","S",24134,-0.600406,0.817093
598,21.241455,"24150","B5","G6350","S",24150,1.348918,0.710311
599,43.408005,"24136","B5","G6350","S",24136,-0.437904,0.616643
600,3.482049,"24167","B5","G6350","S",,,
601,3.959762,"24086","B5","G6350","S",,,
602,10.481480,"24094","B5","G6350","S",,,
603,3.430971,"24147","B5","G6350","S",24147,2.141959,0.407598
604,7.769983,"24093","B5","G6350","S",24093,0.868899,0.400659
605,52.369148,"23027","B5","G6350","S",23027,0.988372,0.625229
606,79.475517,"23038","B5","G6350","S",23038,0.198565,0.694161
607,118.044312,"22602","B5","G6350","S",22602,0.443414,0.615480
608,34.809387,"22655","B5","G6350","S",22655,0.576352,0.650826
609,7.827900,"22656","B5","G6350","S",22656,0.353760,0.492528
610,4.011583,"226HH","B5","G6350","S",,,
611,97.857208,"22603","B5","G6350","S",22603,-0.102883,0.571548
612,43.629848,"22625","B5","G6350","S",22625,0.147593,0.552611
613,26.547234,"22663","B5","G6350","S",22663,1.375700,0.751492
614,35.602325,"22645","B5","G6350","S",22645,-0.789130,0.516942
615,50.714836,"22654","B5","G6350","S",22654,0.423486,0.668802
616,20.290102,"22624","B5","G6350","S",22624,-1.499159,0.835915
617,9.807915,"22601","B5","G6350","S",22601,0.108075,0.653191
618,41.154232,"22637","B5","G6350","S",22637,-0.697357,0.696908
619,16.634630,"22939","B5","G6350","S",22939,-0.223353,0.640263
620,31.712458,"24430","B5","G6350","S",24430,-0.587021,0.461796
621,42.952950,"20117","B5","G6350","S",20117,-0.785559,0.518356
622,17.595064,"20137","B5","G6350","S",20137,-0.531366,0.568126
623,26.108191,"20184","B5","G6350","S",,,
624,24.490711,"22742","B5","G6350","S",22742,0.076154,1.053547
625,124.808426,"22630","B5","G6350","S",22630,0.039877,0.609555
626,0.622277,"20140","B5","G6350","S",,,
627,96.475990,"22554","B5","G6350","S",22554,0.249293,0.554706
628,83.312241,"24485","B5","G6350","S",,,
629,13.286976,"24431","B5","G6350","S",24431,0.258245,0.446527
630,64.954948,"24479","B5","G6350","S",24479,-0.678391,0.614892
631,79.841957,"24421","B5","G6350","S",24421,0.181585,0.673499
632,23.948532,"24486","B5","G6350","S",24486,0.696608,0.667910
633,139.849838,"228XX","B5","G6350","S",,,
634,0.041463,"24463","B5","G6350","S",,,
635,49.181549,"22812","B5","G6350","S",22812,-0.245059,0.764222
636,6.872201,"24475","B5","G6350","S",,,
637,97.924530,"24439","B5","G6350","S",24439,-1.168725,0.862801
638,91.244240,"22980","B5","G6350","S",22980,0.197033,0.601095
639,12.307856,"24437","B5","G6350","S",24437,1.104043,0.829994
640,22.375120,"24440","B5","G6350","S",24440,0.415746,0.729925
641,46.618519,"24477","B5","G6350","S",24477,0.183833,0.732419
642,34.855820,"24432","B5","G6350","S",,,
643,30.359653,"22841","B5","G6350","S",22841,1.372602,0.961158
644,61.707970,"22843","B5","G6350","S",22843,-0.336170,0.812975
645,30.122356,"22958","B5","G6350","S",22958,-1.185824,0.520116
646,44.212093,"24441","B5","G6350","S",24441,0.511552,0.644280
647,19.944897,"24467","B5","G6350","S",24467,1.921906,0.621157
648,40.783310,"24459","B5","G6350","S",24459,-0.322890,1.032910
649,48.989323,"22952","B5","G6350","S",22952,0.768579,0.572482
650,67.229378,"24472","B5","G6350","S",24472,-1.464650,0.756788
651,14.823442,"24482","B5","G6350","S",24482,-0.235465,0.669973
652,0.594534,"20139","B5","G6350","S",,,
653,2.261416,"22643","B5","G6350","S",,,
654,69.415268,"20187","B5","G6350","S",20187,-0.117275,0.595336
655,0.983421,"20130","B5","G6350","S",,,
656,2.405446,"20138","B5","G6350","S",,,
657,57.285675,"20181","B5","G6350","S",20181,0.346828,0.549895
658,39.838230,"22728","B5","G6350","S",22728,0.709102,0.913766
659,49.009480,"22642","B5","G6350","S",22642,0.372727,0.551888
660,28.715662,"22639","B5","G6350","S",,,
661,38.629532,"22712","B5","G6350","S",22712,-0.106850,0.739951
662,60.701664,"20198","B5","G6350","S",20198,0.733487,0.708543
663,99.246941,"20115","B5","G6350","S",20115,0.069092,0.555332
664,72.182495,"22406","B5","G6350","S",22406,0.211156,0.531084
665,16.846136,"22720","B5","G6350","S",22720,-0.700656,0.855486
666,3.260398,"20118","B5","G6350","S",20118,-1.981816,0.487116
667,39.140057,"20144","B5","G6350","S",,,
668,66.483284,"20119","B5","G6350","S",20119,-0.667970,0.489678
669,148.671814,"24484","B5","G6350","S",,,
670,77.507950,"24487","B5","G6350","S",24487,0.486115,1.261200
671,0.897645,"24412","B5","G6350","S",24412,2.039943,0.612586
672,255.794571,"24460","B5","G6350","S",24460,-0.030426,0.742629
673,47.906326,"23004","B5","G6350","S",23004,-0.610090,0.993145
674,55.147625,"24599","B5","G6350","S",,,
675,134.848602,"23040","B5","G6350","S",23040,0.074958,0.539360
676,208.359665,"23936","B5","G6350","S",23936,1.281161,0.493968
677,41.812500,"23123","B5","G6350","S",23123,-0.092327,0.808853
678,84.749870,"23921","B5","G6350","S",,,
679,35.843346,"23885","B5","G6350","S",23885,0.367969,0.830414
680,118.175835,"23872","B5","G6350","S",23872,0.822442,0.569774
681,36.314583,"23894","B5","G6350","S",,,
682,75.791695,"23841","B5","G6350","S",23841,-0.103861,0.548321
683,50.559441,"23840","B5","G6350","S",23840,-1.199394,0.821069
684,101.186897,"24445","B5","G6350","S",24445,-0.290173,0.848065
685,0.059938,"24474","B5","G6350","S",,,
686,1.931601,"244HH","B5","G6350","S",,,
687,361.036346,"24426","B5","G6350","S",24426,0.772289,0.576143
688,0.593862,"24457","B5","G6350","S",24457,0.684516,0.454960
689,38.335999,"24593","B5","G6350","S",,,
690,0.936882,"23939","B5","G6350","S",,,
691,209.998001,"24522","B5","G6350","S",24522,0.479626,0.578489
692,91.726509,"24065","B5","G6350","S",24065,0.575639,0.564109
693,165.277283,"24151","B5","G6350","S",24151,0.544313,0.685399
694,40.052395,"24092","B5","G6350","S",24092,-0.665708,0.545460
695,40.487610,"24184","B5","G6350","S",24184,1.186216,0.443987
696,16.362379,"24176","B5","G6350","S",24176,2.097626,0.499348
697,61.646854,"24067","B5","G6350","S",24067,-0.293889,0.586609
698,20.592146,"23055","B5","G6350","S",23055,0.082330,0.582935
699,124.695961,"22963","B5","G6350","S",22963,0.184407,0.628225
700,22.179539,"23022","B5","G6350","S",,,
701,180.533310,"22485","B5","G6350","S",22485,0.319383,0.642582
702,4.072028,"22448","B5","G6350","S",22448,1.587086,0.599369
703,3.508157,"23221","B5","G6350","S",23221,-1.207656,0.559934
704,1.462483,"23219","B5","G6350","S",23219,-1.360707,0.704594
705,0.060515,"23298","B5","G6350","S",,,
706,4.908008,"23220","B5","G6350","S",23220,-1.061775,0.551481
707,72.228363,"22842","B5","G6350","S",22842,0.500296,0.686118
708,39.071217,"22644","B5","G6350","S",22644,0.276718,0.619594
709,70.412605,"22652","B5","G6350","S",,,
710,85.986969,"22824","B5","G6350","S",22824,0.461151,0.680847
711,20.804667,"22847","B5","G6350","S",,,
712,0.232253,"22626","B5","G6350","S",,,
713,64.675781,"22657","B5","G6350","S",22657,-0.108203,0.548240
714,9.333385,"22660","B5","G6350","S",22660,-1.637936,0.630679
715,49.925663,"22664","B5","G6350","S",22664,0.695873,0.616869
716,3.912683,"22641","B5","G6350","S",,,
717,1.141752,"22845","B5","G6350","S",,,
718,24.214048,"22810","B5","G6350","S",22810,1.330051,0.573248
719,86.799179,"24301","B5","G6350","S",24301,-0.390328,0.662276
720,3.656804,"24058","B5","G6350","S",24058,-1.304952,0.873293
721,87.052803,"24084","B5","G6350","S",24084,0.560125,0.548468
722,11.764682,"24132","B5","G6350","S",,,
723,32.164112,"22534","B5","G6350","S",22534,-0.148436,0.817355
724,212.828415,"22553","B5","G6350","S",22553,0.261903,0.658894
725,54.498028,"20135","B5","G6350","S",20135,0.929136,0.482084
726,3.189952,"22646","B5","G6350","S",22646,0.241698,0.446390
727,81.331970,"22611","B5","G6350","S",22611,-0.486628,0.534740
728,45.275871,"22620","B5","G6350","S",22620,0.278024,0.601279
729,79.757545,"23009","B5","G6350","S",23009,1.362384,0.436886
730,27.031792,"23106","B5","G6350","S",23106,-0.219500,0.415076
731,18.195881,"23079","B5","G6350","S",,,
732,9.738158,"23092","B5","G6350","S",23092,-1.675011,0.589915
733,9.981735,"23071","B5","G6350","S",23071,-0.257966,0.900248
734,8.413510,"23169","B5","G6350","S",,,
735,5.680735,"23176","B5","G6350","S",23176,0.033746,0.726622
736,13.805877,"23175","B5","G6350","S",23175,-0.456676,0.811377
737,1.971875,"23070","B5","G6350","S",23070,-2.139967,0.423554
738,15.273448,"23180","B5","G6350","S",,,
739,8.660258,"23043","B5","G6350","S",23043,-0.144755,0.750811
740,0.335339,"23186","B5","G6350","S",23186,-1.173344,0.955334
741,4.062621,"23230","B5","G6350","S",23230,-0.324226,0.718248
742,4.552619,"23075","B5","G6350","S",23075,-0.680426,0.643306
743,33.875263,"23150","B5","G6350","S",23150,0.649178,0.603611
744,11.791355,"23227","B5","G6350","S",23227,-0.088029,0.505997
745,3.206977,"232HH","B5","G6350","S",,,
746,14.794913,"23060","B5","G6350","S",23060,-0.270229,0.592584
747,11.502729,"23228","B5","G6350","S",23228,0.207043,0.591266
748,13.435163,"23229","B5","G6350","S",23229,-0.006302,0.518964
749,17.376316,"23223","B5","G6350","S",23223,-0.863537,0.611564
750,6.129595,"23226","B5","G6350","S",23226,-0.149229,0.706483
751,8.222736,"23222","B5","G6350","S",23222,-1.023090,0.658609
752,4.095059,"23294","B5","G6350","S",23294,0.005126,0.609337
753,79.422050,"23086","B5","G6350","S",23086,0.273899,0.574114
754,82.610893,"22815","B5","G6350","S",22815,-0.338680,0.639954
755,35.070976,"22853","B5","G6350","S",22853,0.813770,0.555948
756,21.072836,"22840","B5","G6350","S",22840,0.944398,0.621258
757,12.592946,"22850","B5","G6350","S",22850,1.212496,0.932037
758,14.420326,"22832","B5","G6350","S",22832,0.509693,0.824995
759,61.867664,"22821","B5","G6350","S",22821,0.606907,0.586964
760,7.075146,"22846","B5","G6350","S",22846,2.234369,0.439051
761,49.687531,"22844","B5","G6350","S",22844,0.042711,0.668653
762,84.525917,"22802","B5","G6350","S",22802,-0.039791,0.667369
763,31.541866,"22801","B5","G6350","S",22801,0.003237,0.630569
764,18.763275,"24471","B5","G6350","S",24471,0.826446,0.712735
765,23.595751,"22834","B5","G6350","S",22834,-1.255681,0.506731
766,26.730350,"22811","B5","G6350","S",,,
767,40.687332,"22820","B5","G6350","S",,,
768,1.195483,"228HH","B5","G6350","S",,,
769,58.334087,"22830","B5","G6350","S",22830,0.206198,0.390078
770,0.075533,"244XX","B5","G6350","S",,,
771,61.445805,"22831","B5","G6350","S",,,
772,37.587196,"23438","B5","G6350","S",23438,1.748210,0.559244
773,11.252882,"23432","B5","G6350","S",23432,1.085370,0.621397
774,2.201930,"23433","B5","G6350","S",,,
775,209.708740,"23434","B5","G6350","S",23434,0.006324,0.606323
776,102.847252,"23437","B5","G6350","S",23437,0.149430,0.651582
777,39.810310,"23435","B5","G6350","S",23435,0.065670,0.539821
778,1.906782,"23436","B5","G6350","S",23436,0.206331,1.183077
779,5.190186,"23025","B5","G6350","S",,,
780,16.916586,"23035","B5","G6350","S",23035,1.950817,0.489794
781,1.743032,"23066","B5","G6350","S",,,
782,4.091653,"23045","B5","G6350","S",23045,0.000876,1.392097
783,0.552412,"23064","B5","G6350","S",,,
784,10.105300,"23138","B5","G6350","S",23138,0.818496,0.936658
785,20.433401,"23109","B5","G6350","S",23109,0.344109,0.771841
786,1.350704,"23163","B5","G6350","S",,,
787,5.404406,"23056","B5","G6350","S",,,
788,0.589431,"23125","B5","G6350","S",,,
789,1.372952,"23068","B5","G6350","S",,,
790,3.092587,"23021","B5","G6350","S",,,
791,2.408278,"23119","B5","G6350","S",,,
792,1.531103,"23130","B5","G6350","S",23130,1.891684,0.498218
793,3.190958,"23076","B5","G6350","S",23076,-0.176451,1.037555
794,111.892532,"22473","B5","G6350","S",22473,-1.196558,0.897878
795,26.432226,"22435","B5","G6350","S",22435,-1.092964,0.527700
796,4.236683,"22432","B5","G6350","S",,,
797,18.054396,"22539","B5","G6350","S",22539,-0.044015,0.627224
798,0.174709,"22579","B5","G6350","S",,,
799,13.963455,"22511","B5","G6350","S",,,
800,1.227989,"22722","B5","G6350","S",22722,-0.596681,0.707515
801,60.895538,"227XX","B5","G6350","S",,,
802,1.773581,"22989","B5","G6350","S",22989,1.150525,0.718121
803,19.518667,"22743","B5","G6350","S",,,
804,2.525082,"22731","B5","G6350","S",,,
805,7.178580,"22719","B5","G6350","S",,,
806,8.445043,"22948","B5","G6350","S",,,
807,18.039125,"22715","B5","G6350","S",22715,0.419354,0.376194
808,94.642036,"22727","B5","G6350","S",22727,-0.190472,0.661386
809,5.381124,"22730","B5","G6350","S",,,
810,11.509640,"22709","B5","G6350","S",22709,-1.799082,0.660974
811,26.754526,"22738","B5","G6350","S",22738,-1.301038,0.560398
812,5.904675,"22711","B5","G6350","S",,,
813,4.921663,"22732","B5","G6350","S",,,
814,3.796623,"22723","B5","G6350","S",,,
815,54.827702,"22405","B5","G6350","S",22405,0.312706,0.604973
816,5.351779,"23664","B5","G6350","S",23664,0.377558,0.512666
817,4.850022,"23661","B5","G6350","S",23661,-0.623884,0.538369
818,3.674505,"23605","B5","G6350","S",23605,0.323271,0.589889
819,3.033730,"23663","B5","G6350","S",23663,-0.144284,0.620406
820,0.731387,"23651","B5","G6350","S",23651,0.761113,0.460272
821,11.889294,"23669","B5","G6350","S",23669,-0.137717,0.668459
822,20.745058,"23666","B5","G6350","S",23666,-0.082595,0.579143
823,59.081848,"24361","B5","G6350","S",24361,0.403132,0.787242
824,53.924408,"24236","B5","G6350","S",24236,0.171827,0.804889
825,0.770285,"24327","B5","G6350","S",,,
826,65.418701,"24340","B5","G6350","S",24340,0.554015,0.521160
827,14.249741,"24270","B5","G6350","S",24270,0.163274,0.481221
828,79.904419,"24211","B5","G6350","S",24211,-0.202625,0.657052
829,30.773285,"23879","B5","G6350","S",,,
830,34.617138,"23233","B5","G6350","S",23233,-0.255872,0.615996
831,10.123823,"23153","B5","G6350","S",23153,0.636788,0.465800
832,6.055405,"23129","B5","G6350","S",23129,-0.124253,0.535566
833,104.966446,"23063","B5","G6350","S",23063,-0.744788,0.587491
834,16.084778,"23039","B5","G6350","S",,,
835,39.205620,"23103","B5","G6350","S",23103,0.946659,0.535067
836,22.281876,"229XX","B5","G6350","S",,,
837,73.140541,"22973","B5","G6350","S",22973,-0.134457,0.478220
838,24.946106,"23126","B5","G6350","S",23126,-0.920165,0.844498
839,41.671364,"23085","B5","G6350","S",,,
840,23.016296,"23032","B5","G6350","S",,,
841,10.027995,"23161","B5","G6350","S",23161,-0.161163,0.400396
842,22.915169,"23091","B5","G6350","S",,,
843,35.833996,"23177","B5","G6350","S",,,
844,11.704625,"23023","B5","G6350","S",23023,-0.431246,0.791823
845,13.870541,"23110","B5","G6350","S",,,
846,42.219151,"23156","B5","G6350","S",23156,0.448894,0.722654
847,13.747015,"23108","B5","G6350","S",,,
848,7.785511,"24316","B5","G6350","S",,,
849,40.836365,"24311","B5","G6350","S",24311,-0.472880,1.025476
850,63.438469,"24375","B5","G6350","S",24375,-0.179394,0.550108
851,73.648979,"24319","B5","G6350","S",24319,-0.166285,0.708707
852,114.714020,"24354","B5","G6350","S",24354,0.529874,0.622077
853,153.201019,"24370","B5","G6350","S",24370,0.172251,0.668799
854,51.831882,"24277","B5","G6350","S",24277,-0.434359,0.674324
855,51.916706,"24281","B5","G6350","S",,,
856,109.628105,"24263","B5","G6350","S",24263,-0.471779,0.588257
857,1.505605,"24218","B5","G6350","S",24218,-0.061982,0.504721
858,55.409931,"24248","B5","G6350","S",24248,1.391343,0.756549
859,171.632217,"24244","B5","G6350","S",24244,0.106925,0.704550
860,54.620205,"24221","B5","G6350","S",,,
861,28.450182,"24243","B5","G6350","S",24243,-0.027018,0.696138
862,34.420570,"24265","B5","G6350","S",,,
863,38.666744,"24578","B5","G6350","S",24578,0.020446,0.633193
864,33.257172,"24579","B5","G6350","S",24579,0.061209,0.396477
865,61.407753,"24473","B5","G6350","S",24473,1.758023,0.641680
866,0.916005,"24415","B5","G6350","S",,,
867,66.581490,"24416","B5","G6350","S",24416,0.750027,0.668948
868,19.600473,"24555","B5","G6350","S",24555,-1.037074,0.820790
869,27.023733,"24435","B5","G6350","S",,,
870,4.867149,"22480","B5","G6350","S",22480,0.674930,0.461986
871,90.048134,"22503","B5","G6350","S",22503,-0.483243,0.436376
872,1.709434,"22507","B5","G6350","S",22507,0.978605,0.413393
873,28.877157,"22482","B5","G6350","S",22482,-0.493801,0.606309
874,18.035254,"22578","B5","G6350","S",22578,0.359454,0.626544
875,10.719630,"22576","B5","G6350","S",22576,1.851921,0.422461
876,9.476533,"20143","B5","G6350","S",20143,0.786887,0.583821
877,21.436077,"22192","B5","G6350","S",22192,-0.075043,0.639257
878,15.536902,"22026","B5","G6350","S",22026,-0.640018,0.608810
879,16.851238,"20111","B5","G6350","S",20111,-0.140214,0.581964
880,12.650348,"20110","B5","G6350","S",20110,0.086631,0.667953
881,18.207214,"22193","B5","G6350","S",22193,0.199469,0.681888
882,16.807116,"22191","B5","G6350","S",22191,-0.491428,0.610739
883,58.631187,"22134","B5","G6350","S",22134,0.791318,0.603734
884,45.650719,"22172","B5","G6350","S",22172,-0.614307,0.643028
885,2.586674,"221HH","B5","G6350","S",,,
886,16.768774,"20136","B5","G6350","S",20136,0.698194,0.528484
887,25.493166,"20155","B5","G6350","S",20155,0.195136,0.579222
888,0.059893,"22125","B5","G6350","S",22125,0.822191,0.423687
889,20.042515,"20109","B5","G6350","S",20109,-0.315381,0.569148
890,34.209377,"20112","B5","G6350","S",20112,0.179231,0.579873
