"ID","Area","ZCTA5CE00","CLASSFP00","MTFCC00","FUNCSTAT00","Group.1","ideal_point","ideal_point_se"
891,32.210773,"20169","B5","G6350","S",20169,0.373244,0.568643
892,17.820374,"24282","B5","G6350","S",,,
893,25.349424,"23405","B5","G6350","S",23405,-0.440119,0.919935
894,5.976476,"23354","B5","G6350","S",,,
895,113.592628,"23310","B5","G6350","S",23310,-0.242455,0.701626
896,7.828181,"23307","B5","G6350","S",23307,-1.754858,0.568540
897,1.126409,"23347","B5","G6350","S",23347,-1.310567,0.548497
898,0.194055,"23316","B5","G6350","S",23316,0.352561,0.418292
899,30.981762,"23350","B5","G6350","S",23350,0.508075,0.564541
900,25.635273,"23413","B5","G6350","S",23413,0.671967,0.518604
901,44.741024,"23860","B5","G6350","S",23860,-0.104574,0.610736
902,31.773270,"23875","B5","G6350","S",23875,-0.108448,0.640452
903,8.998401,"23801","B5","G6350","S",23801,-0.700623,0.458998
904,87.515587,"22851","B5","G6350","S",22851,0.236708,0.616725
905,129.888397,"22835","B5","G6350","S",22835,-0.393101,0.581108
906,33.018372,"22849","B5","G6350","S",22849,0.078356,0.790122
907,142.758774,"22827","B5","G6350","S",22827,0.130455,0.693991
908,30.783501,"22650","B5","G6350","S",22650,0.782628,0.579619
909,0.093682,"24020","B5","G6350","S",24020,-1.479506,0.584234
910,13.891830,"24059","B5","G6350","S",24059,-1.359739,0.836813
911,40.064259,"22747","B5","G6350","S",22747,0.599778,0.585119
912,24.089657,"22627","B5","G6350","S",,,
913,34.334415,"22716","B5","G6350","S",,,
914,21.113676,"22640","B5","G6350","S",,,
915,20.654453,"22749","B5","G6350","S",,,
916,15.386443,"23662","B5","G6350","S",23662,0.787965,0.613498
917,35.153038,"20105","B5","G6350","S",20105,-0.414185,0.586954
918,9.178539,"20148","B5","G6350","S",20148,-0.221736,0.539238
919,0.200281,"217HH","B5","G6350","S",,,
920,22.797262,"20141","B5","G6350","S",20141,0.076701,0.630553
921,7.300044,"20164","B5","G6350","S",20164,0.134844,0.592744
922,44.781506,"20180","B5","G6350","S",20180,0.662823,0.552510
923,29.661093,"20152","B5","G6350","S",20152,0.195047,0.562010
924,65.536163,"20175","B5","G6350","S",20175,-0.063296,0.665954
925,57.260693,"20176","B5","G6350","S",20176,-0.294342,0.569278
926,15.831455,"20166","B5","G6350","S",20166,-0.714106,0.555492
927,10.053158,"20165","B5","G6350","S",20165,-0.002573,0.652132
928,86.948059,"20132","B5","G6350","S",20132,0.119217,0.592744
929,13.369802,"20197","B5","G6350","S",,,
930,28.112654,"20147","B5","G6350","S",20147,-0.178991,0.621468
931,1.549094,"20129","B5","G6350","S",,,
932,13.337636,"20158","B5","G6350","S",20158,-0.582819,0.519910
933,30.975365,"23168","B5","G6350","S",23168,1.096530,0.623788
934,174.884567,"24465","B5","G6350","S",24465,-0.900901,1.029782
935,63.994007,"24442","B5","G6350","S",,,
936,37.045513,"24413","B5","G6350","S",,,
937,90.829124,"24458","B5","G6350","S",,,
938,15.400872,"24433","B5","G6350","S",24433,1.473994,0.438979
939,3.218028,"22954","B5","G6350","S",,,
940,37.783951,"22976","B5","G6350","S",22976,-0.692308,1.307246
941,68.269928,"22971","B5","G6350","S",22971,-1.656133,0.643467
942,3.031945,"24581","B5","G6350","S",,,
943,19.074350,"24464","B5","G6350","S",,,
944,2.311975,"22964","B5","G6350","S",,,
945,41.072750,"22949","B5","G6350","S",22949,1.041190,0.787344
946,137.985977,"24210","B5","G6350","S",24210,0.743506,0.614509
947,136.169617,"24202","B5","G6350","S",24202,0.761374,0.500959
948,10.058254,"24201","B5","G6350","S",24201,-0.167826,0.673438
949,52.609360,"22610","B5","G6350","S",22610,0.980661,0.720125
950,13.300849,"23602","B5","G6350","S",23602,0.219942,0.570710
951,5.561047,"23607","B5","G6350","S",23607,-0.192052,0.605680
952,9.566146,"23606","B5","G6350","S",23606,-0.265870,0.582875
953,11.646557,"23604","B5","G6350","S",23604,-0.876208,0.699668
954,9.954752,"23608","B5","G6350","S",23608,-0.338017,0.589374
955,7.553007,"23601","B5","G6350","S",23601,-0.334471,0.661323
956,7.228485,"23603","B5","G6350","S",23603,0.978875,0.800862
957,8.457777,"23518","B5","G6350","S",23518,0.115117,0.543332
958,4.118976,"23504","B5","G6350","S",23504,-0.353699,0.623808
959,1.184383,"23510","B5","G6350","S",23510,-1.856362,0.552655
960,7.985633,"23505","B5","G6350","S",23505,-0.158235,0.591712
961,9.589802,"23503","B5","G6350","S",23503,-0.346498,0.551134
962,2.572040,"23509","B5","G6350","S",23509,-0.210307,0.547570
963,2.148072,"23523","B5","G6350","S",23523,0.004437,0.532431
964,0.820869,"23517","B5","G6350","S",23517,0.069880,0.504383
965,2.885628,"23508","B5","G6350","S",23508,-0.496617,0.559592
966,8.553501,"23502","B5","G6350","S",23502,-0.546680,0.575860
967,4.977327,"23513","B5","G6350","S",23513,-0.203912,0.564503
968,1.524778,"23507","B5","G6350","S",23507,-0.133022,0.705883
969,31.529932,"24377","B5","G6350","S",24377,2.128544,0.480195
970,24.184385,"24637","B5","G6350","S",24637,1.041361,0.673462
971,8.103063,"24601","B5","G6350","S",,,
972,141.509232,"24651","B5","G6350","S",24651,-0.041481,0.704972
973,74.395248,"24605","B5","G6350","S",24605,0.423727,0.734338
974,21.765488,"24641","B5","G6350","S",24641,0.872470,0.599551
975,5.101956,"24635","B5","G6350","S",,,
976,4.987951,"24606","B5","G6350","S",,,
977,3.704942,"24604","B5","G6350","S",,,
978,37.530117,"24602","B5","G6350","S",24602,-0.590685,1.294055
979,1.002012,"24612","B5","G6350","S",,,
980,16.527378,"24613","B5","G6350","S",,,
981,51.411514,"24630","B5","G6350","S",24630,-0.259782,0.597697
982,7.700562,"24290","B5","G6350","S",24290,0.104296,0.559446
983,115.779350,"24251","B5","G6350","S",24251,-0.067431,0.645540
984,63.424770,"24245","B5","G6350","S",24245,2.117005,0.440590
985,0.273716,"37642","B5","G6350","S",37642,-0.201595,0.710640
986,32.604988,"24258","B5","G6350","S",24258,2.242180,0.410619
987,62.304714,"24271","B5","G6350","S",24271,0.885863,0.678098
988,56.718903,"24250","B5","G6350","S",24250,1.611125,0.415171
989,0.000801,"272HH","B5","G6350","S",,,
990,0.000427,"273HH","B5","G6350","S",,,
991,0.027612,"27862","B5","G6350","S",,,
992,0.003895,"27876","B5","G6350","S",27876,0.950656,0.525308
993,0.024366,"27866","B5","G6350","S",,,
994,0.002557,"27853","B5","G6350","S",27853,0.748855,1.242286
995,0.000999,"27831","B5","G6350","S",27831,-0.747137,0.470658
996,0.022547,"27832","B5","G6350","S",27832,2.023907,0.460333
997,0.003863,"27551","B5","G6350","S",27551,-0.615484,1.382574
998,0.005917,"27589","B5","G6350","S",27589,-0.324276,0.686086
999,0.000811,"27536","B5","G6350","S",27536,-0.110816,0.639691
1000,0.032123,"27842","B5","G6350","S",27842,0.137192,0.470866
1001,0.013983,"27850","B5","G6350","S",27850,0.129742,0.787883
1002,0.000399,"27563","B5","G6350","S",27563,-0.827647,0.970217
1003,0.008777,"27553","B5","G6350","S",27553,-0.257579,0.410021
1004,0.005856,"279HH","B5","G6350","S",,,
1005,0.053395,"27288","B5","G6350","S",27288,0.165204,0.606749
1006,0.002539,"27311","B5","G6350","S",27311,-0.889728,0.547792
1007,0.003570,"27326","B5","G6350","S",27326,-0.159413,0.588346
1008,0.002638,"278HH","B5","G6350","S",,,
1009,0.000141,"275HH","B5","G6350","S",,,
1010,0.003033,"27573","B5","G6350","S",27573,-0.322028,0.660806
1011,0.003250,"27565","B5","G6350","S",27565,0.003340,0.649944
1012,0.020807,"27507","B5","G6350","S",,,
1013,0.010197,"27976","B5","G6350","S",27976,0.758504,0.456700
1014,0.000295,"27315","B5","G6350","S",27315,0.045771,0.832335
1015,0.001885,"27343","B5","G6350","S",,,
1016,0.001341,"27305","B5","G6350","S",27305,-0.927804,0.629083
1017,0.022688,"27818","B5","G6350","S",27818,0.399250,0.690182
1018,0.002649,"27927","B5","G6350","S",27927,0.240647,0.472964
1019,0.006634,"27950","B5","G6350","S",27950,0.516858,0.619762
1020,0.000794,"27958","B5","G6350","S",27958,-0.032217,0.644221
1021,0.008540,"27926","B5","G6350","S",,,
1022,0.007931,"27937","B5","G6350","S",27937,-1.693690,0.476083
1023,0.004895,"28663","B5","G6350","S",,,
1024,0.003596,"27024","B5","G6350","S",27024,0.119234,0.676561
1025,0.000976,"28623","B5","G6350","S",,,
1026,0.045205,"28675","B5","G6350","S",28675,0.022378,0.568161
1027,0.005579,"27022","B5","G6350","S",27022,-1.386167,0.566439
1028,0.013140,"27030","B5","G6350","S",27030,0.194012,0.650083
1029,0.010443,"28631","B5","G6350","S",,,
1030,0.013185,"28643","B5","G6350","S",28643,-0.555163,0.698156
1031,0.038213,"20693","B5","G6350","S",,,
1032,0.000254,"20664","B5","G6350","S",20664,0.027762,0.755746
1033,0.313080,"206HH","B5","G6350","S",,,
1034,0.041282,"20680","B5","G6350","S",20680,0.402609,0.891819
1035,0.077930,"218HH","B5","G6350","S",,,
1036,0.004314,"21758","B5","G6350","S",21758,-2.099296,0.447794
1037,0.000007,"37617","B5","G6350","S",37617,0.761760,0.641472
1038,0.022866,"37620","B5","G6350","S",37620,0.359000,0.624848
1039,0.016193,"37660","B5","G6350","S",37660,0.448357,0.586260
1040,0.041122,"203XX","B5","G6350","S",,,
1041,0.122713,"207HH","B5","G6350","S",,,
1042,0.002149,"20024","B5","G6350","S",20024,-1.309668,0.573139
1043,0.101053,"200HH","B5","G6350","S",,,
1044,0.004224,"21838","B5","G6350","S",21838,-0.984454,0.540847
1045,0.004380,"21824","B5","G6350","S",,,
1046,0.008424,"21790","B5","G6350","S",,,
1047,0.008186,"21777","B5","G6350","S",21777,-0.679838,0.789123
1048,0.397939,"208HH","B5","G6350","S",,,
1049,0.001175,"20854","B5","G6350","S",20854,-0.679062,0.590261
1050,0.000507,"21851","B5","G6350","S",21851,0.017150,0.612671
1051,0.001117,"21864","B5","G6350","S",21864,0.202414,0.402626
1052,0.005284,"37869","B5","G6350","S",37869,-0.014332,0.692935
1053,0.006408,"37879","B5","G6350","S",37879,-0.186432,0.690057
1054,0.009242,"37752","B5","G6350","S",37752,-0.208808,0.750932
1055,0.005238,"37724","B5","G6350","S",37724,1.758057,0.496499
1056,0.000327,"37731","B5","G6350","S",37731,0.446101,0.386210
1057,0.012421,"37765","B5","G6350","S",37765,1.576849,0.836820
1058,0.000794,"37873","B5","G6350","S",37873,0.708168,0.685487
1059,0.001574,"37683","B5","G6350","S",37683,-0.268273,0.637609
1060,0.003244,"37680","B5","G6350","S",,,
