StateFull,Year,Place of residence profile,Personal income (millions of dollars),Derivation of personal income,Net earnings by place of residence,Personal current transfer receipts,Income maintenance benefits 1/,Unemployment insurance compensation,Retirement and other,"Dividends, interest, and rent",Personal dividend income,Personal interest income,Imputed interest receipts 2/,Monetary interest receipts,Rental income of persons,Imputed rent,Monetary rent,Population (persons) 3/,Per capita incomes (dollars),Per capita personal income 4/,Per capita net earnings 4/,Per capita personal current transfer receipts 4/,Per capita income maintenance benefits 4/,Per capita unemployment insurance compensation 4/,Per capita retirement and other 4/,"Per capita dividends, interest, and rent 4/",Per capita dividends 4/,Per capita interest 4/,Per capita rent 4/,Place of work profile (millions of dollars),Earnings by place of work,Wages and salaries,Supplements to wages and salaries,Employer contributions for employee pension and insurance funds 5/,Employer contributions for government social insurance,Proprietors' income,Farm proprietors' income,Nonfarm proprietors' income,Total employment (number of jobs),Wage and salary employment,Proprietors employment,Farm proprietors employment 6/,Nonfarm proprietors employment,Average earnings per job (dollars),Average wages and salaries,Average nonfarm proprietors' income,Column1
Illinois,2017,NA,693914,NA,448403.2,103970.1,11253.3,1785.4,90931.4,141540.7,50563.4,64296.1,39271,25025,26681.3,18449.1,8232.2,12802023,NA,54203,35026,8121,879,139,7103,11056,3950,5022,2084,NA,503909,367621.5,85729.1,60976.9,24752.2,50558.4,1020.2,49538.2,7864869,6210786,1654083,58831,1595252,64071,59191,31054,
Indiana,1998,NA,154513.7,NA,105793.2,19304.8,1476.8,264.8,17563.2,29415.8,8317.9,18302.8,10280.9,8021.9,2795.1,1787.2,1007.9,5998880,NA,25757,17635,3218,246,44,2928,4904,1387,3051,466,NA,116395.1,87044.1,18558.9,12241.6,6317.3,10792,493.3,10298.7,3543278,3004248,539030,67285,471745,32850,28974,21831,
Indiana,1999,NA,160747,NA,111881.8,20202.4,1644.4,263.9,18294.1,28662.8,7997.2,17635.6,10248.6,7387,3029.9,2051.7,978.2,6044969,NA,26592,18508,3342,272,44,3026,4742,1323,2917,501,NA,122871,91587.8,19903.6,13294.1,6609.5,11379.6,209.9,11169.7,3596542,3060251,536291,65866,470425,34164,29928,23744,
Indiana,2000,NA,171415.2,NA,118764.2,21735.5,1723.4,304.5,19707.6,30915.4,8452.4,19331.5,10852.3,8479.2,3131.6,2181.9,949.6,6091866,NA,28138,19496,3568,283,50,3235,5075,1387,3173,514,NA,130046.2,95775.8,21642.4,14746.5,6895.9,12628,611.6,12016.4,3648148,3092859,555289,65029,490260,35647,30967,24510,
Indiana,2001,NA,175497.6,NA,120629.4,24028.2,1809.7,596,21622.5,30840,7770.6,19575.2,10837.4,8737.8,3494.2,2491.1,1003.1,6127760,NA,28640,19686,3921,295,97,3529,5033,1268,3195,570,NA,131851.5,96496.2,22101.4,15154.3,6947.2,13253.9,781,12472.8,3588944,3029913,559031,62793,496238,36738,31848,25135,
Indiana,2002,NA,178017.8,NA,122865.3,25502.8,2026.3,873.5,22603.1,29649.6,8395.8,17746.4,10780.5,6965.9,3507.4,2580.7,926.8,6155967,NA,28918,19959,4143,329,142,3672,4816,1364,2883,570,NA,134388.3,97991.3,22823.7,15732.5,7091.2,13573.2,205.4,13367.8,3553215,2996547,556668,56675,499993,37822,32701,26736,
Indiana,2003,NA,182141.9,NA,126266.8,26513.1,2209.8,960.6,23342.8,29362,8696,17075.4,10686.2,6389.2,3590.7,2725.2,865.5,6196638,NA,29394,20377,4279,357,155,3767,4738,1403,2756,579,NA,138214.6,100505.6,24027.5,16642.3,7385.2,13681.5,953.7,12727.8,3552205,2987839,564366,53974,510392,38910,33638,24937,
Indiana,2004,NA,190718.5,NA,132918.8,28073.2,2422.3,748.1,24902.8,29726.5,10421.7,15540,10592,4948,3764.8,2851.8,913,6233007,NA,30598,21325,4504,389,120,3995,4769,1672,2493,604,NA,145377.8,105572.5,25156.1,17383.2,7772.9,14649.2,1727.8,12921.4,3593283,3011871,581412,52527,528885,40458,35052,24431,
Indiana,2005,NA,196766.9,NA,136355.4,30568,2701.6,710.4,27156,29843.5,10292,16226.1,10349.3,5876.8,3325.4,2349,976.4,6278616,NA,31339,21717,4869,430,113,4325,4753,1639,2584,530,NA,149240.6,108663.1,26564.3,18420.5,8143.8,14013.2,1028.7,12984.5,3634815,3030533,604282,52119,552163,41059,35856,23516,
Indiana,2006,NA,208808.5,NA,142576.3,32996.5,2823.4,779.4,29393.7,33235.7,12260.3,18188.5,10832.9,7355.7,2787,1791.1,995.9,6332669,NA,32973,22514,5211,446,123,4642,5248,1936,2872,440,NA,156107.8,113129.7,27802.2,19336.9,8465.3,15175.9,840.7,14335.2,3674399,3055171,619228,51048,568180,42485,37029,25230,
Indiana,2007,NA,216350.9,NA,146100.1,34612.1,3058.1,769.6,30784.4,35638.7,13472,19794.7,11334,8460.6,2371.9,1321.6,1050.3,6379599,NA,33913,22901,5425,479,121,4825,5586,2112,3103,372,NA,159772.4,116694.7,28764.1,20107.4,8656.7,14313.6,1226.9,13086.7,3720040,3069549,650491,52363,598128,42949,38017,21879,
Indiana,2008,NA,225842.6,NA,148903.4,40041.8,3476.3,1228.2,35337.3,36897.4,13498.4,20059.4,12204.7,7854.7,3339.6,2035.5,1304.1,6424806,NA,35152,23176,6232,541,191,5500,5743,2101,3122,520,NA,163004.6,118218.9,29329.1,20529.8,8799.3,15456.5,1952.5,13504,3682931,3035772,647159,52258,594901,44259,38942,22700,
Indiana,2009,NA,219712.6,NA,142218.1,44250.9,4413.3,3243.7,36593.9,33243.6,9872.2,18940.2,12305,6635.2,4431.2,3127.1,1304.1,6459325,NA,34015,22017,6851,683,502,5665,5147,1528,2932,686,NA,155641.3,111453.2,26892.5,18494.7,8397.9,17295.6,1177.2,16118.4,3523018,2867328,655690,52683,603007,44178,38870,26730,
Indiana,2010,NA,229477.3,NA,149548.3,47314.9,5144.2,2902.6,39268.1,32614.1,9770.5,17363,11903.8,5459.2,5480.7,3969.7,1510.9,6490029,NA,35358,23043,7290,793,447,6051,5025,1505,2675,844,NA,163524.4,114358.5,28005.6,19412.3,8593.3,21160.3,1215.5,19944.8,3525335,2874680,650655,53288,597367,46386,39781,33388,
Indiana,2011,NA,244551.2,NA,161217.9,47358.9,5108.3,2020.7,40229.9,35974.3,11652.7,17549.7,11936,5613.8,6771.9,4929.3,1842.5,6515358,NA,37535,24744,7269,784,310,6175,5521,1789,2694,1039,NA,173579.5,119136.9,28672.3,19632.6,9039.7,25770.3,2411.8,23358.5,3590196,2916485,673711,53564,620147,48348,40849,37666,
Indiana,2012,NA,256257.6,NA,168405.9,48857.7,5052.6,1450.1,42355,38994,13894,17705.6,11871.2,5834.4,7394.4,5488.9,1905.5,6535665,NA,39209,25767,7476,773,222,6481,5966,2126,2709,1131,NA,181463.5,124641.8,30248.1,20805.3,9442.8,26573.6,1835.3,24738.3,3642334,2976626,665708,51174,614534,49821,41874,40255,
Indiana,2013,NA,259525,NA,171937.7,49235.6,5112.6,886.5,43236.5,38351.7,13689.7,16747.4,11630.6,5116.8,7914.6,5934.8,1979.8,6567484,NA,39517,26180,7497,778,135,6583,5840,2084,2550,1205,NA,187368.2,127532.8,30325.5,20621.5,9704,29509.8,4875.8,24634,3684125,3009962,674163,51475,622688,50858,42370,39561,
Indiana,2014,NA,269593,NA,176194.7,52258.8,5128,438.9,46691.9,41139.4,15547.1,17233.4,11905.6,5327.8,8359,6154.1,2204.9,6593182,NA,40890,26724,7926,778,67,7082,6240,2358,2614,1268,NA,192440.2,132272.9,32901.1,22865.9,10035.2,27266.2,2534,24732.2,3740889,3054388,686501,51241,635260,51442,43306,38932,
Indiana,2015,NA,279704.9,NA,181153.8,54688.3,5068.9,360.9,49258.5,43862.8,16649.6,18200.4,12577.1,5623.3,9012.9,6632.7,2380.1,6610596,NA,42312,27404,8273,767,55,7451,6635,2519,2753,1363,NA,197590.7,138692.7,31968.1,21536.2,10431.8,26930,841.5,26088.5,3796128,3104469,691659,50863,640796,52051,44675,40713,
Indiana,2016,NA,289164.3,NA,188104.5,56026.8,4990.4,333.8,50702.6,45033,17234.2,18451.3,12732.7,5718.6,9347.5,6843.6,2503.9,6634007,NA,43588,28355,8445,752,50,7643,6788,2598,2781,1409,NA,205052.7,142623.4,34690.9,24117,10573.9,27738.4,1156.8,26581.6,3847454,3150896,696558,50627,645931,53296,45264,41152,
Indiana,2017,NA,301008.2,NA,196036,57688.9,4883.4,259.5,52546.1,47283.2,17765.4,19651.3,13337.5,6313.9,9866.4,7386.5,2480,6666818,NA,45150,29405,8653,732,39,7882,7092,2665,2948,1480,NA,213742.8,149369.2,36182.3,25273.3,10909,28191.2,486.9,27704.3,3892885,3185079,707806,49999,657807,54906,46897,42116,
Iowa,1998,NA,73576.3,NA,47843.7,9769.2,708.7,160.5,8900,15963.4,3606.2,10808.5,5808.1,5000.4,1548.7,774.3,774.3,2902872,NA,25346,16482,3365,244,55,3066,5499,1242,3723,533,NA,53438.3,38197.4,8328.7,5292.6,3036.1,6912.2,1796.7,5115.5,1877486,1500525,376961,97315,279646,28463,25456,18293,
Iowa,1999,NA,75468.2,NA,49856.7,10133,721.8,191.1,9220,15478.5,3448.5,10380.7,5789.4,4591.3,1649.3,880.2,769.1,2917634,NA,25866,17088,3473,247,66,3160,5305,1182,3558,565,NA,55618.9,40182.1,8732.6,5563.7,3168.8,6704.2,1248.4,5455.9,1896080,1521119,374961,95648,279313,29334,26416,19533,
Iowa,2000,NA,80650.6,NA,53294.6,10852.5,718,213.9,9920.6,16503.6,3598.8,11210.3,6078.3,5132,1694.5,951.2,743.3,2929067,NA,27535,18195,3705,245,73,3387,5634,1229,3827,579,NA,59219.4,41958,9548.5,6258.2,3290.3,7712.9,2108.9,5604,1915254,1534288,380966,94983,285983,30920,27347,19596,
Iowa,2001,NA,82942.4,NA,54516.2,11745.7,757.2,313.2,10675.2,16680.5,3623.6,11158.2,5984.6,5173.6,1898.7,1108,790.7,2931997,NA,28289,18594,4006,258,107,3641,5689,1236,3806,648,NA,60578.1,42987.8,10043.6,6702.4,3341.2,7546.7,1881,5665.7,1902198,1522116,380082,91481,288601,31846,28242,19631,
Iowa,2002,NA,84927.4,NA,55763.1,12932,810.9,440.6,11680.5,16232.3,3951.7,10410.9,6090.4,4320.5,1869.8,1129.4,740.4,2934234,NA,28944,19004,4407,276,150,3981,5532,1347,3548,637,NA,61938.1,43744.5,10328.8,6935.3,3393.5,7864.9,1772.4,6092.5,1879713,1507604,372109,81029,291080,32951,29016,20931,
Iowa,2003,NA,86664.5,NA,57754.2,12876.6,899.3,468.1,11509.3,16033.7,3924.6,10103.1,6158.2,3944.9,2006,1271.2,734.8,2941999,NA,29458,19631,4377,306,159,3912,5450,1334,3434,682,NA,64224.2,45213.2,10843.2,7270.3,3572.9,8167.8,1801.7,6366.1,1873330,1500007,373323,76864,296459,34283,30142,21474,
Iowa,2004,NA,93570.2,NA,63906.6,13341.2,977.4,333.1,12030.6,16322.4,5094.6,9117.5,6005.6,3111.9,2110.3,1349.6,760.7,2953635,NA,31680,21637,4517,331,113,4073,5526,1725,3087,714,NA,70750.5,47892.1,11648.9,7918.8,3730.1,11209.5,4293.7,6915.7,1902227,1521678,380549,74640,305909,37194,31473,22607,
Iowa,2005,NA,96375.8,NA,65741.3,14254.2,1076.4,310.6,12867.2,16380.4,4938.3,9439.8,5839.2,3600.6,2002.3,1192.9,809.4,2964454,NA,32510,22177,4808,363,105,4340,5526,1666,3184,675,NA,73077.8,50008,12386.3,8492,3894.3,10683.4,3480.8,7202.6,1933919,1545547,388372,73612,314760,37787,32356,22883,
Iowa,2006,NA,102447.9,NA,68742,15719.7,1144.7,324.3,14250.7,17986.3,6076.5,10122,6013.9,4108.2,1787.7,954.6,833.1,2982644,NA,34348,23047,5270,384,109,4778,6030,2037,3394,599,NA,76584.9,52641.2,12936.8,8846.3,4090.5,11006.9,2507.4,8499.5,1965778,1568789,396989,71617,325372,38959,33555,26122,
Iowa,2007,NA,109906.4,NA,73067.8,16725.8,1396.6,343.1,14986.2,20112.8,7212.9,11275.2,6407.3,4867.9,1624.7,737.3,887.4,2999212,NA,36645,24362,5577,466,114,4997,6706,2405,3759,542,NA,81109,55522.2,13596.7,9320.7,4276.1,11990.1,3309.6,8680.5,1994031,1579953,414078,74324,339754,40676,35142,25549,
Iowa,2008,NA,116372.3,NA,76080.7,19053.9,1526.7,491.9,17035.2,21237.6,7236.8,11828.6,7021.1,4807.5,2172.2,1003,1169.1,3016734,NA,38576,25220,6316,506,163,5647,7040,2399,3921,720,NA,84477.1,57466.4,14270.2,9792.5,4477.7,12740.5,4126,8614.5,1997615,1586287,411328,73353,337975,42289,36227,25488,
Iowa,2009,NA,112829,NA,72640,20383.6,1757.8,1141.1,17484.6,19805.4,5276.8,11729.1,7445.2,4283.9,2799.5,1588.1,1211.4,3032870,NA,37202,23951,6721,580,376,5765,6530,1740,3867,923,NA,80916.2,56072.6,14588.9,10189.7,4399.2,10254.8,2577,7677.8,1959142,1540936,418206,72595,345611,41302,36389,22215,
Iowa,2010,NA,116353.1,NA,75009.5,21720.6,1927.3,1084.4,18708.9,19623,5281.9,10882.4,7257.5,3624.9,3458.7,2031.5,1427.2,3050223,NA,38146,24591,7121,632,356,6134,6433,1732,3568,1134,NA,83561,57199.1,14695.9,10057.5,4638.4,11665.9,2945.3,8720.7,1950444,1535646,414798,72352,342446,42842,37248,25466,
Iowa,2011,NA,125586.2,NA,81457.5,22059.7,1950.7,848.9,19260.1,22069,6532.4,11159.6,7407.1,3752.5,4377,2592.7,1784.3,3063690,NA,40992,26588,7200,637,277,6287,7203,2132,3643,1429,NA,89243.1,59354.4,14764,9879.1,4884.9,15124.7,6686.4,8438.3,1975960,1551027,424933,72700,352233,45164,38268,23957,
Iowa,2012,NA,131982.2,NA,85520.7,21983.5,1979.7,647.4,19356.4,24478,7959.9,11538.8,7519.8,4019.1,4979.3,3015.3,1964,3074386,NA,42930,27817,7151,644,211,6296,7962,2589,3753,1620,NA,93675.6,62154.1,15687.6,10677.7,5009.9,15833.9,5889.6,9944.2,1993430,1570535,422895,72109,350786,46992,39575,28348,
Iowa,2013,NA,134398.2,NA,88359.3,22468.4,1995.9,524.3,19948.2,23570.4,7431.7,10834.6,7359.5,3475.1,5304.2,3238,2066.2,3089876,NA,43496,28596,7272,646,170,6456,7628,2405,3506,1717,NA,97936.2,63998.9,16044.4,10941.6,5102.7,17893,7785.1,10107.9,2019480,1592602,426878,72641,354237,48496,40185,28534,
Iowa,2014,NA,139148.6,NA,90241.5,23475.5,1969.6,413.7,21092.3,25431.6,8505,11234.6,7613.1,3621.6,5692,3346.5,2345.6,3105563,NA,44806,29058,7559,634,133,6792,8189,2739,3618,1833,NA,100309.4,67123.6,17207.4,12005.4,5202,15978.4,4971.4,11007,2038927,1607246,431681,72272,359409,49197,41763,30625,
Iowa,2015,NA,144182.5,NA,92445.1,24681.3,1958.3,402.8,22320.2,27056.1,9107.6,11933.8,8090.8,3843,6014.6,3521.6,2493.1,3118473,NA,46235,29644,7915,628,129,7157,8676,2921,3827,1929,NA,102832.2,70020.4,17183.9,11907.8,5276,15627.9,4530.5,11097.3,2059531,1626375,433156,71906,361250,49930,43053,30719,
Iowa,2016,NA,145156.8,NA,91916.1,25311,1961.6,414.7,22934.7,27929.6,9427.7,12149.4,8228.4,3921.1,6352.5,3761,2591.5,3130869,NA,46363,29358,8084,627,132,7325,8921,3011,3881,2029,NA,102722.6,71679.5,18418.5,12852.2,5566.3,12624.6,1989.1,10635.5,2066639,1632862,433777,71411,362366,49705,43898,29350,
Iowa,2017,NA,148042.7,NA,93713.9,25221.2,1930.7,398.5,22891.9,29107.5,9709.1,12763,8459.5,4303.6,6635.4,4072.7,2562.7,3145711,NA,47062,29791,8018,614,127,7277,9253,3086,4057,2109,NA,104584.1,73691,19084,13356.2,5727.8,11809.2,1226.2,10583,2070488,1630848,439640,71313,368327,50512,45186,28733,
Kansas,1998,NA,69987.2,NA,46243.5,8544.2,602.1,132.6,7809.6,15199.5,3505.8,10437.8,5844.8,4593,1255.9,712,543.9,2660598,NA,26305,17381,3211,226,50,2935,5713,1318,3923,472,NA,51247.5,37317.8,8125.9,5183.2,2942.8,5803.7,966.6,4837.1,1723552,1391932,331620,66561,265059,29734,26810,18249,
Kansas,1999,NA,72284.1,NA,48453.3,8902.2,658.3,156.1,8087.8,14928.6,3393.8,10188.1,5947.9,4240.2,1346.7,809,537.7,2678338,NA,26988,18091,3324,246,58,3020,5574,1267,3804,503,NA,53778.2,39438.5,8565.7,5498.9,3066.7,5774,1085.4,4688.6,1740420,1409660,330760,66141,264619,30900,27977,17718,
Kansas,2000,NA,76242.9,NA,50538.1,9650.8,655.3,177.5,8818.1,16053.9,3684.6,10955.2,6259.6,4695.6,1414.2,868.6,545.6,2693681,NA,28304,18762,3583,243,66,3274,5960,1368,4067,525,NA,56072.6,41766.9,9056.7,5833.3,3223.4,5249,668.5,4580.5,1760312,1421827,338485,65265,273220,31854,29375,16765,
Kansas,2001,NA,78695.4,NA,52344.7,10549.1,672.4,246.6,9630.1,15801.6,3490.3,10727.7,6073.8,4653.8,1583.6,1011.2,572.4,2702162,NA,29123,19371,3904,249,91,3564,5848,1292,3970,586,NA,58081.4,43269.7,9521.7,6189,3332.7,5290,779.5,4510.5,1767601,1429716,337885,65434,272451,32859,30265,16555,
Kansas,2002,NA,79379,NA,53049.7,11209,744.9,414.5,10049.6,15120.3,3718.9,9806,6079.3,3726.8,1595.4,1065.3,530.1,2713535,NA,29253,19550,4131,275,153,3704,5572,1371,3614,588,NA,58860.5,43875.2,9799.1,6408.9,3390.2,5186.2,150.1,5036.1,1746077,1410962,335115,58985,276130,33710,31096,18238,
Kansas,2003,NA,81546.5,NA,54823.8,11709,1092.1,522.2,10094.8,15013.7,3930.3,9408.1,6042.6,3365.4,1675.3,1143.2,532.1,2723004,NA,29947,20134,4300,401,192,3707,5514,1443,3455,615,NA,60827.5,44488.6,10325.2,6833.3,3491.9,6013.7,1294.3,4719.4,1733694,1392569,341125,56902,284223,35085,31947,16604,
Kansas,2004,NA,83860,NA,56487.3,12040.5,1066.5,332.1,10641.9,15332.2,4928.8,8654.6,6044.8,2609.9,1748.8,1190.6,558.2,2734373,NA,30669,20658,4403,390,121,3892,5607,1803,3165,640,NA,62925.5,46702.1,11057.8,7359.2,3698.6,5165.7,1161.7,4003.9,1750876,1403995,346881,55703,291178,35939,33264,13751,
Kansas,2005,NA,88492.2,NA,59514.7,12696.7,1040.4,273.5,11382.8,16280.7,5318.8,9307.3,5982.1,3325.2,1654.6,1002.1,652.5,2745299,NA,32234,21679,4625,379,100,4146,5930,1937,3390,603,NA,66165.9,48538,11550.7,7706.7,3844,6077.2,1621.9,4455.3,1765650,1409058,356592,55592,301000,37474,34447,14802,
Kansas,2006,NA,97830.3,NA,64864.2,13642.8,1081.1,238,12323.7,19323.3,7101,10804.2,6491.4,4312.8,1418.1,784.1,634,2762931,NA,35408,23477,4938,391,86,4460,6994,2570,3910,513,NA,71903.1,52083.6,11695.2,7643.6,4051.7,8124.2,780.7,7343.5,1795507,1432873,362634,54114,308520,40046,36349,23802,
Kansas,2007,NA,105159.4,NA,69013.2,14686.8,1373.7,253.2,13059.9,21459.3,8077.8,12097.9,6985.2,5112.8,1283.6,589.5,694.1,2783785,NA,37776,24791,5276,493,91,4691,7709,2902,4346,461,NA,76566.6,55442.4,12686.4,8536.3,4150.1,8437.8,1157.6,7280.2,1844355,1465420,378935,55014,323921,41514,37834,22475,
Kansas,2008,NA,114394.6,NA,74307,16552.5,1469.4,382.6,14700.5,23535.1,8993.1,12734.7,7574.4,5160.3,1807.2,894.7,912.5,2808076,NA,40738,26462,5895,523,136,5235,8381,3203,4535,644,NA,82100.6,57623.4,13659.7,9310.7,4348.9,10817.6,1561.6,9256,1858069,1473838,384231,54530,329701,44186,39098,28074,
Kansas,2009,NA,110482,NA,72203.9,18025.6,1684.5,1111.6,15229.5,20252.4,6118.8,11978.9,7705.1,4273.8,2154.8,1351.7,803.1,2832704,NA,39002,25489,6363,595,392,5376,7150,2160,4229,761,NA,79512.6,55605.6,13011.4,8787.6,4223.9,10895.6,1572,9323.6,1813184,1422932,390252,53973,336279,43852,39078,27726,
Kansas,2010,NA,112682.3,NA,74166.8,19189.7,1881.6,1145.3,16162.8,19325.7,5664.5,10919.5,7476.1,3443.3,2741.8,1750.3,991.5,2858403,NA,39421,25947,6713,658,401,5654,6761,1982,3820,959,NA,81728.4,56089.7,13852.8,9429.5,4423.4,11785.9,2127.6,9658.3,1801873,1407971,393902,53857,340045,45357,39837,28403,
Kansas,2011,NA,122294.5,NA,80520.3,19625.8,1984,832.9,16808.9,22148.5,7064,11540.6,7728.5,3812.1,3543.9,2230.4,1313.5,2868756,NA,42630,28068,6841,692,290,5859,7721,2462,4023,1235,NA,87797.7,58104.7,14333,9766.8,4566.2,15359.9,3163.4,12196.6,1819044,1417054,401990,53660,348330,48266,41004,35014,
Kansas,2012,NA,129853.7,NA,85885.7,19354.5,1941.7,637.2,16775.5,24613.6,8667.5,11954.7,7791.8,4162.9,3991.4,2506.6,1484.8,2885316,NA,45005,29766,6708,673,221,5814,8531,3004,4143,1383,NA,93061.8,60616.5,14171.3,9427.1,4744.1,18274.1,2501,15773.1,1841393,1433074,408319,52862,355457,50539,42298,44374,
Kansas,2013,NA,132570,NA,89493.7,19639,1981.5,450.9,17206.5,23437.4,8096.8,11239.9,7655.9,3584,4100.7,2671.5,1429.2,2892900,NA,45826,30936,6789,685,156,5948,8102,2799,3885,1417,NA,98352.3,61872,15554.1,10676.2,4877.9,20926.2,4484.5,16441.7,1869054,1447857,421197,53410,367787,52621,42734,44704,
Kansas,2014,NA,135413.5,NA,88954,20323.8,1892.5,294.4,18136.9,26135.7,9716.4,11961.4,7994.8,3966.5,4458,2822.8,1635.2,2899553,NA,46702,30679,7009,653,102,6255,9014,3351,4125,1537,NA,98381.4,64445.8,15870.1,10856.3,5013.8,18065.5,2223,15842.5,1896042,1471209,424833,52749,372084,51888,43805,42578,
Kansas,2015,NA,137238.3,NA,89853.8,21271,1877.8,259.9,19133.3,26113.5,9583.8,12040.7,8193.1,3847.6,4489.1,2987.9,1501.1,2905789,NA,47229,30922,7320,646,89,6585,8987,3298,4144,1545,NA,99724.7,66684.4,16313.6,11020.3,5293.4,16726.7,1249.7,15477,1911112,1481464,429648,52365,377283,52182,45013,41022,
Kansas,2016,NA,138105.5,NA,89282.7,21998.4,1861.7,224.3,19912.4,26824.4,9934.6,12158.1,8248.6,3909.4,4731.7,3187,1544.7,2907731,NA,47496,30705,7565,640,77,6848,9225,3417,4181,1627,NA,99000.9,67168.2,16257.1,11182.6,5074.4,15575.6,1603,13972.6,1916820,1480741,436079,51613,384466,51648,45361,36343,
Kansas,2017,NA,141459.4,NA,91074.9,22499.4,1829.1,196.8,20473.4,27885.1,10218.4,12692.3,8369.1,4323.2,4974.3,3445,1529.4,2913123,NA,48559,31264,7723,628,68,7028,9572,3508,4357,1708,NA,100914.4,68645.6,16715.1,11519.3,5195.7,15553.8,1333.1,14220.7,1923407,1479026,444381,51601,392780,52466,46413,36205,
Kentucky,1998,NA,89738.3,NA,57490.1,15171,1785.5,248.9,13136.6,17077.2,4023.5,11436.1,6742.9,4693.2,1617.6,1048.2,569.4,3985390,NA,22517,14425,3807,448,62,3296,4285,1010,2870,406,NA,65425.2,48095,10738.8,6867.7,3871.1,6591.5,795.8,5795.6,2223896,1836220,387676,95869,291807,29419,26192,19861,
Kentucky,1999,NA,93539.1,NA,60930.1,15736.4,1819.2,260.4,13656.8,16872.7,3991.2,11132.9,6827.1,4305.8,1748.6,1188.7,559.9,4018053,NA,23280,15164,3916,453,65,3399,4199,993,2771,435,NA,69459.3,51148.7,11664.9,7512.9,4152.1,6645.7,553.3,6092.4,2264164,1876601,387563,95994,291569,30678,27256,20895,
Kentucky,2000,NA,100894.3,NA,65532.7,16908.2,1819.7,293.7,14794.7,18453.5,4458.1,12150.2,7186.3,4963.9,1845.2,1294.6,550.6,4049021,NA,24918,16185,4176,449,73,3654,4558,1101,3001,456,NA,74352,53945.9,12647.7,8422,4225.7,7758.3,1276.1,6482.2,2306481,1909887,396594,95288,301306,32236,28246,21514,
Kentucky,2001,NA,104268.9,NA,67266.7,18426.6,1926.7,453.1,16046.8,18575.5,4237.6,12213.7,7107.7,5106,2124.2,1555,569.2,4068132,NA,25631,16535,4530,474,111,3945,4566,1042,3002,522,NA,76453.4,55555.2,13457.3,9179.8,4277.6,7440.9,817.6,6623.3,2283616,1884751,398865,92441,306424,33479,29476,21615,
Kentucky,2002,NA,106642.1,NA,69008.9,19733.3,2085.8,643.3,17004.1,17900,4485.9,11191,7130.1,4061,2223.1,1676.5,546.6,4089875,NA,26075,16873,4825,510,157,4158,4377,1097,2736,544,NA,78540.8,56651.2,14300.2,9881.9,4418.3,7589.4,354,7235.5,2263430,1864898,398532,83906,314626,34700,30378,22997,
Kentucky,2003,NA,109563.3,NA,71595.8,20346.8,2276.4,645.5,17424.9,17620.6,4531.7,10720.8,7089.6,3631.2,2368.2,1759,609.2,4117170,NA,26611,17390,4942,553,157,4232,4280,1101,2604,575,NA,81609.7,58474.2,15315.6,10794.4,4521.2,7819.9,357.5,7462.5,2273325,1865342,407983,80692,327291,35899,31348,22801,
Kentucky,2004,NA,115893.9,NA,76235.8,21900.3,2442.2,498.5,18959.7,17757.9,5614.6,9692,6980.8,2711.2,2451.2,1891.2,560,4146101,NA,27953,18387,5282,589,120,4573,4283,1354,2338,591,NA,86832.7,61400.4,16214.2,11523.5,4690.7,9218.1,909.8,8308.3,2300593,1881168,419425,76935,342490,37744,32640,24259,
Kentucky,2005,NA,121520,NA,79778.3,23207,2621.4,429.9,20155.8,18534.6,5818.4,10565.8,7063,3502.7,2150.4,1570.8,579.6,4182742,NA,29053,19073,5548,627,103,4819,4431,1391,2526,514,NA,91237.9,64085.2,17510.8,12621.2,4889.5,9641.9,1281.3,8360.6,2337821,1904668,433153,75720,357433,39027,33646,23391,
Kentucky,2006,NA,128717.5,NA,82889.6,25001,2740.3,435.4,21825.3,20826.9,7218.2,11835.5,7431.6,4403.8,1773.2,1190.2,583.1,4219239,NA,30507,19646,5925,649,103,5173,4936,1711,2805,420,NA,94930.1,67308.3,17697.7,12610.8,5087,9924,972.1,8952,2374830,1930624,444206,74111,370095,39973,34864,24188,
Kentucky,2007,NA,134505.7,NA,85116.9,26897.2,2939.8,474.4,23483.1,22491.6,7929.1,13027,7871.2,5155.8,1535.4,891.7,643.7,4256672,NA,31599,19996,6319,691,111,5517,5284,1863,3060,361,NA,97782.8,70581.9,18347.3,13059.8,5287.4,8853.6,472.9,8380.7,2414908,1951559,463349,74625,388724,40491,36167,21560,
Kentucky,2008,NA,140471.6,NA,86578.5,30328.8,3228.1,716.7,26383.9,23564.3,8071.6,13383.4,8459.1,4924.3,2109.3,1313.6,795.8,4289878,NA,32745,20182,7070,752,167,6150,5493,1882,3120,492,NA,100007.4,72352.6,19125.8,13620.2,5505.5,8529.1,6.8,8522.4,2402591,1943756,458835,73414,385421,41625,37223,22112,
Kentucky,2009,NA,138837.5,NA,83841.6,33466.2,3773.1,1763.6,27929.5,21529.7,5771.3,12934.6,8755.3,4179.4,2823.7,2003.4,820.3,4317074,NA,32160,19421,7752,874,409,6470,4987,1337,2996,654,NA,97202.9,70414.3,18211.4,12758.8,5452.6,8577.2,350.3,8226.9,2325249,1862282,462967,72174,390793,41803,37811,21052,
