"max.std.eff.sz","min.p","max.ks","min.ks.pval","stop.method"
0.293876742935779,2.37523381082545e-54,0.192354865085854,1,"unw"
0.0495428264227987,0.0318721593423014,0.0359105307919331,1,"es.mean"
0.0499093852231411,0.0307512502638996,0.0355088853391529,1,"ks.mean"
