SAGDP4N Compensation of employees 1/,,,,,,,,
(Thousands of dollars) ,,,,,,,,
Bureau of Economic Analysis ,,,,,,,,
State or DC,,,,,,,,
GeoFips,GeoName,LineCode,Description,2003,2004,2005,2006,2007
17000,Illinois,65,      Administrative and support and waste management and remediation services,11467371,12528921,13522503,14417681,15624345
17000,Illinois,66,        Administrative and support services,10784805,11805329,12768137,13590654,14754386
17000,Illinois,67,        Waste management and remediation services,682565,723591,754365,827027,869959
17000,Illinois,68,"    Educational services, health care, and social assistance",32129781,34028092,35802331,38313269,40469341
17000,Illinois,69,      Educational services,4843505,5212759,5418390,6020226,6428857
17000,Illinois,70,      Health care and social assistance,27286276,28815334,30383941,32293043,34040484
17000,Illinois,71,        Ambulatory health care services,10803054,11371723,12110234,12979905,13604805
17000,Illinois,72,        Hospitals,10914543,11572223,12129599,12869191,13599440
17000,Illinois,73,        Nursing and residential care facilities,3295809,3452050,3589166,3794488,4042145
17000,Illinois,74,        Social assistance,2272870,2419338,2554942,2649459,2794093
17000,Illinois,75,"    Arts, entertainment, recreation, accommodation, and food services",10596719,11171975,11723795,12338832,13118594
17000,Illinois,76,"      Arts, entertainment, and recreation",2775241,2795501,2878470,2974676,3139905
17000,Illinois,77,"        Performing arts, spectator sports, museums, and related activities",1195116,1198042,1246976,1352686,1467845
17000,Illinois,78,"        Amusement, gambling, and recreation industries",1580125,1597459,1631494,1621990,1672060
17000,Illinois,79,      Accommodation and food services,7821478,8376474,8845325,9364156,9978689
17000,Illinois,80,        Accommodation,1434878,1538248,1610925,1692754,1818633
17000,Illinois,81,        Food services and drinking places,6386600,6838226,7234400,7671402,8160057
17000,Illinois,82,    Other services (except government and government enterprises),10099094,10493640,10568831,11015290,11655878
17000,Illinois,83,  Government and government enterprises,50940616,53637743,55530347,57283859,59089007
17000,Illinois,84,    Federal civilian,6541528,6963969,7278108,7398077,7630429
17000,Illinois,85,    Military,2251581,2333443,2410005,2441845,2564676
17000,Illinois,86,    State and local,42147507,44340331,45842234,47443937,48893902
17000,Illinois,,Addenda:,,,,,
17000,Illinois,87,Natural resources and mining,1183339,1307863,1271145,1320103,1466423
17000,Illinois,88,Trade,38318304,39596295,41208224,43251913,45734576
17000,Illinois,89,Transportation and utilities,14931666,15633267,16289399,17377138,17780283
17000,Illinois,90,Private goods-producing industries 2/,60793634,61991286,63887660,66600896,68753100
17000,Illinois,91,Private services-providing industries 3/,192939848,203039558,213492549,227450227,240909517
18000,Indiana,1,All industry total,124487728,130674953,135176021,140881391,145418218
18000,Indiana,2,  Private industries,105843021,110998741,114698252,120052961,123705404
18000,Indiana,3,"    Agriculture, forestry, fishing, and hunting",363432,414955,390174,397171,462159
18000,Indiana,4,      Farms,303333,341520,319393,300389,362155
18000,Indiana,5,"      Forestry, fishing, and related activities",60099,73435,70781,96782,100005
18000,Indiana,6,"    Mining, quarrying, and oil and gas extraction",393252,412956,406437,454220,471895
18000,Indiana,7,      Oil and gas extraction,4960,5696,5548,7401,12383
18000,Indiana,8,      Mining (except oil and gas),382051,399260,391059,439612,449227
18000,Indiana,9,      Support activities for mining,6240,8000,9831,7208,10285
18000,Indiana,10,    Utilities,1226999,1294887,1325249,1487573,1478867
18000,Indiana,11,    Construction,7063261,7370994,7606917,7909501,8433004
18000,Indiana,12,    Manufacturing,33441880,34877114,35491740,36520353,36551963
18000,Indiana,13,      Durable goods manufacturing,24812719,25859456,26286940,26850831,26817061
18000,Indiana,14,        Wood product manufacturing,812709,837031,868356,835863,784791
18000,Indiana,15,        Nonmetallic mineral product manufacturing,841910,848324,865749,868168,874741
18000,Indiana,16,        Primary metal manufacturing,3611602,3657264,3703219,3723149,3803789
18000,Indiana,17,        Fabricated metal product manufacturing,2681630,2806012,2937916,3054120,3116920
18000,Indiana,18,        Machinery manufacturing,2538990,2710823,2854987,2999481,3046562
18000,Indiana,19,        Computer and electronic product manufacturing,1301514,1330584,1329769,1455540,1382459
18000,Indiana,20,"        Electrical equipment, appliance, and component manufacturing",844475,871351,857705,818041,733611
18000,Indiana,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",8390441,8731891,8638055,8729237,8520614
18000,Indiana,22,        Other transportation equipment manufacturing,896466,983744,1016109,1096075,1137077
18000,Indiana,23,        Furniture and related product manufacturing,1060777,1115616,1130192,1160986,1175214
18000,Indiana,24,        Miscellaneous manufacturing,1832205,1966816,2084882,2110171,2241283
18000,Indiana,25,      Nondurable goods manufacturing,8629160,9017658,9204800,9669523,9734902
18000,Indiana,26,        Food and beverage and tobacco products manufacturing,1573138,1603683,1639817,1685992,1787991
18000,Indiana,27,        Textile mills and textile product mills,136171,145786,152114,151105,156411
18000,Indiana,28,"        Apparel, leather, and allied product manufacturing",62506,65102,64250,76352,82585
18000,Indiana,29,        Paper manufacturing,634195,650877,663952,669523,686687
18000,Indiana,30,        Printing and related support activities,877747,881052,887979,905356,926332
18000,Indiana,31,        Petroleum and coal products manufacturing,338385,337375,357542,439393,442167
18000,Indiana,32,        Chemical manufacturing,3041905,3328819,3366940,3528774,3611531
18000,Indiana,33,        Plastics and rubber products manufacturing,1965114,2004965,2072206,2213027,2041199
18000,Indiana,34,    Wholesale trade,6288225,6615916,7017865,7464802,7846880
18000,Indiana,35,    Retail trade,8895362,9032856,9201613,9387039,9481758
18000,Indiana,36,    Transportation and warehousing,4872757,5170906,5497873,5791509,6119711
18000,Indiana,37,      Air transportation,445892,403514,377763,375048,405037
18000,Indiana,38,      Rail transportation,429600,450640,476872,502985,(D)
18000,Indiana,39,      Water transportation,(D),(D),(D),(D),(D)
18000,Indiana,40,      Truck transportation,2265042,2423866,2608380,2786624,2927782
18000,Indiana,41,      Transit and ground passenger transportation,83340,92571,103012,104470,108994
18000,Indiana,42,      Pipeline transportation,37358,41932,43382,47004,48269
18000,Indiana,43,      Other transportation and support activities,(D),(D),(D),(D),1024562
18000,Indiana,44,      Warehousing and storage,676874,797247,883247,901392,936686
18000,Indiana,45,    Information,2218025,2366685,2346144,2381405,2525654
18000,Indiana,46,      Publishing industries (except Internet),749459,766086,776922,802408,885408
18000,Indiana,47,      Motion picture and sound recording industries,85238,91382,92744,96427,97910
18000,Indiana,48,      Broadcasting (except Internet) and telecommunications,1226495,1355245,1327873,1328909,1410857
18000,Indiana,49,"      Data processing, hosting, and other information services",156833,153973,148606,153662,131480
18000,Indiana,50,"    Finance, insurance, real estate, rental, and leasing",7267202,7576000,7796703,8204112,8330695
18000,Indiana,51,      Finance and insurance,6052277,6277233,6431035,6780876,6878218
18000,Indiana,52,"        Monetary Authorities- central bank, credit intermediation, and related services",(D),(D),(D),(D),(D)
18000,Indiana,53,"        Securities, commodity contracts, and other financial investments and related activities",690581,764290,800779,891045,994521
18000,Indiana,54,        Insurance carriers and related activities,2750119,2907929,2982487,3159152,3217399
18000,Indiana,55,"        Funds, trusts, and other financial vehicles",(D),(D),(D),(D),(D)
18000,Indiana,56,      Real estate and rental and leasing,1214926,1298767,1365669,1423235,1452477
18000,Indiana,57,        Real estate,795759,851553,893191,946195,945912
18000,Indiana,58,        Rental and leasing services and lessors of nonfinancial intangible assets,419166,447214,472478,477040,506565
18000,Indiana,59,    Professional and business services,10736157,11459114,12272123,13179647,13899627
18000,Indiana,60,"      Professional, scientific, and technical services",4680251,4910452,5305921,5722060,6158097
18000,Indiana,61,        Legal services,837355,860980,899902,944850,979865
18000,Indiana,62,        Computer systems design and related services,868782,915055,991300,1088521,1226404
18000,Indiana,63,"        Miscellaneous professional, scientific, and technical services",2974114,3134416,3414719,3688689,3951828
18000,Indiana,64,      Management of companies and enterprises,2252210,2353470,2393024,2560760,2708665
18000,Indiana,65,      Administrative and support and waste management and remediation services,3803696,4195192,4573178,4896827,5032865
18000,Indiana,66,        Administrative and support services,3495602,3872168,4229995,4528056,4645734
18000,Indiana,67,        Waste management and remediation services,308094,323024,343183,368771,387131
18000,Indiana,68,"    Educational services, health care, and social assistance",14075130,14995072,15797256,16933755,17737950
18000,Indiana,69,      Educational services,1467378,1585826,1692264,1872931,1967517
18000,Indiana,70,      Health care and social assistance,12607752,13409245,14104991,15060824,15770433
18000,Indiana,71,        Ambulatory health care services,5536688,5962963,6252367,6668022,6919467
18000,Indiana,72,        Hospitals,4316513,4544376,4851364,5247723,5494465
18000,Indiana,73,        Nursing and residential care facilities,1793015,1876299,1930915,2076030,2191716
18000,Indiana,74,        Social assistance,961536,1025608,1070345,1069048,1164784
18000,Indiana,75,"    Arts, entertainment, recreation, accommodation, and food services",4932560,5156241,5263100,5470785,5698000
18000,Indiana,76,"      Arts, entertainment, and recreation",1473061,1510430,1512525,1563311,1634525
18000,Indiana,77,"        Performing arts, spectator sports, museums, and related activities",505162,516507,545452,571825,620024
18000,Indiana,78,"        Amusement, gambling, and recreation industries",967898,993923,967074,991486,1014502
18000,Indiana,79,      Accommodation and food services,3459500,3645811,3750575,3907474,4063475
18000,Indiana,80,        Accommodation,432400,446061,437528,466082,518278
18000,Indiana,81,        Food services and drinking places,3027099,3199750,3313047,3441392,3545196
18000,Indiana,82,    Other services (except government and government enterprises),4068780,4255044,4285058,4471088,4667241
18000,Indiana,83,  Government and government enterprises,18644707,19676213,20477769,20828430,21712813
18000,Indiana,84,    Federal civilian,2512060,2667848,2769099,2875620,3015113
18000,Indiana,85,    Military,628795,647359,736866,690805,702429
18000,Indiana,86,    State and local,15503852,16361006,16971804,17262005,17995271
18000,Indiana,,Addenda:,,,,,
18000,Indiana,87,Natural resources and mining,756684,827911,796611,851391,934054
18000,Indiana,88,Trade,15183587,15648773,16219478,16851841,17328638
18000,Indiana,89,Transportation and utilities,6099756,6465793,6823123,7279082,7598578
18000,Indiana,90,Private goods-producing industries 2/,41261825,43076020,43895268,45281246,45919021
18000,Indiana,91,Private services-providing industries 3/,64581196,67922721,70802984,74771715,77786383
19000,Iowa,1,All industry total,56040226,59519576,62370853,65579916,69086182
19000,Iowa,2,  Private industries,45563907,48556841,50927539,53604181,56521752
19000,Iowa,3,"    Agriculture, forestry, fishing, and hunting",569404,652427,562231,557743,846812
19000,Iowa,4,      Farms,485608,540926,449947,408934,687572
19000,Iowa,5,"      Forestry, fishing, and related activities",83796,111501,112284,148809,159240
19000,Iowa,6,"    Mining, quarrying, and oil and gas extraction",92704,105907,111376,116125,117745
19000,Iowa,7,      Oil and gas extraction,0,0,0,0,0
19000,Iowa,8,      Mining (except oil and gas),92035,105283,110243,115222,116942
19000,Iowa,9,      Support activities for mining,670,624,1133,903,803
19000,Iowa,10,    Utilities,636763,686073,630845,665598,718071
19000,Iowa,11,    Construction,2936264,3165860,3452352,3765838,3832053
19000,Iowa,12,    Manufacturing,11030408,11818496,12434753,12853121,13303553
19000,Iowa,13,      Durable goods manufacturing,6932625,7584758,8050598,8425072,8683141
19000,Iowa,14,        Wood product manufacturing,492262,530740,594791,579978,595924
19000,Iowa,15,        Nonmetallic mineral product manufacturing,312033,327837,326226,331807,316826
19000,Iowa,16,        Primary metal manufacturing,416826,482524,513672,515347,538986
19000,Iowa,17,        Fabricated metal product manufacturing,855222,911147,959370,1038490,1082762
19000,Iowa,18,        Machinery manufacturing,1827542,2074632,2235708,2405684,2576327
19000,Iowa,19,        Computer and electronic product manufacturing,798611,875580,1000500,1059616,1169047
19000,Iowa,20,"        Electrical equipment, appliance, and component manufacturing",673599,657528,640033,687624,616614
19000,Iowa,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",(D),(D),(D),(D),(D)
19000,Iowa,22,        Other transportation equipment manufacturing,(D),(D),(D),(D),(D)
19000,Iowa,23,        Furniture and related product manufacturing,405679,432109,468108,481340,492151
19000,Iowa,24,        Miscellaneous manufacturing,273581,281600,284427,280367,254515
19000,Iowa,25,      Nondurable goods manufacturing,4097783,4233739,4384154,4428049,4620412
19000,Iowa,26,        Food and beverage and tobacco products manufacturing,2281489,2380530,2462180,2463854,2574911
19000,Iowa,27,        Textile mills and textile product mills,32411,29265,27021,24649,26562
19000,Iowa,28,"        Apparel, leather, and allied product manufacturing",80823,84987,77280,71562,69993
19000,Iowa,29,        Paper manufacturing,243709,253426,256003,250192,249790
19000,Iowa,30,        Printing and related support activities,351460,349931,365068,366917,378406
19000,Iowa,31,        Petroleum and coal products manufacturing,29860,21676,27515,27322,23802
19000,Iowa,32,        Chemical manufacturing,450430,492794,511710,560000,651006
19000,Iowa,33,        Plastics and rubber products manufacturing,627603,621129,657377,663553,645941
19000,Iowa,34,    Wholesale trade,3046926,3239519,3479179,3605779,3818944
19000,Iowa,35,    Retail trade,4431600,4531581,4576727,4658134,4748494
19000,Iowa,36,    Transportation and warehousing,2157708,2351196,2502186,2642700,2823070
19000,Iowa,37,      Air transportation,21283,20752,19501,16932,16993
19000,Iowa,38,      Rail transportation,270016,294656,310195,327308,342272
19000,Iowa,39,      Water transportation,14522,12804,12228,13943,14648
19000,Iowa,40,      Truck transportation,1174415,1285981,1375353,1480265,1544964
19000,Iowa,41,      Transit and ground passenger transportation,34534,39416,43999,51142,58959
19000,Iowa,42,      Pipeline transportation,22361,31009,34139,37047,36085
19000,Iowa,43,      Other transportation and support activities,291872,315932,329164,330043,361134
19000,Iowa,44,      Warehousing and storage,328707,350645,377606,386020,448015
19000,Iowa,45,    Information,1580091,1673063,1689786,1745206,1772210
19000,Iowa,46,      Publishing industries (except Internet),527770,566541,563361,652749,685363
19000,Iowa,47,      Motion picture and sound recording industries,36084,41191,41398,46125,45582
19000,Iowa,48,      Broadcasting (except Internet) and telecommunications,657828,682957,683279,670570,707576
19000,Iowa,49,"      Data processing, hosting, and other information services",358409,382373,401749,375762,333689
19000,Iowa,50,"    Finance, insurance, real estate, rental, and leasing",5041077,5416264,5787888,6298292,6702156
19000,Iowa,51,      Finance and insurance,4547382,4903171,5254732,5764995,6165477
19000,Iowa,52,"        Monetary Authorities- central bank, credit intermediation, and related services",(D),(D),(D),(D),(D)
19000,Iowa,53,"        Securities, commodity contracts, and other financial investments and related activities",279484,315568,336370,374587,399130
19000,Iowa,54,        Insurance carriers and related activities,2438972,2617800,2823519,3115594,3307214
19000,Iowa,55,"        Funds, trusts, and other financial vehicles",(D),(D),(D),(D),(D)
19000,Iowa,56,      Real estate and rental and leasing,493696,513093,533157,533297,536679
19000,Iowa,57,        Real estate,310294,327224,342238,337427,337003
19000,Iowa,58,        Rental and leasing services and lessors of nonfinancial intangible assets,183401,185869,190919,195870,199676
19000,Iowa,59,    Professional and business services,3984846,4221806,4615742,5064962,5582458
19000,Iowa,60,"      Professional, scientific, and technical services",1811175,1893923,2050904,2239330,2465926
19000,Iowa,61,        Legal services,397002,392964,412555,428725,443854
19000,Iowa,62,        Computer systems design and related services,317850,333796,360899,413775,472095
19000,Iowa,63,"        Miscellaneous professional, scientific, and technical services",1096323,1167164,1277451,1396829,1549977
19000,Iowa,64,      Management of companies and enterprises,684351,752989,889847,1010423,1157254
19000,Iowa,65,      Administrative and support and waste management and remediation services,1489321,1574894,1674990,1815209,1959277
19000,Iowa,66,        Administrative and support services,1396775,1475909,1572631,1705848,1841657
19000,Iowa,67,        Waste management and remediation services,92546,98985,102359,109361,117621
19000,Iowa,68,"    Educational services, health care, and social assistance",6525155,6981673,7297198,7674774,8020753
19000,Iowa,69,      Educational services,797420,866705,886860,942320,987531
19000,Iowa,70,      Health care and social assistance,5727735,6114968,6410338,6732455,7033222
19000,Iowa,71,        Ambulatory health care services,2413156,2596078,2744649,2876336,3003472
19000,Iowa,72,        Hospitals,1706015,1812592,1897719,1991638,2075551
19000,Iowa,73,        Nursing and residential care facilities,1164044,1229039,1257491,1321299,1370846
19000,Iowa,74,        Social assistance,444520,477259,510479,543182,583352
19000,Iowa,75,"    Arts, entertainment, recreation, accommodation, and food services",1864021,1963089,2024301,2126609,2281610
19000,Iowa,76,"      Arts, entertainment, and recreation",423993,434788,432240,476016,503175
19000,Iowa,77,"        Performing arts, spectator sports, museums, and related activities",84398,86704,72976,80910,89175
19000,Iowa,78,"        Amusement, gambling, and recreation industries",339595,348085,359264,395106,413999
19000,Iowa,79,      Accommodation and food services,1440029,1528301,1592060,1650593,1778436
19000,Iowa,80,        Accommodation,329684,349731,372496,382376,424498
19000,Iowa,81,        Food services and drinking places,1110345,1178570,1219565,1268218,1353938
19000,Iowa,82,    Other services (except government and government enterprises),1666938,1749887,1762977,1829300,1953824
19000,Iowa,83,  Government and government enterprises,10476320,10962735,11443314,11975735,12564430
19000,Iowa,84,    Federal civilian,1193351,1214296,1229786,1297273,1360748
19000,Iowa,85,    Military,386689,422003,477010,432009,422652
19000,Iowa,86,    State and local,8896280,9326436,9736518,10246453,10781030
19000,Iowa,,Addenda:,,,,,
19000,Iowa,87,Natural resources and mining,662109,758334,673607,673869,964557
19000,Iowa,88,Trade,7478526,7771100,8055906,8263912,8567438
19000,Iowa,89,Transportation and utilities,2794471,3037268,3133030,3308297,3541141
19000,Iowa,90,Private goods-producing industries 2/,14628780,15742690,16560711,17292828,18100163
19000,Iowa,91,Private services-providing industries 3/,30935126,32814151,34366827,36311353,38421590
20000,Kansas,1,All industry total,54840597,57791190,60118255,63829432,68161420
20000,Kansas,2,  Private industries,43785341,46033128,47940084,50805976,54149539
20000,Kansas,3,"    Agriculture, forestry, fishing, and hunting",435380,492861,430686,461897,603475
20000,Kansas,4,      Farms,368099,416268,353688,367353,508197
20000,Kansas,5,"      Forestry, fishing, and related activities",67281,76593,76998,94544,95278
20000,Kansas,6,"    Mining, quarrying, and oil and gas extraction",321025,370295,409871,516138,553564
20000,Kansas,7,      Oil and gas extraction,127783,128015,132949,161189,175415
20000,Kansas,8,      Mining (except oil and gas),58179,61540,65036,70464,67775
20000,Kansas,9,      Support activities for mining,135063,180740,211886,284485,310375
20000,Kansas,10,    Utilities,578406,623986,646740,687017,728301
20000,Kansas,11,    Construction,2727834,2789052,2944257,3136237,3355435
20000,Kansas,12,    Manufacturing,9331152,9972376,10298901,11005286,11626523
20000,Kansas,13,      Durable goods manufacturing,6095035,6602392,6888754,7551491,8031891
20000,Kansas,14,        Wood product manufacturing,80511,80133,83626,91677,91451
20000,Kansas,15,        Nonmetallic mineral product manufacturing,304984,312329,336877,343321,334191
20000,Kansas,16,        Primary metal manufacturing,123568,138176,149805,167114,171061
20000,Kansas,17,        Fabricated metal product manufacturing,515418,550623,610623,640453,698395
20000,Kansas,18,        Machinery manufacturing,760466,826216,871998,898896,1005071
20000,Kansas,19,        Computer and electronic product manufacturing,399909,441553,474130,514851,590752
20000,Kansas,20,"        Electrical equipment, appliance, and component manufacturing",224887,257256,264886,254584,254890
20000,Kansas,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",(D),(D),(D),(D),(D)
20000,Kansas,22,        Other transportation equipment manufacturing,(D),(D),(D),(D),(D)
20000,Kansas,23,        Furniture and related product manufacturing,174414,184190,195605,206095,215044
20000,Kansas,24,        Miscellaneous manufacturing,304957,297477,294882,291629,296779
20000,Kansas,25,      Nondurable goods manufacturing,3236117,3369984,3410146,3453795,3594632
20000,Kansas,26,        Food and beverage and tobacco products manufacturing,1349460,1394381,1374429,1433243,1537643
20000,Kansas,27,        Textile mills and textile product mills,(D),51016,49673,55073,59811
20000,Kansas,28,"        Apparel, leather, and allied product manufacturing",(D),70704,68549,66061,70647
20000,Kansas,29,        Paper manufacturing,177112,171470,154965,154279,150955
20000,Kansas,30,        Printing and related support activities,493280,509495,507313,512565,515051
20000,Kansas,31,        Petroleum and coal products manufacturing,160346,163463,177137,207358,208992
20000,Kansas,32,        Chemical manufacturing,486498,531627,579959,542327,533411
20000,Kansas,33,        Plastics and rubber products manufacturing,447088,477828,498121,482890,518121
20000,Kansas,34,    Wholesale trade,3113495,3277928,3446359,3598178,3831725
20000,Kansas,35,    Retail trade,3900492,3946279,3990486,4063199,4187532
20000,Kansas,36,    Transportation and warehousing,2138328,2219111,2307417,2367549,2519139
20000,Kansas,37,      Air transportation,39257,44601,40074,37341,34086
20000,Kansas,38,      Rail transportation,(D),(D),(D),(D),(D)
20000,Kansas,39,      Water transportation,(D),0,(D),(D),(D)
20000,Kansas,40,      Truck transportation,755635,(D),788426,833190,898100
20000,Kansas,41,      Transit and ground passenger transportation,77666,80594,83146,85253,91408
20000,Kansas,42,      Pipeline transportation,92493,79902,76878,73718,74805
20000,Kansas,43,      Other transportation and support activities,(D),480811,(D),(D),(D)
20000,Kansas,44,      Warehousing and storage,248253,264612,295010,319203,357584
20000,Kansas,45,    Information,2938422,2984554,2867417,2949062,3216733
20000,Kansas,46,      Publishing industries (except Internet),421901,433442,429227,438240,464552
20000,Kansas,47,      Motion picture and sound recording industries,38322,35436,35302,32383,35430
20000,Kansas,48,      Broadcasting (except Internet) and telecommunications,2327068,2357756,2230962,2292194,2549941
20000,Kansas,49,"      Data processing, hosting, and other information services",151131,157921,171927,186245,166810
20000,Kansas,50,"    Finance, insurance, real estate, rental, and leasing",3673797,3799407,3993351,4213745,4475412
20000,Kansas,51,      Finance and insurance,3174596,3268415,3436574,3643189,3892817
20000,Kansas,52,"        Monetary Authorities- central bank, credit intermediation, and related services",(D),(D),(D),(D),(D)
20000,Kansas,53,"        Securities, commodity contracts, and other financial investments and related activities",430319,449822,521484,575057,674698
20000,Kansas,54,        Insurance carriers and related activities,1346044,1393765,1432537,1541370,1663282
20000,Kansas,55,"        Funds, trusts, and other financial vehicles",(D),(D),(D),(D),(D)
20000,Kansas,56,      Real estate and rental and leasing,499201,530992,556777,570556,582596
20000,Kansas,57,        Real estate,326450,343509,367541,370462,379062
20000,Kansas,58,        Rental and leasing services and lessors of nonfinancial intangible assets,172750,187483,189236,200095,203534
20000,Kansas,59,    Professional and business services,5242063,5633387,6381865,7164089,7794764
20000,Kansas,60,"      Professional, scientific, and technical services",2699116,2949347,3211731,3483999,3815891
20000,Kansas,61,        Legal services,340541,355261,367943,385210,399481
20000,Kansas,62,        Computer systems design and related services,597549,626310,670041,748289,801458
20000,Kansas,63,"        Miscellaneous professional, scientific, and technical services",1761026,1967776,2173747,2350500,2614952
20000,Kansas,64,      Management of companies and enterprises,730980,738254,911633,1169022,1248544
20000,Kansas,65,      Administrative and support and waste management and remediation services,1811968,1945786,2258502,2511068,2730328
20000,Kansas,66,        Administrative and support services,1673772,1805725,2105025,2353587,2552440
20000,Kansas,67,        Waste management and remediation services,138195,140061,153477,157481,177888
20000,Kansas,68,"    Educational services, health care, and social assistance",5967176,6328907,6590907,6881036,7329367
20000,Kansas,69,      Educational services,467679,456676,467825,491239,545296
20000,Kansas,70,      Health care and social assistance,5499497,5872232,6123083,6389797,6784071
20000,Kansas,71,        Ambulatory health care services,2440758,2623813,2769810,2872607,3025895
20000,Kansas,72,        Hospitals,1754896,1855080,1897462,2034844,2177966
20000,Kansas,73,        Nursing and residential care facilities,854163,898780,927314,951592,1008952
20000,Kansas,74,        Social assistance,449680,494559,528496,530755,571258
20000,Kansas,75,"    Arts, entertainment, recreation, accommodation, and food services",1708438,1842115,1852512,1925266,1950939
20000,Kansas,76,"      Arts, entertainment, and recreation",231476,257781,256533,264033,275400
20000,Kansas,77,"        Performing arts, spectator sports, museums, and related activities",63386,73291,65345,69598,75791
20000,Kansas,78,"        Amusement, gambling, and recreation industries",168091,184491,191188,194436,199609
20000,Kansas,79,      Accommodation and food services,1476962,1584334,1595978,1661232,1675540
20000,Kansas,80,        Accommodation,218003,236027,239534,248306,255069
20000,Kansas,81,        Food services and drinking places,1258959,1348307,1356445,1412926,1420470
20000,Kansas,82,    Other services (except government and government enterprises),1709335,1752868,1779316,1837275,1976629
20000,Kansas,83,  Government and government enterprises,11055256,11758062,12178170,13023455,14011880
20000,Kansas,84,    Federal civilian,1711126,1844156,1863799,1965445,1951920
20000,Kansas,85,    Military,1388417,1455554,1589229,1814809,2121032
20000,Kansas,86,    State and local,7955713,8458352,8725142,9243201,9938928
20000,Kansas,,Addenda:,,,,,
20000,Kansas,87,Natural resources and mining,756405,863157,840557,978036,1157039
20000,Kansas,88,Trade,7013987,7224207,7436845,7661377,8019257
20000,Kansas,89,Transportation and utilities,2716734,2843097,2954156,3054567,3247440
20000,Kansas,90,Private goods-producing industries 2/,12815390,13624586,14083715,15119559,16138997
20000,Kansas,91,Private services-providing industries 3/,30969951,32408542,33856370,35686417,38010542
21000,Kentucky,1,All industry total,73727268,77558199,81538309,84967730,88857503
21000,Kentucky,2,  Private industries,58740232,61767220,64395051,66503673,69364037
21000,Kentucky,3,"    Agriculture, forestry, fishing, and hunting",526291,538763,459320,540767,588888
21000,Kentucky,4,      Farms,356527,346842,276514,302204,355461
21000,Kentucky,5,"      Forestry, fishing, and related activities",169763,191921,182805,238564,233428
21000,Kentucky,6,"    Mining, quarrying, and oil and gas extraction",1064375,1164172,1330256,1538077,1493211
21000,Kentucky,7,      Oil and gas extraction,39477,50593,59504,69191,68033
21000,Kentucky,8,      Mining (except oil and gas),960885,1035353,1168562,1342248,1281777
21000,Kentucky,9,      Support activities for mining,64013,78226,102190,126638,143401
21000,Kentucky,10,    Utilities,513144,530897,545242,596462,598449
21000,Kentucky,11,    Construction,3641177,3687660,3837654,3868992,4184153
21000,Kentucky,12,    Manufacturing,14074363,14535925,14882260,15016275,15214625
21000,Kentucky,13,      Durable goods manufacturing,9152237,9533819,9804561,9893871,9932952
21000,Kentucky,14,        Wood product manufacturing,430111,460430,504030,512249,510122
21000,Kentucky,15,        Nonmetallic mineral product manufacturing,501397,513512,506890,503610,497539
21000,Kentucky,16,        Primary metal manufacturing,842061,876653,900464,941998,940656
21000,Kentucky,17,        Fabricated metal product manufacturing,950441,1001960,1037572,1081646,1119083
21000,Kentucky,18,        Machinery manufacturing,994386,1049295,1152087,1158920,1177373
21000,Kentucky,19,        Computer and electronic product manufacturing,656570,711845,651684,632592,622433
21000,Kentucky,20,"        Electrical equipment, appliance, and component manufacturing",645909,651873,658368,658749,624527
21000,Kentucky,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",3433189,3502016,3582652,3564871,3543119
21000,Kentucky,22,        Other transportation equipment manufacturing,176786,203782,216196,236635,297654
21000,Kentucky,23,        Furniture and related product manufacturing,240255,250427,253795,260038,251567
21000,Kentucky,24,        Miscellaneous manufacturing,281132,312027,340824,342564,348878
21000,Kentucky,25,      Nondurable goods manufacturing,4922126,5002106,5077699,5122405,5281673
21000,Kentucky,26,        Food and beverage and tobacco products manufacturing,1327871,1378964,1442330,1472317,1580959
21000,Kentucky,27,        Textile mills and textile product mills,129409,125955,119127,117667,124578
21000,Kentucky,28,"        Apparel, leather, and allied product manufacturing",256524,254405,213458,168604,145029
21000,Kentucky,29,        Paper manufacturing,643294,621989,628746,620337,649084
21000,Kentucky,30,        Printing and related support activities,600625,598466,624073,624905,636356
21000,Kentucky,31,        Petroleum and coal products manufacturing,144408,153282,152638,183278,167772
21000,Kentucky,32,        Chemical manufacturing,1047653,1047459,1068086,1074484,1117988
21000,Kentucky,33,        Plastics and rubber products manufacturing,772342,821587,829242,860813,859908
21000,Kentucky,34,    Wholesale trade,3715290,4005936,4201803,4351030,4638027
21000,Kentucky,35,    Retail trade,5378505,5509338,5665888,5764332,5900316
21000,Kentucky,36,    Transportation and warehousing,4240222,4547540,4701088,4654980,5134643
21000,Kentucky,37,      Air transportation,732892,760237,662545,502985,619111
21000,Kentucky,38,      Rail transportation,302952,312816,326459,(D),(D)
21000,Kentucky,39,      Water transportation,62316,67755,82603,94771,115116
21000,Kentucky,40,      Truck transportation,952800,1001897,1078070,1121706,1158529
21000,Kentucky,41,      Transit and ground passenger transportation,55468,73467,79252,80210,90416
21000,Kentucky,42,      Pipeline transportation,79170,78921,87704,90109,86820
21000,Kentucky,43,      Other transportation and support activities,1588185,1712428,1725642,(D),(D)
21000,Kentucky,44,      Warehousing and storage,466439,540021,658813,659107,727768
