SAINC7N Wages and Salaries by NAICS Industry 1/,,,,,,,
(Thousands of dollars) ,,,,,,,
Bureau of Economic Analysis ,,,,,,,
State or DC,,,,,,,
GeoFips,GeoName,LineCode,Description,2010,2011,2012,2013
26000,Michigan,712,        Miscellaneous store retailers,508609,520701,563397,560359
26000,Michigan,713,        Nonstore retailers,344153,341160,334861,333014
26000,Michigan,800,      Transportation and warehousing,4441342,4849034,5167279,5378133
26000,Michigan,801,        Air transportation,855365,980795,976507,1021204
26000,Michigan,802,        Rail transportation,(D),(D),(D),(D)
26000,Michigan,803,        Water transportation,31440,38723,43023,44146
26000,Michigan,804,        Truck transportation,1554765,1701724,1835894,1953095
26000,Michigan,805,        Transit and ground passenger transportation,162552,178182,180686,187783
26000,Michigan,806,        Pipeline transportation,82826,87580,90850,93329
26000,Michigan,807,        Scenic and sightseeing transportation,10151,10497,12115,12749
26000,Michigan,808,        Support activities for transportation,478651,510025,558115,577540
26000,Michigan,809,        Couriers and messengers,(D),(D),(D),(D)
26000,Michigan,811,        Warehousing and storage,584285,628733,730890,744443
26000,Michigan,900,      Information,3349332,3469819,3487276,3725595
26000,Michigan,901,        Publishing industries (except Internet),1277948,1291239,1296199,1335306
26000,Michigan,902,        Motion picture and sound recording industries,155250,209488,170200,165959
26000,Michigan,903,        Broadcasting (except Internet),341071,349008,359261,366852
26000,Michigan,904,        Internet publishing and broadcasting 2/,(NA),(NA),(NA),(NA)
26000,Michigan,905,        Telecommunications,1257788,1249959,1264280,1321615
26000,Michigan,906,"        Data processing, hosting, and related services",201204,236188,252697,318022
26000,Michigan,907,        Other information services 2/,116071,133937,144639,217841
26000,Michigan,1000,      Finance and insurance,8481885,8902783,9542020,10048261
26000,Michigan,1001,        Monetary Authorities-central bank,(D),(D),(D),(D)
26000,Michigan,1002,        Credit intermediation and related activities,3688897,3863142,4281686,4489664
26000,Michigan,1003,"        Securities, commodity contracts, and other financial investments and related activities",1244891,1349653,1392644,1528134
26000,Michigan,1004,        Insurance carriers and related activities,3509210,3650288,3832942,3994620
26000,Michigan,1005,"        Funds, trusts, and other financial vehicles",(D),(D),(D),(D)
26000,Michigan,1100,      Real estate and rental and leasing,1715344,1848725,1851561,1934689
26000,Michigan,1101,        Real estate,1255860,1318775,1303385,1395590
26000,Michigan,1102,        Rental and leasing services,400480,470677,481533,468420
26000,Michigan,1103,        Lessors of nonfinancial intangible assets (except copyrighted works),59004,59273,66643,70679
26000,Michigan,1200,"      Professional, scientific, and technical services",16649567,18150609,19428390,20558380
26000,Michigan,1300,      Management of companies and enterprises,4969490,5760381,6055774,6053536
26000,Michigan,1400,      Administrative and support and waste management and remediation services,7585642,8362272,8896618,9164252
26000,Michigan,1401,        Administrative and support services,7047338,7798028,8300726,8548420
26000,Michigan,1402,        Waste management and remediation services,538304,564244,595892,615832
26000,Michigan,1500,      Educational services,2165403,2176632,2293211,2367106
26000,Michigan,1600,      Health care and social assistance,23412332,24258748,25040671,25584838
26000,Michigan,1601,        Ambulatory health care services,9950606,10222469,10405421,10627422
26000,Michigan,1602,        Hospitals,9578147,10103343,10587191,10783004
26000,Michigan,1603,        Nursing and residential care facilities,2480255,2564081,2613333,2692078
26000,Michigan,1604,        Social assistance,1403324,1368855,1434726,1482334
26000,Michigan,1700,"      Arts, entertainment, and recreation",1581767,1459634,1517182,1584687
26000,Michigan,1701,"        Performing arts, spectator sports, and related industries",673895,686913,740000,775346
26000,Michigan,1702,"        Museums, historical sites, and similar institutions",84386,86629,85503,90793
26000,Michigan,1703,"        Amusement, gambling, and recreation industries",823486,686092,691679,718548
26000,Michigan,1800,      Accommodation and food services,5101382,5454437,5785748,6006716
26000,Michigan,1801,        Accommodation,839331,1031633,1049666,1091336
26000,Michigan,1802,        Food services and drinking places,4262051,4422804,4736082,4915380
26000,Michigan,1900,      Other services (except government and government enterprises),5169735,5276144,5476884,5641366
26000,Michigan,1901,        Repair and maintenance,1217731,1292150,1366210,1412450
26000,Michigan,1902,        Personal and laundry services,916625,938345,989762,1049787
26000,Michigan,1903,"        Religious, grantmaking, civic, professional, and similar organizations",2808861,2804140,2896729,2940798
26000,Michigan,1904,        Private households,226518,241509,224183,238331
26000,Michigan,2000,    Government and government enterprises,29832478,28909730,28906907,28663840
26000,Michigan,2001,      Federal civilian,3700467,3742384,3711485,3659445
26000,Michigan,2002,      Military,634582,586692,526441,497842
26000,Michigan,2010,      State and local,25497429,24580654,24668981,24506553
26000,Michigan,2011,        State government,8431947,8217217,8695922,8759905
26000,Michigan,2012,        Local government,17065482,16363437,15973059,15746648
27000,Minnesota,50,Wages and salaries by place of work (thousands of dollars),124165611,128983413,135334396,139568041
27000,Minnesota,81,  Farm wages and salaries,534610,415256,682489,504399
27000,Minnesota,82,  Nonfarm wages and salaries,123631001,128568157,134651907,139063642
27000,Minnesota,90,    Private nonfarm wages and salaries,105363955,110375561,116254765,120254173
27000,Minnesota,100,"      Forestry, fishing, and related activities",145377,151703,165333,171789
27000,Minnesota,101,        Forestry and logging,29829,32136,31334,30850
27000,Minnesota,102,"        Fishing, hunting and trapping",2030,1930,2495,2351
27000,Minnesota,103,        Support activities for agriculture and forestry,113518,117637,131504,138588
27000,Minnesota,200,"      Mining, quarrying, and oil and gas extraction",383863,472894,513518,523433
27000,Minnesota,201,        Oil and gas extraction,(D),(D),(D),(D)
27000,Minnesota,202,        Mining (except oil and gas),367604,438540,483543,498726
27000,Minnesota,203,        Support activities for mining,(D),(D),(D),(D)
27000,Minnesota,300,      Utilities,1095662,1157312,1178837,1265359
27000,Minnesota,400,      Construction,4685112,5034679,5422667,5922555
27000,Minnesota,401,        Construction of buildings,1077009,1150679,1221293,1333063
27000,Minnesota,402,        Heavy and civil engineering construction,867843,904337,994718,1086673
27000,Minnesota,403,        Specialty trade contractors,2740260,2979663,3206656,3502819
27000,Minnesota,500,      Manufacturing,16465287,17328162,17964224,18316124
27000,Minnesota,510,        Durable goods manufacturing,11136185,11756187,12270228,12538318
27000,Minnesota,511,          Wood product manufacturing,459390,472133,477102,486758
27000,Minnesota,512,          Nonmetallic mineral product manufacturing,391814,408035,442128,466597
27000,Minnesota,513,          Primary metal manufacturing,280434,317494,337105,337368
27000,Minnesota,514,          Fabricated metal product manufacturing,1925493,2057687,2207478,2244991
27000,Minnesota,515,          Machinery manufacturing,1683702,1804360,1963812,2006564
27000,Minnesota,516,          Computer and electronic product manufacturing,3665348,3812683,3942349,4026184
27000,Minnesota,517,"          Electrical equipment, appliance, and component manufacturing",432680,491029,514824,514671
27000,Minnesota,518,"          Motor vehicles, bodies and trailers, and parts manufacturing",230690,(D),(D),(D)
27000,Minnesota,519,          Other transportation equipment manufacturing,236981,(D),(D),(D)
27000,Minnesota,521,          Furniture and related product manufacturing,346613,367640,425225,433580
27000,Minnesota,522,          Miscellaneous manufacturing,1483040,1472954,1436943,1473186
27000,Minnesota,530,        Nondurable goods manufacturing,5329102,5571975,5693996,5777806
27000,Minnesota,531,          Food manufacturing,1787630,1838504,1876960,1980103
27000,Minnesota,532,          Beverage and tobacco product manufacturing,111751,124440,123360,120991
27000,Minnesota,533,          Textile mills,11101,11951,12081,14268
27000,Minnesota,534,          Textile product mills,64757,69515,74911,78551
27000,Minnesota,535,          Apparel manufacturing,20616,20325,22614,20821
27000,Minnesota,536,          Leather and allied product manufacturing,47738,50565,48542,48145
27000,Minnesota,537,          Paper manufacturing,666527,679203,671003,643982
27000,Minnesota,538,          Printing and related support activities,1106994,1149387,1157173,1200545
27000,Minnesota,539,          Petroleum and coal products manufacturing,183885,190642,215038,227847
27000,Minnesota,541,          Chemical manufacturing,717213,776319,762340,706676
27000,Minnesota,542,          Plastics and rubber products manufacturing,610890,661124,729974,735877
27000,Minnesota,600,      Wholesale trade,8620764,9069474,9601382,9955440
27000,Minnesota,700,      Retail trade,6837422,7021780,7233546,7491067
27000,Minnesota,701,        Motor vehicle and parts dealers,1132903,1219008,1278672,1334308
27000,Minnesota,702,        Furniture and home furnishings stores,235479,244371,253850,268358
27000,Minnesota,703,        Electronics and appliance stores,278700,298783,297887,306636
27000,Minnesota,704,        Building material and garden equipment and supplies dealers,682676,705203,726482,765161
27000,Minnesota,705,        Food and beverage stores,1009310,1009112,1039681,1058508
27000,Minnesota,706,        Health and personal care stores,526848,546568,556982,578427
27000,Minnesota,707,        Gasoline stations,382589,398405,408806,404440
27000,Minnesota,708,        Clothing and clothing accessories stores,360394,361462,375672,384332
27000,Minnesota,709,"        Sporting goods, hobby, musical instrument, and book stores",208848,203432,212827,219559
27000,Minnesota,711,        General merchandise stores,1254539,1264165,1281950,1293198
27000,Minnesota,712,        Miscellaneous store retailers,322903,327109,355766,372478
27000,Minnesota,713,        Nonstore retailers,442233,444162,444971,505662
27000,Minnesota,800,      Transportation and warehousing,3432740,3677901,3842806,3919077
27000,Minnesota,801,        Air transportation,865050,892898,861437,921613
27000,Minnesota,802,        Rail transportation,319701,(D),394927,384696
27000,Minnesota,803,        Water transportation,20757,24681,26091,25546
27000,Minnesota,804,        Truck transportation,967989,1035056,1088255,1107187
27000,Minnesota,805,        Transit and ground passenger transportation,291705,304742,316693,333071
27000,Minnesota,806,        Pipeline transportation,32952,34713,38551,51397
27000,Minnesota,807,        Scenic and sightseeing transportation,2659,2131,2259,2631
27000,Minnesota,808,        Support activities for transportation,273495,299528,342979,343840
27000,Minnesota,809,        Couriers and messengers,378823,(D),390854,413178
27000,Minnesota,811,        Warehousing and storage,279609,332779,380760,335918
27000,Minnesota,900,      Information,3367908,3557890,3496853,3562383
27000,Minnesota,901,        Publishing industries (except Internet),1487764,1565455,1492589,1531619
27000,Minnesota,902,        Motion picture and sound recording industries,77091,80221,82494,83728
27000,Minnesota,903,        Broadcasting (except Internet),265849,276113,284158,283525
27000,Minnesota,904,        Internet publishing and broadcasting 2/,(NA),(NA),(NA),(NA)
27000,Minnesota,905,        Telecommunications,868338,890753,926479,933781
27000,Minnesota,906,"        Data processing, hosting, and related services",569668,627670,557603,585567
27000,Minnesota,907,        Other information services 2/,99198,117678,153530,144163
27000,Minnesota,1000,      Finance and insurance,10739463,11592657,12687126,12784081
27000,Minnesota,1001,        Monetary Authorities-central bank,(D),(D),(D),(D)
27000,Minnesota,1002,        Credit intermediation and related activities,3215396,3430414,3642388,3879316
27000,Minnesota,1003,"        Securities, commodity contracts, and other financial investments and related activities",2284720,2479416,2576031,2680314
27000,Minnesota,1004,        Insurance carriers and related activities,5150701,5599189,6379383,6128546
27000,Minnesota,1005,"        Funds, trusts, and other financial vehicles",(D),(D),(D),(D)
27000,Minnesota,1100,      Real estate and rental and leasing,1647182,1714334,2063102,2173704
27000,Minnesota,1101,        Real estate,1290412,1354706,1682381,1773879
27000,Minnesota,1102,        Rental and leasing services,270424,285144,306379,313568
27000,Minnesota,1103,        Lessors of nonfinancial intangible assets (except copyrighted works),86346,74484,74342,86257
27000,Minnesota,1200,"      Professional, scientific, and technical services",9271056,9818031,10391861,11088199
27000,Minnesota,1300,      Management of companies and enterprises,7804182,7966992,8389439,8691176
27000,Minnesota,1400,      Administrative and support and waste management and remediation services,3823789,4120234,4293627,4319751
27000,Minnesota,1401,        Administrative and support services,3550957,3831346,3993369,4016372
27000,Minnesota,1402,        Waste management and remediation services,272832,288888,300258,303379
27000,Minnesota,1500,      Educational services,2002274,2068236,2122501,2150577
27000,Minnesota,1600,      Health care and social assistance,17057344,17313229,18244921,18924971
27000,Minnesota,1601,        Ambulatory health care services,8273365,8193734,8698516,8930928
27000,Minnesota,1602,        Hospitals,4877980,5202346,5488534,5692388
27000,Minnesota,1603,        Nursing and residential care facilities,2292865,2323092,2405900,2506737
27000,Minnesota,1604,        Social assistance,1613134,1594057,1651971,1794918
27000,Minnesota,1700,"      Arts, entertainment, and recreation",1192653,1205703,1232589,1285577
27000,Minnesota,1701,"        Performing arts, spectator sports, and related industries",640494,630151,606164,634703
27000,Minnesota,1702,"        Museums, historical sites, and similar institutions",77747,80117,82588,84911
27000,Minnesota,1703,"        Amusement, gambling, and recreation industries",474412,495435,543837,565963
27000,Minnesota,1800,      Accommodation and food services,3173017,3363614,3553393,3705969
27000,Minnesota,1801,        Accommodation,568446,595230,606393,641143
27000,Minnesota,1802,        Food services and drinking places,2604571,2768384,2947000,3064826
27000,Minnesota,1900,      Other services (except government and government enterprises),3618860,3740736,3857040,4002941
27000,Minnesota,1901,        Repair and maintenance,712148,787301,807748,862308
27000,Minnesota,1902,        Personal and laundry services,727451,756249,792148,830912
27000,Minnesota,1903,"        Religious, grantmaking, civic, professional, and similar organizations",2033424,2040638,2114116,2156714
27000,Minnesota,1904,        Private households,145837,156548,143028,153007
27000,Minnesota,2000,    Government and government enterprises,18267046,18192596,18397142,18809469
27000,Minnesota,2001,      Federal civilian,2147612,2151958,2118017,2081461
27000,Minnesota,2002,      Military,586123,538784,512536,495114
27000,Minnesota,2010,      State and local,15533311,15501854,15766589,16232894
27000,Minnesota,2011,        State government,4335391,4275611,4352794,4597678
27000,Minnesota,2012,        Local government,11197920,11226243,11413795,11635216
28000,Mississippi,50,Wages and salaries by place of work (thousands of dollars),41143887,41911700,43385162,44177189
28000,Mississippi,81,  Farm wages and salaries,179716,153763,237453,173365
28000,Mississippi,82,  Nonfarm wages and salaries,40964171,41757937,43147709,44003824
28000,Mississippi,90,    Private nonfarm wages and salaries,30382235,31228381,32545202,33383350
28000,Mississippi,100,"      Forestry, fishing, and related activities",233523,234286,242001,254923
28000,Mississippi,101,        Forestry and logging,115170,110639,113500,117226
28000,Mississippi,102,"        Fishing, hunting and trapping",1982,1785,1802,2052
28000,Mississippi,103,        Support activities for agriculture and forestry,116371,121862,126699,135645
28000,Mississippi,200,"      Mining, quarrying, and oil and gas extraction",374795,427998,474030,467860
28000,Mississippi,201,        Oil and gas extraction,93156,103353,117505,109838
28000,Mississippi,202,        Mining (except oil and gas),36734,37232,39542,47414
28000,Mississippi,203,        Support activities for mining,244905,287413,316983,310608
28000,Mississippi,300,      Utilities,521027,527879,549599,565040
28000,Mississippi,400,      Construction,2123253,2129362,2222517,2455260
28000,Mississippi,401,        Construction of buildings,536061,525191,640371,685907
28000,Mississippi,402,        Heavy and civil engineering construction,574501,563848,586538,618213
28000,Mississippi,403,        Specialty trade contractors,1012691,1040323,995608,1151140
28000,Mississippi,500,      Manufacturing,5751547,5917322,6175823,6280097
28000,Mississippi,510,        Durable goods manufacturing,3830511,3987325,4215052,4286529
28000,Mississippi,511,          Wood product manufacturing,341298,(D),348156,354344
28000,Mississippi,512,          Nonmetallic mineral product manufacturing,130158,131421,128309,129391
28000,Mississippi,513,          Primary metal manufacturing,160753,175405,191723,193216
28000,Mississippi,514,          Fabricated metal product manufacturing,363227,384529,442674,448313
28000,Mississippi,515,          Machinery manufacturing,452170,491084,534978,549518
28000,Mississippi,516,          Computer and electronic product manufacturing,105558,109537,120274,107624
28000,Mississippi,517,"          Electrical equipment, appliance, and component manufacturing",258138,296742,324622,305328
28000,Mississippi,518,"          Motor vehicles, bodies and trailers, and parts manufacturing",(D),(D),(D),(D)
28000,Mississippi,519,          Other transportation equipment manufacturing,(D),885832,(D),(D)
28000,Mississippi,521,          Furniture and related product manufacturing,568669,577499,583438,587404
28000,Mississippi,522,          Miscellaneous manufacturing,106166,97662,101415,94539
28000,Mississippi,530,        Nondurable goods manufacturing,1921036,1929997,1960771,1993568
28000,Mississippi,531,          Food manufacturing,654024,649755,648317,657451
28000,Mississippi,532,          Beverage and tobacco product manufacturing,(D),(D),(D),(D)
28000,Mississippi,533,          Textile mills,57531,54461,51048,55943
28000,Mississippi,534,          Textile product mills,25923,31243,32299,32386
28000,Mississippi,535,          Apparel manufacturing,43051,41696,42923,39361
28000,Mississippi,536,          Leather and allied product manufacturing,(D),(D),(D),(D)
28000,Mississippi,537,          Paper manufacturing,236292,236161,241471,234459
28000,Mississippi,538,          Printing and related support activities,72958,58417,54553,53641
28000,Mississippi,539,          Petroleum and coal products manufacturing,220765,232474,238017,254918
28000,Mississippi,541,          Chemical manufacturing,337904,352912,370876,374752
28000,Mississippi,542,          Plastics and rubber products manufacturing,250219,249757,260989,270445
28000,Mississippi,600,      Wholesale trade,1681419,1735625,1788406,1818821
28000,Mississippi,700,      Retail trade,3158861,3220393,3320129,3365927
28000,Mississippi,701,        Motor vehicle and parts dealers,553733,590974,626817,670002
28000,Mississippi,702,        Furniture and home furnishings stores,92050,91856,92453,92381
28000,Mississippi,703,        Electronics and appliance stores,91944,94373,94307,89629
28000,Mississippi,704,        Building material and garden equipment and supplies dealers,334166,337231,356020,358524
28000,Mississippi,705,        Food and beverage stores,363319,365098,371894,366264
28000,Mississippi,706,        Health and personal care stores,299201,305470,322196,330755
28000,Mississippi,707,        Gasoline stations,246523,244345,247683,251375
28000,Mississippi,708,        Clothing and clothing accessories stores,157359,156792,162766,164682
28000,Mississippi,709,"        Sporting goods, hobby, musical instrument, and book stores",73734,74848,77538,77098
28000,Mississippi,711,        General merchandise stores,740656,756315,765014,761274
28000,Mississippi,712,        Miscellaneous store retailers,138468,137517,139954,141265
28000,Mississippi,713,        Nonstore retailers,67708,65574,63487,62678
28000,Mississippi,800,      Transportation and warehousing,1604869,1673063,1757147,1788125
28000,Mississippi,801,        Air transportation,12097,12198,11642,10003
28000,Mississippi,802,        Rail transportation,(D),(D),145054,120767
28000,Mississippi,803,        Water transportation,58036,63781,67276,72301
28000,Mississippi,804,        Truck transportation,677083,695080,721954,749569
28000,Mississippi,805,        Transit and ground passenger transportation,32875,36395,38744,39988
28000,Mississippi,806,        Pipeline transportation,71240,79847,82899,78002
28000,Mississippi,807,        Scenic and sightseeing transportation,2156,1037,876,930
28000,Mississippi,808,        Support activities for transportation,190618,196152,207435,207243
28000,Mississippi,809,        Couriers and messengers,(D),(D),143005,150900
28000,Mississippi,811,        Warehousing and storage,316194,321887,338262,358422
28000,Mississippi,900,      Information,519110,524609,564712,594274
28000,Mississippi,901,        Publishing industries (except Internet),93536,92310,92442,88895
28000,Mississippi,902,        Motion picture and sound recording industries,13331,11554,12550,14732
28000,Mississippi,903,        Broadcasting (except Internet),60376,63171,73309,77592
28000,Mississippi,904,        Internet publishing and broadcasting 2/,(NA),(NA),(NA),(NA)
28000,Mississippi,905,        Telecommunications,328276,327387,331706,353218
28000,Mississippi,906,"        Data processing, hosting, and related services",20557,26380,50943,54698
28000,Mississippi,907,        Other information services 2/,3034,3807,3762,5139
28000,Mississippi,1000,      Finance and insurance,1659104,1709718,1792833,1832658
28000,Mississippi,1001,        Monetary Authorities-central bank,(D),(D),(D),362
28000,Mississippi,1002,        Credit intermediation and related activities,900281,926827,968381,988587
28000,Mississippi,1003,"        Securities, commodity contracts, and other financial investments and related activities",124522,119036,132220,137718
28000,Mississippi,1004,        Insurance carriers and related activities,629058,656640,684886,698098
28000,Mississippi,1005,"        Funds, trusts, and other financial vehicles",(D),(D),(D),7893
28000,Mississippi,1100,      Real estate and rental and leasing,358450,370153,391122,393113
28000,Mississippi,1101,        Real estate,211982,216553,230377,229366
28000,Mississippi,1102,        Rental and leasing services,144336,150709,158180,161523
28000,Mississippi,1103,        Lessors of nonfinancial intangible assets (except copyrighted works),2132,2891,2565,2224
28000,Mississippi,1200,"      Professional, scientific, and technical services",1663073,1692561,1724944,1721653
28000,Mississippi,1300,      Management of companies and enterprises,713858,790498,832481,865418
28000,Mississippi,1400,      Administrative and support and waste management and remediation services,1318836,1344043,1467237,1600439
28000,Mississippi,1401,        Administrative and support services,1188819,1229695,1350120,1481008
28000,Mississippi,1402,        Waste management and remediation services,130017,114348,117117,119431
28000,Mississippi,1500,      Educational services,490413,517236,551245,567487
28000,Mississippi,1600,      Health care and social assistance,4690542,4842992,5001499,5024010
28000,Mississippi,1601,        Ambulatory health care services,2362885,2466311,2579797,2572322
28000,Mississippi,1602,        Hospitals,1305722,1331275,1367105,1375900
28000,Mississippi,1603,        Nursing and residential care facilities,605586,629933,624300,628422
28000,Mississippi,1604,        Social assistance,416349,415473,430297,447366
28000,Mississippi,1700,"      Arts, entertainment, and recreation",298608,263693,269127,276588
28000,Mississippi,1701,"        Performing arts, spectator sports, and related industries",20034,28018,22265,22482
28000,Mississippi,1702,"        Museums, historical sites, and similar institutions",6068,7562,7409,8119
28000,Mississippi,1703,"        Amusement, gambling, and recreation industries",272506,228113,239453,245987
28000,Mississippi,1800,      Accommodation and food services,1926998,2005646,2067321,2124092
28000,Mississippi,1801,        Accommodation,831825,854570,832748,838116
28000,Mississippi,1802,        Food services and drinking places,1095173,1151076,1234573,1285976
28000,Mississippi,1900,      Other services (except government and government enterprises),1293949,1301304,1353029,1387565
28000,Mississippi,1901,        Repair and maintenance,316078,319085,344201,366941
28000,Mississippi,1902,        Personal and laundry services,182289,184278,192725,196196
28000,Mississippi,1903,"        Religious, grantmaking, civic, professional, and similar organizations",716167,712969,745079,749278
28000,Mississippi,1904,        Private households,79415,84972,71024,75150
28000,Mississippi,2000,    Government and government enterprises,10581936,10529556,10602507,10620474
28000,Mississippi,2001,      Federal civilian,1636361,1651255,1636967,1606038
28000,Mississippi,2002,      Military,1222523,1173209,1141685,1096662
28000,Mississippi,2010,      State and local,7723052,7705092,7823855,7917774
28000,Mississippi,2011,        State government,2545964,2560322,2613240,2666238
28000,Mississippi,2012,        Local government,5177088,5144770,5210615,5251536
29000,Missouri,50,Wages and salaries by place of work (thousands of dollars),113886441,116481438,121318793,123769887
29000,Missouri,81,  Farm wages and salaries,249826,254955,388907,264414
29000,Missouri,82,  Nonfarm wages and salaries,113636615,116226483,120929886,123505473
29000,Missouri,90,    Private nonfarm wages and salaries,94034562,96811721,101547311,103907471
29000,Missouri,100,"      Forestry, fishing, and related activities",133985,130254,139123,144473
29000,Missouri,101,        Forestry and logging,4488,5679,5060,4420
29000,Missouri,102,"        Fishing, hunting and trapping",186,233,394,449
29000,Missouri,103,        Support activities for agriculture and forestry,129311,124342,133669,139604
29000,Missouri,200,"      Mining, quarrying, and oil and gas extraction",244429,280154,279331,269202
29000,Missouri,201,        Oil and gas extraction,1801,1843,1476,1650
29000,Missouri,202,        Mining (except oil and gas),228740,260502,257414,247729
29000,Missouri,203,        Support activities for mining,13888,17809,20441,19823
29000,Missouri,300,      Utilities,1000961,1020982,1014429,1040119
29000,Missouri,400,      Construction,5395318,5261894,5510939,5723687
29000,Missouri,401,        Construction of buildings,1244937,1151790,1203289,1234628
29000,Missouri,402,        Heavy and civil engineering construction,853863,853538,890894,939051
29000,Missouri,403,        Specialty trade contractors,3296518,3256566,3416756,3550008
29000,Missouri,500,      Manufacturing,12426856,12844870,13441984,13825017
29000,Missouri,510,        Durable goods manufacturing,7373298,7787533,7998460,8476330
29000,Missouri,511,          Wood product manufacturing,222569,225061,240590,235395
29000,Missouri,512,          Nonmetallic mineral product manufacturing,355198,361620,370712,328643
29000,Missouri,513,          Primary metal manufacturing,319941,386830,413022,402040
29000,Missouri,514,          Fabricated metal product manufacturing,1412958,1468625,1535330,1586564
29000,Missouri,515,          Machinery manufacturing,1199483,1273327,1318998,1287518
29000,Missouri,516,          Computer and electronic product manufacturing,310769,315472,374364,417074
29000,Missouri,517,"          Electrical equipment, appliance, and component manufacturing",490069,555596,575210,579098
29000,Missouri,518,"          Motor vehicles, bodies and trailers, and parts manufacturing",(D),(D),(D),(D)
29000,Missouri,519,          Other transportation equipment manufacturing,(D),(D),(D),(D)
29000,Missouri,521,          Furniture and related product manufacturing,308552,226620,233888,246252
29000,Missouri,522,          Miscellaneous manufacturing,372633,375800,344541,350328
29000,Missouri,530,        Nondurable goods manufacturing,5053558,5057337,5443524,5348687
29000,Missouri,531,          Food manufacturing,1708810,1649768,1879693,1740626
29000,Missouri,532,          Beverage and tobacco product manufacturing,329149,352794,385772,394356
29000,Missouri,533,          Textile mills,26266,23595,19751,20018
29000,Missouri,534,          Textile product mills,66616,67829,62208,55623
29000,Missouri,535,          Apparel manufacturing,60207,55486,58495,59213
29000,Missouri,536,          Leather and allied product manufacturing,30962,35376,39638,41288
29000,Missouri,537,          Paper manufacturing,398607,398069,382029,376759
29000,Missouri,538,          Printing and related support activities,555312,548891,556330,572180
29000,Missouri,539,          Petroleum and coal products manufacturing,76683,79132,80748,83325
29000,Missouri,541,          Chemical manufacturing,1135067,1183885,1297474,1303650
29000,Missouri,542,          Plastics and rubber products manufacturing,665879,662512,681386,701649
29000,Missouri,600,      Wholesale trade,6888814,7036862,7333974,7400206
29000,Missouri,700,      Retail trade,7648889,7754561,8000820,8032129
29000,Missouri,701,        Motor vehicle and parts dealers,1426081,1493462,1570862,1615940
29000,Missouri,702,        Furniture and home furnishings stores,211166,228414,238279,244875
29000,Missouri,703,        Electronics and appliance stores,277266,272733,250717,250249
29000,Missouri,704,        Building material and garden equipment and supplies dealers,751622,753880,761252,777475
29000,Missouri,705,        Food and beverage stores,1028778,1040630,1070091,1093616
29000,Missouri,706,        Health and personal care stores,649969,663454,676820,676888
29000,Missouri,707,        Gasoline stations,469858,470241,494257,502106
29000,Missouri,708,        Clothing and clothing accessories stores,375747,374428,380087,387488
29000,Missouri,709,"        Sporting goods, hobby, musical instrument, and book stores",222071,212577,220431,226979
29000,Missouri,711,        General merchandise stores,1491172,1508127,1539742,1454750
29000,Missouri,712,        Miscellaneous store retailers,353482,341653,354978,356999
29000,Missouri,713,        Nonstore retailers,391677,394962,443304,444764
29000,Missouri,800,      Transportation and warehousing,3733196,3837464,4037762,4294864
29000,Missouri,801,        Air transportation,279542,248796,263804,302716
29000,Missouri,802,        Rail transportation,(D),(D),556768,589184
29000,Missouri,803,        Water transportation,43074,32758,33075,34961
29000,Missouri,804,        Truck transportation,1517299,1556297,1651345,1693873
29000,Missouri,805,        Transit and ground passenger transportation,184697,195801,203460,203335
29000,Missouri,806,        Pipeline transportation,25532,26758,26237,28450
29000,Missouri,807,        Scenic and sightseeing transportation,7798,8415,7249,6166
29000,Missouri,808,        Support activities for transportation,368069,398497,422162,458442
29000,Missouri,809,        Couriers and messengers,(D),(D),361151,418179
29000,Missouri,811,        Warehousing and storage,506532,516649,512511,559558
29000,Missouri,900,      Information,3665366,3660102,3832386,3708552
29000,Missouri,901,        Publishing industries (except Internet),692545,678371,666169,617068
29000,Missouri,902,        Motion picture and sound recording industries,64684,62796,66317,69860
29000,Missouri,903,        Broadcasting (except Internet),315106,298889,307252,325343
29000,Missouri,904,        Internet publishing and broadcasting 2/,(NA),(NA),(NA),(NA)
29000,Missouri,905,        Telecommunications,1448135,1409691,1528179,1450899
29000,Missouri,906,"        Data processing, hosting, and related services",1097101,1161292,1211244,1189012
29000,Missouri,907,        Other information services 2/,47795,49063,53225,56370
29000,Missouri,1000,      Finance and insurance,7676029,8121843,8897741,8869361
29000,Missouri,1001,        Monetary Authorities-central bank,(D),(D),(D),(D)
29000,Missouri,1002,        Credit intermediation and related activities,2829200,2946785,3277623,3274257
29000,Missouri,1003,"        Securities, commodity contracts, and other financial investments and related activities",1702519,1858135,1869919,1918226
29000,Missouri,1004,        Insurance carriers and related activities,2985242,3152863,3591157,3496922
29000,Missouri,1005,"        Funds, trusts, and other financial vehicles",(D),(D),(D),(D)
29000,Missouri,1100,      Real estate and rental and leasing,1311287,1307535,1376717,1371417
29000,Missouri,1101,        Real estate,890727,883928,945052,951520
29000,Missouri,1102,        Rental and leasing services,397666,399852,408022,398435
29000,Missouri,1103,        Lessors of nonfinancial intangible assets (except copyrighted works),22894,23755,23643,21462
29000,Missouri,1200,"      Professional, scientific, and technical services",8321729,8587944,9371665,9498933
29000,Missouri,1300,      Management of companies and enterprises,5504995,5768633,5820834,6203613
29000,Missouri,1400,      Administrative and support and waste management and remediation services,4414208,4683846,4766882,4993045
29000,Missouri,1401,        Administrative and support services,4140820,4413108,4491042,4721590
