SAINC7N Wages and Salaries by NAICS Industry 1/,,,,,,,
(Thousands of dollars) ,,,,,,,
Bureau of Economic Analysis ,,,,,,,
State or DC,,,,,,,
GeoFips,GeoName,LineCode,Description,2010,2011,2012,2013
10000,Delaware,1701,"        Performing arts, spectator sports, and related industries",27055,34368,28224,24277
10000,Delaware,1702,"        Museums, historical sites, and similar institutions",23479,23029,23658,24968
10000,Delaware,1703,"        Amusement, gambling, and recreation industries",200501,222311,216113,220481
10000,Delaware,1800,      Accommodation and food services,630569,637228,661115,687224
10000,Delaware,1801,        Accommodation,64055,76470,76718,76506
10000,Delaware,1802,        Food services and drinking places,566514,560758,584397,610718
10000,Delaware,1900,      Other services (except government and government enterprises),570519,573062,587488,588948
10000,Delaware,1901,        Repair and maintenance,137311,135453,135453,142189
10000,Delaware,1902,        Personal and laundry services,116608,119710,124896,128601
10000,Delaware,1903,"        Religious, grantmaking, civic, professional, and similar organizations",292702,292192,299648,288700
10000,Delaware,1904,        Private households,23898,25707,27491,29458
10000,Delaware,2000,    Government and government enterprises,3347023,3410272,3522520,3576229
10000,Delaware,2001,      Federal civilian,369854,373226,378331,365467
10000,Delaware,2002,      Military,324318,319610,323931,326799
10000,Delaware,2010,      State and local,2652851,2717436,2820258,2883963
10000,Delaware,2011,        State government,1465823,1503465,1560440,1591307
10000,Delaware,2012,        Local government,1187028,1213971,1259818,1292656
11000,District of Columbia,50,Wages and salaries by place of work (thousands of dollars),57869208,59787184,61162084,62193842
11000,District of Columbia,81,  Farm wages and salaries,0,0,0,0
11000,District of Columbia,82,  Nonfarm wages and salaries,57869208,59787184,61162084,62193842
11000,District of Columbia,90,    Private nonfarm wages and salaries,33896306,35578350,37259782,38493231
11000,District of Columbia,100,"      Forestry, fishing, and related activities",0,0,0,0
11000,District of Columbia,101,        Forestry and logging,0,0,0,0
11000,District of Columbia,102,"        Fishing, hunting and trapping",0,0,0,0
11000,District of Columbia,103,        Support activities for agriculture and forestry,0,0,0,0
11000,District of Columbia,200,"      Mining, quarrying, and oil and gas extraction",0,0,0,0
11000,District of Columbia,201,        Oil and gas extraction,0,0,0,0
11000,District of Columbia,202,        Mining (except oil and gas),0,0,0,0
11000,District of Columbia,203,        Support activities for mining,0,0,0,0
11000,District of Columbia,300,      Utilities,156255,167050,169528,185945
11000,District of Columbia,400,      Construction,675768,791256,891756,909152
11000,District of Columbia,401,        Construction of buildings,265100,283125,312488,309684
11000,District of Columbia,402,        Heavy and civil engineering construction,148210,168042,181752,182448
11000,District of Columbia,403,        Specialty trade contractors,262458,340089,397516,417020
11000,District of Columbia,500,      Manufacturing,107493,109171,104715,110823
11000,District of Columbia,510,        Durable goods manufacturing,37108,35328,35174,36946
11000,District of Columbia,511,          Wood product manufacturing,(D),(D),(D),(D)
11000,District of Columbia,512,          Nonmetallic mineral product manufacturing,3341,3907,4454,4887
11000,District of Columbia,513,          Primary metal manufacturing,(D),(D),(D),(D)
11000,District of Columbia,514,          Fabricated metal product manufacturing,7217,5870,6676,5393
11000,District of Columbia,515,          Machinery manufacturing,349,431,(D),(D)
11000,District of Columbia,516,          Computer and electronic product manufacturing,14737,11048,9375,8854
11000,District of Columbia,517,"          Electrical equipment, appliance, and component manufacturing",(D),(D),(D),(D)
11000,District of Columbia,518,"          Motor vehicles, bodies and trailers, and parts manufacturing",0,0,0,0
11000,District of Columbia,519,          Other transportation equipment manufacturing,0,0,0,0
11000,District of Columbia,521,          Furniture and related product manufacturing,(D),(D),(D),(D)
11000,District of Columbia,522,          Miscellaneous manufacturing,(D),(D),2933,(D)
11000,District of Columbia,530,        Nondurable goods manufacturing,70385,73843,69541,73877
11000,District of Columbia,531,          Food manufacturing,5311,1817,2300,2070
11000,District of Columbia,532,          Beverage and tobacco product manufacturing,(D),(D),(D),(D)
11000,District of Columbia,533,          Textile mills,691,(D),(D),421
11000,District of Columbia,534,          Textile product mills,529,474,576,496
11000,District of Columbia,535,          Apparel manufacturing,622,734,815,890
11000,District of Columbia,536,          Leather and allied product manufacturing,0,0,0,0
11000,District of Columbia,537,          Paper manufacturing,(D),(D),(D),(D)
11000,District of Columbia,538,          Printing and related support activities,24841,(D),18669,19464
11000,District of Columbia,539,          Petroleum and coal products manufacturing,(D),(D),0,0
11000,District of Columbia,541,          Chemical manufacturing,29562,39903,42575,46748
11000,District of Columbia,542,          Plastics and rubber products manufacturing,(D),(D),(D),(D)
11000,District of Columbia,600,      Wholesale trade,484033,499964,567315,567270
11000,District of Columbia,700,      Retail trade,575949,608052,657194,672342
11000,District of Columbia,701,        Motor vehicle and parts dealers,8220,7965,8791,8315
11000,District of Columbia,702,        Furniture and home furnishings stores,21372,24496,25738,23974
11000,District of Columbia,703,        Electronics and appliance stores,20152,21084,16574,17789
11000,District of Columbia,704,        Building material and garden equipment and supplies dealers,27871,40655,51690,71332
11000,District of Columbia,705,        Food and beverage stores,168284,169359,175371,181735
11000,District of Columbia,706,        Health and personal care stores,88556,86917,94566,99381
11000,District of Columbia,707,        Gasoline stations,10412,10706,14340,15481
11000,District of Columbia,708,        Clothing and clothing accessories stores,79368,81867,82030,79705
11000,District of Columbia,709,"        Sporting goods, hobby, musical instrument, and book stores",25830,23384,22866,21718
11000,District of Columbia,711,        General merchandise stores,29778,33623,34529,56654
11000,District of Columbia,712,        Miscellaneous store retailers,38027,38718,43520,48237
11000,District of Columbia,713,        Nonstore retailers,58079,69278,87179,48021
11000,District of Columbia,800,      Transportation and warehousing,275901,295753,307431,278535
11000,District of Columbia,801,        Air transportation,9550,11522,12748,14053
11000,District of Columbia,802,        Rail transportation,163846,176550,184441,148912
11000,District of Columbia,803,        Water transportation,(D),(D),(D),(D)
11000,District of Columbia,804,        Truck transportation,9665,9069,7713,8088
11000,District of Columbia,805,        Transit and ground passenger transportation,35240,40815,43217,41785
11000,District of Columbia,806,        Pipeline transportation,(D),(D),(D),(D)
11000,District of Columbia,807,        Scenic and sightseeing transportation,10171,9044,5243,7805
11000,District of Columbia,808,        Support activities for transportation,4348,5014,6501,13328
11000,District of Columbia,809,        Couriers and messengers,(D),(D),(D),(D)
11000,District of Columbia,811,        Warehousing and storage,(D),(D),582,(D)
11000,District of Columbia,900,      Information,1931240,1999250,1962678,2088478
11000,District of Columbia,901,        Publishing industries (except Internet),567183,613964,629958,619753
11000,District of Columbia,902,        Motion picture and sound recording industries,78710,79744,85115,76761
11000,District of Columbia,903,        Broadcasting (except Internet),501370,514413,537435,562001
11000,District of Columbia,904,        Internet publishing and broadcasting 2/,(NA),(NA),(NA),(NA)
11000,District of Columbia,905,        Telecommunications,417825,398967,294116,380787
11000,District of Columbia,906,"        Data processing, hosting, and related services",77445,70541,43532,44798
11000,District of Columbia,907,        Other information services 2/,288707,321621,372522,404378
11000,District of Columbia,1000,      Finance and insurance,1923965,2054548,2134356,2204109
11000,District of Columbia,1001,        Monetary Authorities-central bank,(D),(D),0,(D)
11000,District of Columbia,1002,        Credit intermediation and related activities,814672,820322,844209,877758
11000,District of Columbia,1003,"        Securities, commodity contracts, and other financial investments and related activities",732499,788492,800659,813118
11000,District of Columbia,1004,        Insurance carriers and related activities,375608,445659,489087,511502
11000,District of Columbia,1005,"        Funds, trusts, and other financial vehicles",(D),(D),401,(D)
11000,District of Columbia,1100,      Real estate and rental and leasing,717751,783248,856684,884864
11000,District of Columbia,1101,        Real estate,681199,750229,819646,848044
11000,District of Columbia,1102,        Rental and leasing services,(D),(D),(D),(D)
11000,District of Columbia,1103,        Lessors of nonfinancial intangible assets (except copyrighted works),(D),(D),(D),(D)
11000,District of Columbia,1200,"      Professional, scientific, and technical services",11934476,12432005,13168332,13325528
11000,District of Columbia,1300,      Management of companies and enterprises,440660,407404,473161,448088
11000,District of Columbia,1400,      Administrative and support and waste management and remediation services,1860547,2083393,2157215,2245230
11000,District of Columbia,1401,        Administrative and support services,1844281,2060737,2141112,2229517
11000,District of Columbia,1402,        Waste management and remediation services,16266,22656,16103,15713
11000,District of Columbia,1500,      Educational services,2222137,2308429,2374618,2643496
11000,District of Columbia,1600,      Health care and social assistance,3399079,3541921,3648772,3729898
11000,District of Columbia,1601,        Ambulatory health care services,903656,981840,1001005,912224
11000,District of Columbia,1602,        Hospitals,1701149,1758687,1828412,1956565
11000,District of Columbia,1603,        Nursing and residential care facilities,271165,267002,292589,291372
11000,District of Columbia,1604,        Social assistance,523109,534392,526766,569737
11000,District of Columbia,1700,"      Arts, entertainment, and recreation",454365,386282,357475,382487
11000,District of Columbia,1701,"        Performing arts, spectator sports, and related industries",352361,286047,251443,282259
11000,District of Columbia,1702,"        Museums, historical sites, and similar institutions",44097,43098,44269,41157
11000,District of Columbia,1703,"        Amusement, gambling, and recreation industries",57907,57137,61763,59071
11000,District of Columbia,1800,      Accommodation and food services,1694220,1804126,1906184,2053947
11000,District of Columbia,1801,        Accommodation,728488,749819,766188,788320
11000,District of Columbia,1802,        Food services and drinking places,965732,1054307,1139996,1265627
11000,District of Columbia,1900,      Other services (except government and government enterprises),5042467,5306498,5522368,5763039
11000,District of Columbia,1901,        Repair and maintenance,23886,24433,26511,24937
11000,District of Columbia,1902,        Personal and laundry services,239084,243323,255496,252514
11000,District of Columbia,1903,"        Religious, grantmaking, civic, professional, and similar organizations",4724360,4978463,5185323,5425705
11000,District of Columbia,1904,        Private households,55137,60279,55038,59883
11000,District of Columbia,2000,    Government and government enterprises,23972902,24208834,23902302,23700611
11000,District of Columbia,2001,      Federal civilian,20110070,20538631,20317925,20053387
11000,District of Columbia,2002,      Military,1322031,1223197,1000224,990291
11000,District of Columbia,2010,      State and local,2540801,2447006,2584153,2656933
11000,District of Columbia,2011,        State government,0,0,0,0
11000,District of Columbia,2012,        Local government,2540801,2447006,2584153,2656933
12000,Florida,50,Wages and salaries by place of work (thousands of dollars),322573479,332057251,346080504,358216215
12000,Florida,81,  Farm wages and salaries,1188460,1029401,1015974,1232458
12000,Florida,82,  Nonfarm wages and salaries,321385019,331027850,345064530,356983757
12000,Florida,90,    Private nonfarm wages and salaries,263829764,274071866,288731663,300180996
12000,Florida,100,"      Forestry, fishing, and related activities",986352,992461,1024517,1089462
12000,Florida,101,        Forestry and logging,121388,119052,119012,106742
12000,Florida,102,"        Fishing, hunting and trapping",17607,18604,18494,17828
12000,Florida,103,        Support activities for agriculture and forestry,847357,854805,887011,964892
12000,Florida,200,"      Mining, quarrying, and oil and gas extraction",216863,235891,268925,254293
12000,Florida,201,        Oil and gas extraction,8589,5649,7347,7869
12000,Florida,202,        Mining (except oil and gas),177921,196266,203108,214445
12000,Florida,203,        Support activities for mining,30353,33976,58470,31979
12000,Florida,300,      Utilities,1806799,1892262,1950452,1962973
12000,Florida,400,      Construction,15105772,14443130,15012566,16221469
12000,Florida,401,        Construction of buildings,3631546,3381379,3748546,4016797
12000,Florida,402,        Heavy and civil engineering construction,2585547,2330610,2331386,2473692
12000,Florida,403,        Specialty trade contractors,8888679,8731141,8932634,9730980
12000,Florida,500,      Manufacturing,16588462,16981742,17565883,18133464
12000,Florida,510,        Durable goods manufacturing,11525834,11831081,12275032,12769248
12000,Florida,511,          Wood product manufacturing,316740,320472,325603,395683
12000,Florida,512,          Nonmetallic mineral product manufacturing,731209,725056,763008,872183
12000,Florida,513,          Primary metal manufacturing,219795,219683,229918,235030
12000,Florida,514,          Fabricated metal product manufacturing,1278835,1333939,1401611,1538418
12000,Florida,515,          Machinery manufacturing,1322244,1405832,1481146,1438859
12000,Florida,516,          Computer and electronic product manufacturing,3244610,3319885,3397849,3334433
12000,Florida,517,"          Electrical equipment, appliance, and component manufacturing",451592,473799,498819,497102
12000,Florida,518,"          Motor vehicles, bodies and trailers, and parts manufacturing",268405,(D),(D),(D)
12000,Florida,519,          Other transportation equipment manufacturing,1872667,(D),(D),(D)
12000,Florida,521,          Furniture and related product manufacturing,344682,364337,382656,402004
12000,Florida,522,          Miscellaneous manufacturing,1475055,1455579,1519695,1624122
12000,Florida,530,        Nondurable goods manufacturing,5062628,5150661,5290851,5364216
12000,Florida,531,          Food manufacturing,1161494,1222421,1231985,1264318
12000,Florida,532,          Beverage and tobacco product manufacturing,531292,526799,555189,530853
12000,Florida,533,          Textile mills,43549,45902,51285,47958
12000,Florida,534,          Textile product mills,138738,150783,158892,141590
12000,Florida,535,          Apparel manufacturing,116504,115307,117040,120805
12000,Florida,536,          Leather and allied product manufacturing,34122,29498,35202,35891
12000,Florida,537,          Paper manufacturing,544881,553176,562372,580418
12000,Florida,538,          Printing and related support activities,707751,728939,719729,731711
12000,Florida,539,          Petroleum and coal products manufacturing,151678,148278,141503,143481
12000,Florida,541,          Chemical manufacturing,1146556,1132495,1183665,1223285
12000,Florida,542,          Plastics and rubber products manufacturing,486063,497063,533989,543906
12000,Florida,600,      Wholesale trade,19347863,20122449,21396858,22098767
12000,Florida,700,      Retail trade,26292159,27249180,28440642,29515044
12000,Florida,701,        Motor vehicle and parts dealers,4788823,5103112,5402393,5836889
12000,Florida,702,        Furniture and home furnishings stores,972265,997908,1041873,1117667
12000,Florida,703,        Electronics and appliance stores,1428849,1563363,1588360,1610842
12000,Florida,704,        Building material and garden equipment and supplies dealers,2092844,2102147,2187507,2333206
12000,Florida,705,        Food and beverage stores,4391034,4398861,4501063,4678950
12000,Florida,706,        Health and personal care stores,2621935,2718725,2810157,2822320
12000,Florida,707,        Gasoline stations,785029,781040,835827,853807
12000,Florida,708,        Clothing and clothing accessories stores,2106931,2127988,2295531,2379429
12000,Florida,709,"        Sporting goods, hobby, musical instrument, and book stores",699919,697493,713489,766956
12000,Florida,711,        General merchandise stores,4093905,4347840,4470642,4508997
12000,Florida,712,        Miscellaneous store retailers,1283737,1311746,1389228,1430802
12000,Florida,713,        Nonstore retailers,1026888,1098957,1204572,1175179
12000,Florida,800,      Transportation and warehousing,9609870,10251441,10854318,11511711
12000,Florida,801,        Air transportation,1824030,2055574,2179901,2389357
12000,Florida,802,        Rail transportation,444921,516934,591873,535707
12000,Florida,803,        Water transportation,839774,895178,925612,911075
12000,Florida,804,        Truck transportation,1685145,1823453,1928322,2050566
12000,Florida,805,        Transit and ground passenger transportation,492768,525183,571791,620061
12000,Florida,806,        Pipeline transportation,18801,18243,19005,20339
12000,Florida,807,        Scenic and sightseeing transportation,78954,81425,79778,84867
12000,Florida,808,        Support activities for transportation,1939289,2049514,2135744,2296646
12000,Florida,809,        Couriers and messengers,1219454,1210580,1261225,1322578
12000,Florida,811,        Warehousing and storage,1066734,1075357,1161067,1280515
12000,Florida,900,      Information,8603597,8959630,9239917,9498817
12000,Florida,901,        Publishing industries (except Internet),2093220,2158854,2129499,2244143
12000,Florida,902,        Motion picture and sound recording industries,387779,436770,488863,486526
12000,Florida,903,        Broadcasting (except Internet),1008061,1036250,1102574,1180304
12000,Florida,904,        Internet publishing and broadcasting 2/,(NA),(NA),(NA),(NA)
12000,Florida,905,        Telecommunications,3488598,3593951,3580971,3554358
12000,Florida,906,"        Data processing, hosting, and related services",1300782,1371939,1500310,1596644
12000,Florida,907,        Other information services 2/,325157,361866,437700,436842
12000,Florida,1000,      Finance and insurance,22471006,24114187,25755220,26809536
12000,Florida,1001,        Monetary Authorities-central bank,29071,(D),(D),(D)
12000,Florida,1002,        Credit intermediation and related activities,8828717,9430491,10147121,10565005
12000,Florida,1003,"        Securities, commodity contracts, and other financial investments and related activities",4918230,5314956,5643358,5867312
12000,Florida,1004,        Insurance carriers and related activities,8668455,9315184,9909786,10306114
12000,Florida,1005,"        Funds, trusts, and other financial vehicles",26533,(D),(D),(D)
12000,Florida,1100,      Real estate and rental and leasing,6246078,6502589,7102045,7510793
12000,Florida,1101,        Real estate,4661661,4841613,5308197,5767581
12000,Florida,1102,        Rental and leasing services,1440408,1526670,1624580,1581652
12000,Florida,1103,        Lessors of nonfinancial intangible assets (except copyrighted works),144009,134306,169268,161560
12000,Florida,1200,"      Professional, scientific, and technical services",28679438,30040414,31636548,32894157
12000,Florida,1300,      Management of companies and enterprises,7138003,7747041,8893418,9258578
12000,Florida,1400,      Administrative and support and waste management and remediation services,17974214,18150000,18934307,19501001
12000,Florida,1401,        Administrative and support services,17097760,17257317,18036858,18584170
12000,Florida,1402,        Waste management and remediation services,876454,892683,897449,916831
12000,Florida,1500,      Educational services,5272022,5653837,5626077,5729893
12000,Florida,1600,      Health care and social assistance,42980817,44588597,46419124,47706705
12000,Florida,1601,        Ambulatory health care services,22322067,23358050,24381655,25187790
12000,Florida,1602,        Hospitals,12621695,13044141,13705843,13929556
12000,Florida,1603,        Nursing and residential care facilities,5179364,5361319,5403430,5536506
12000,Florida,1604,        Social assistance,2857691,2825087,2928196,3052853
12000,Florida,1700,"      Arts, entertainment, and recreation",6825167,7126702,7580498,7615122
12000,Florida,1701,"        Performing arts, spectator sports, and related industries",2209843,2263758,2492058,2452557
12000,Florida,1702,"        Museums, historical sites, and similar institutions",171281,176895,194893,208657
12000,Florida,1703,"        Amusement, gambling, and recreation industries",4444043,4686049,4893547,4953908
12000,Florida,1800,      Accommodation and food services,15609374,16673873,18061136,19383158
12000,Florida,1801,        Accommodation,4597022,4919441,5204685,5512647
12000,Florida,1802,        Food services and drinking places,11012352,11754432,12856451,13870511
12000,Florida,1900,      Other services (except government and government enterprises),12075908,12346440,12969212,13486053
12000,Florida,1901,        Repair and maintenance,2394508,2445288,2585210,2751422
12000,Florida,1902,        Personal and laundry services,2253234,2345061,2500718,2660549
12000,Florida,1903,"        Religious, grantmaking, civic, professional, and similar organizations",6049476,6068605,6313546,6388056
12000,Florida,1904,        Private households,1378690,1487486,1569738,1686026
12000,Florida,2000,    Government and government enterprises,57555255,56955984,56332867,56802761
12000,Florida,2001,      Federal civilian,9208306,9237624,9287594,9173895
12000,Florida,2002,      Military,4991731,4936935,5012719,4991575
12000,Florida,2010,      State and local,43355218,42781425,42032554,42637291
12000,Florida,2011,        State government,10094370,10081450,9923507,10044879
12000,Florida,2012,        Local government,33260848,32699975,32109047,32592412
13000,Georgia,50,Wages and salaries by place of work (thousands of dollars),180994228,187600952,195336726,200728603
13000,Georgia,81,  Farm wages and salaries,306877,272380,423433,315165
13000,Georgia,82,  Nonfarm wages and salaries,180687351,187328572,194913293,200413438
13000,Georgia,90,    Private nonfarm wages and salaries,145954644,152712774,160513689,166523794
13000,Georgia,100,"      Forestry, fishing, and related activities",461999,459851,478422,504451
13000,Georgia,101,        Forestry and logging,220417,213779,213620,226616
13000,Georgia,102,"        Fishing, hunting and trapping",12661,12809,13405,14085
13000,Georgia,103,        Support activities for agriculture and forestry,228921,233263,251397,263750
13000,Georgia,200,"      Mining, quarrying, and oil and gas extraction",274264,275748,276821,289331
13000,Georgia,201,        Oil and gas extraction,(D),(D),(D),(D)
13000,Georgia,202,        Mining (except oil and gas),256521,250551,248539,259030
13000,Georgia,203,        Support activities for mining,(D),(D),(D),(D)
13000,Georgia,300,      Utilities,1515650,1689747,1685298,1698129
13000,Georgia,400,      Construction,7188267,7067543,7095439,7469389
13000,Georgia,401,        Construction of buildings,1784950,1768902,1818678,1942474
13000,Georgia,402,        Heavy and civil engineering construction,1153051,1096487,1056843,1059790
13000,Georgia,403,        Specialty trade contractors,4250266,4202154,4219918,4467125
13000,Georgia,500,      Manufacturing,17957534,18897513,19502724,20044277
13000,Georgia,510,        Durable goods manufacturing,8544855,9247141,9562493,10050822
13000,Georgia,511,          Wood product manufacturing,555019,(D),598451,641837
13000,Georgia,512,          Nonmetallic mineral product manufacturing,723032,717792,724130,739242
13000,Georgia,513,          Primary metal manufacturing,287837,329476,366307,366384
13000,Georgia,514,          Fabricated metal product manufacturing,963300,1025251,1125699,1203862
13000,Georgia,515,          Machinery manufacturing,1009495,1061592,1096341,1158182
13000,Georgia,516,          Computer and electronic product manufacturing,929258,1048118,945400,997144
13000,Georgia,517,"          Electrical equipment, appliance, and component manufacturing",704013,768318,817919,897809
13000,Georgia,518,"          Motor vehicles, bodies and trailers, and parts manufacturing",669261,(D),(D),(D)
13000,Georgia,519,          Other transportation equipment manufacturing,1749775,1941947,(D),(D)
13000,Georgia,521,          Furniture and related product manufacturing,364804,368948,376900,383815
13000,Georgia,522,          Miscellaneous manufacturing,589061,617638,638363,630180
13000,Georgia,530,        Nondurable goods manufacturing,9412679,9650372,9940231,9993455
13000,Georgia,531,          Food manufacturing,3076961,3221655,3492486,3386824
13000,Georgia,532,          Beverage and tobacco product manufacturing,203204,246550,259672,265780
13000,Georgia,533,          Textile mills,717019,732029,760031,793691
13000,Georgia,534,          Textile product mills,1141971,1120230,1102491,1144000
13000,Georgia,535,          Apparel manufacturing,105333,100104,128748,94939
13000,Georgia,536,          Leather and allied product manufacturing,4159,3946,4054,4547
13000,Georgia,537,          Paper manufacturing,1240846,1273046,1237222,1307190
13000,Georgia,538,          Printing and related support activities,689165,687614,680366,639049
13000,Georgia,539,          Petroleum and coal products manufacturing,58274,58754,58240,60081
13000,Georgia,541,          Chemical manufacturing,1327225,1342835,1337135,1339981
13000,Georgia,542,          Plastics and rubber products manufacturing,848522,863609,879786,957373
13000,Georgia,600,      Wholesale trade,13321653,13856313,14433270,14910940
13000,Georgia,700,      Retail trade,11881674,12183577,12477021,12914371
13000,Georgia,701,        Motor vehicle and parts dealers,2221194,2383559,2527813,2645161
13000,Georgia,702,        Furniture and home furnishings stores,431499,411615,434926,466837
13000,Georgia,703,        Electronics and appliance stores,500472,507516,505280,505530
13000,Georgia,704,        Building material and garden equipment and supplies dealers,1206158,1224347,1121720,1202904
13000,Georgia,705,        Food and beverage stores,1797530,1823806,1897295,1925641
13000,Georgia,706,        Health and personal care stores,992137,1004284,1028576,1059737
13000,Georgia,707,        Gasoline stations,605191,616847,630102,637810
13000,Georgia,708,        Clothing and clothing accessories stores,726158,707367,732756,768448
13000,Georgia,709,"        Sporting goods, hobby, musical instrument, and book stores",334433,334045,348666,362700
13000,Georgia,711,        General merchandise stores,2187545,2280069,2317586,2345895
13000,Georgia,712,        Miscellaneous store retailers,513970,503311,528571,564130
13000,Georgia,713,        Nonstore retailers,365387,386811,403730,429578
13000,Georgia,800,      Transportation and warehousing,8191215,8732592,9166041,9597102
13000,Georgia,801,        Air transportation,2611212,2927649,2928182,3290522
13000,Georgia,802,        Rail transportation,495908,554426,(D),(D)
13000,Georgia,803,        Water transportation,20530,21413,23402,22333
13000,Georgia,804,        Truck transportation,1837693,1910708,2001596,2112582
13000,Georgia,805,        Transit and ground passenger transportation,150143,158333,180524,178189
13000,Georgia,806,        Pipeline transportation,32966,36285,38450,34252
13000,Georgia,807,        Scenic and sightseeing transportation,8598,9215,8401,9076
13000,Georgia,808,        Support activities for transportation,874293,915162,972952,1006565
13000,Georgia,809,        Couriers and messengers,1026910,1005783,(D),(D)
13000,Georgia,811,        Warehousing and storage,1132962,1193618,1282999,1194085
13000,Georgia,900,      Information,7505813,7891121,8502767,8840011
13000,Georgia,901,        Publishing industries (except Internet),2039826,2050671,2250213,2204492
13000,Georgia,902,        Motion picture and sound recording industries,242813,267217,310479,375960
13000,Georgia,903,        Broadcasting (except Internet),1038749,1125988,1228978,1230364
13000,Georgia,904,        Internet publishing and broadcasting 2/,(NA),(NA),(NA),(NA)
13000,Georgia,905,        Telecommunications,3524296,3744246,3947728,4130706
13000,Georgia,906,"        Data processing, hosting, and related services",471756,503063,544935,637539
13000,Georgia,907,        Other information services 2/,188373,199936,220434,260950
13000,Georgia,1000,      Finance and insurance,11368150,12199619,13055329,13583968
13000,Georgia,1001,        Monetary Authorities-central bank,(D),(D),(D),(D)
13000,Georgia,1002,        Credit intermediation and related activities,4269958,4624683,5000089,5149339
13000,Georgia,1003,"        Securities, commodity contracts, and other financial investments and related activities",2030799,2236763,2250956,2454679
13000,Georgia,1004,        Insurance carriers and related activities,4951764,5222386,5695576,5850578
13000,Georgia,1005,"        Funds, trusts, and other financial vehicles",(D),(D),(D),(D)
13000,Georgia,1100,      Real estate and rental and leasing,2653742,2810274,2938156,3032321
13000,Georgia,1101,        Real estate,1920201,2020637,2122601,2199596
13000,Georgia,1102,        Rental and leasing services,646102,696243,723374,743218
13000,Georgia,1103,        Lessors of nonfinancial intangible assets (except copyrighted works),87439,93394,92181,89507
13000,Georgia,1200,"      Professional, scientific, and technical services",15888111,16800171,18224256,18608076
13000,Georgia,1300,      Management of companies and enterprises,4704199,5104910,5755264,5919828
13000,Georgia,1400,      Administrative and support and waste management and remediation services,8905351,9375179,9793852,10393989
13000,Georgia,1401,        Administrative and support services,8541236,9004304,9429994,10004656
13000,Georgia,1402,        Waste management and remediation services,364115,370875,363858,389333
13000,Georgia,1500,      Educational services,3189312,3325560,3448869,3558831
13000,Georgia,1600,      Health care and social assistance,17936064,18606972,19590959,20425822
13000,Georgia,1601,        Ambulatory health care services,8738575,9237168,9900605,10304270
13000,Georgia,1602,        Hospitals,6340298,6437218,6709406,7031021
13000,Georgia,1603,        Nursing and residential care facilities,1487239,1534287,1562651,1601525
13000,Georgia,1604,        Social assistance,1369952,1398299,1418297,1489006
13000,Georgia,1700,"      Arts, entertainment, and recreation",1392871,1443472,1454823,1531089
13000,Georgia,1701,"        Performing arts, spectator sports, and related industries",678496,702041,682997,698899
13000,Georgia,1702,"        Museums, historical sites, and similar institutions",73395,76587,75812,76736
13000,Georgia,1703,"        Amusement, gambling, and recreation industries",640980,664844,696014,755454
13000,Georgia,1800,      Accommodation and food services,6195645,6483383,6923228,7296891
13000,Georgia,1801,        Accommodation,1064213,1080871,1069268,1111114
13000,Georgia,1802,        Food services and drinking places,5131432,5402512,5853960,6185777
13000,Georgia,1900,      Other services (except government and government enterprises),5423130,5509229,5711150,5904978
13000,Georgia,1901,        Repair and maintenance,1229503,1279991,1315073,1393089
13000,Georgia,1902,        Personal and laundry services,933347,960614,1003490,1037031
13000,Georgia,1903,"        Religious, grantmaking, civic, professional, and similar organizations",2899107,2879912,3005492,3061922
13000,Georgia,1904,        Private households,361173,388712,387095,412936
13000,Georgia,2000,    Government and government enterprises,34732707,34615798,34399604,33889644
13000,Georgia,2001,      Federal civilian,7211742,7331586,7095304,6838720
13000,Georgia,2002,      Military,5222438,5160457,4996398,4886970
13000,Georgia,2010,      State and local,22298527,22123755,22307902,22163954
13000,Georgia,2011,        State government,6383049,6469410,6582417,6621767
13000,Georgia,2012,        Local government,15915478,15654345,15725485,15542187
15000,Hawaii,50,Wages and salaries by place of work (thousands of dollars),28599421,29451257,30667315,31514150
15000,Hawaii,81,  Farm wages and salaries,165640,157810,238164,237895
15000,Hawaii,82,  Nonfarm wages and salaries,28433781,29293447,30429151,31276255
15000,Hawaii,90,    Private nonfarm wages and salaries,18919271,19483938,20487336,21382553
15000,Hawaii,100,"      Forestry, fishing, and related activities",28724,31705,33890,36752
15000,Hawaii,101,        Forestry and logging,610,402,470,441
15000,Hawaii,102,"        Fishing, hunting and trapping",5127,5161,5642,6062
15000,Hawaii,103,        Support activities for agriculture and forestry,22987,26142,27778,30249
15000,Hawaii,200,"      Mining, quarrying, and oil and gas extraction",24856,25676,24681,22523
15000,Hawaii,201,        Oil and gas extraction,(D),(D),(D),(D)
15000,Hawaii,202,        Mining (except oil and gas),24507,25281,24225,22044
15000,Hawaii,203,        Support activities for mining,(D),(D),(D),(D)
15000,Hawaii,300,      Utilities,269542,294421,322387,348085
15000,Hawaii,400,      Construction,1842289,1853627,1942713,2053766
15000,Hawaii,401,        Construction of buildings,569779,576187,615288,661291
15000,Hawaii,402,        Heavy and civil engineering construction,330519,335188,333816,334009
15000,Hawaii,403,        Specialty trade contractors,941991,942252,993609,1058466
15000,Hawaii,500,      Manufacturing,507802,531866,534626,552928
15000,Hawaii,510,        Durable goods manufacturing,182923,197929,180854,184700
15000,Hawaii,511,          Wood product manufacturing,8497,6913,6627,7128
15000,Hawaii,512,          Nonmetallic mineral product manufacturing,43608,44060,43248,51999
