ID,ZCTA5CE00,CLASSFP00,MTFCC00,FUNCSTAT00
23822,91214,B5,G6350,S
23823,91030,B5,G6350,S
23824,91006,B5,G6350,S
23825,91608,B5,G6350,S
23826,91107,B5,G6350,S
23827,90061,B5,G6350,S
23828,90704,B5,G6350,S
23829,91202,B5,G6350,S
23830,90501,B5,G6350,S
23831,90023,B5,G6350,S
23832,90201,B5,G6350,S
23833,91776,B5,G6350,S
23834,90011,B5,G6350,S
23835,91324,B5,G6350,S
23836,913HH,B5,G6350,S
23837,91768,B5,G6350,S
23838,90241,B5,G6350,S
23839,91740,B5,G6350,S
23840,91304,B5,G6350,S
23841,90723,B5,G6350,S
23842,91381,B5,G6350,S
23843,90261,B5,G6350,S
23844,90813,B5,G6350,S
23845,93243,B5,G6350,S
23846,91506,B5,G6350,S
23847,90262,B5,G6350,S
23848,91040,B5,G6350,S
23849,91406,B5,G6350,S
23850,91502,B5,G6350,S
23851,91307,B5,G6350,S
23852,91405,B5,G6350,S
23853,90275,B5,G6350,S
23854,91302,B5,G6350,S
23855,90021,B5,G6350,S
23856,90746,B5,G6350,S
23857,91207,B5,G6350,S
23858,91605,B5,G6350,S
23859,91711,B5,G6350,S
23860,91024,B5,G6350,S
23861,90670,B5,G6350,S
23862,91505,B5,G6350,S
23863,91326,B5,G6350,S
23864,93535,B5,G6350,S
23865,91733,B5,G6350,S
23866,910HH,B5,G6350,S
23867,99032,B5,G6350,S
23868,990XX,B5,G6350,S
23869,99008,B5,G6350,S
23870,99159,B5,G6350,S
23871,99103,B5,G6350,S
23872,99154,B5,G6350,S
23873,99117,B5,G6350,S
23874,99134,B5,G6350,S
23875,991XX,B5,G6350,S
23876,99122,B5,G6350,S
23877,99029,B5,G6350,S
23878,990HH,B5,G6350,S
23879,99133,B5,G6350,S
23880,991HH,B5,G6350,S
23881,99185,B5,G6350,S
23882,99013,B5,G6350,S
23883,98591,B5,G6350,S
23884,98565,B5,G6350,S
23885,98539,B5,G6350,S
23886,98585,B5,G6350,S
23887,98533,B5,G6350,S
23888,98304,B5,G6350,S
23889,98361,B5,G6350,S
23890,985HH,B5,G6350,S
23891,98377,B5,G6350,S
23892,98356,B5,G6350,S
23893,98336,B5,G6350,S
23894,985XX,B5,G6350,S
23895,98568,B5,G6350,S
23896,98572,B5,G6350,S
23897,98531,B5,G6350,S
23898,98596,B5,G6350,S
23899,98570,B5,G6350,S
23900,98593,B5,G6350,S
23901,98582,B5,G6350,S
23902,98564,B5,G6350,S
23903,98538,B5,G6350,S
23904,98532,B5,G6350,S
23905,98542,B5,G6350,S
23906,98579,B5,G6350,S
23907,98355,B5,G6350,S
23908,29053,B5,G6350,S
23909,29073,B5,G6350,S
23910,29169,B5,G6350,S
23911,29072,B5,G6350,S
23912,29160,B5,G6350,S
23913,29170,B5,G6350,S
23914,29033,B5,G6350,S
23915,29070,B5,G6350,S
23916,29054,B5,G6350,S
23917,29172,B5,G6350,S
23918,29123,B5,G6350,S
23919,99661,B5,G6350,S
23920,99553,B5,G6350,S
23921,99583,B5,G6350,S
23922,99571,B5,G6350,S
23923,99612,B5,G6350,S
23924,99692,B5,G6350,S
23925,99591,B5,G6350,S
23926,99685,B5,G6350,S
23927,99638,B5,G6350,S
23928,99546,B5,G6350,S
23929,99660,B5,G6350,S
23930,996XX,B5,G6350,S
23931,99547,B5,G6350,S
23932,995HH,B5,G6350,S
23933,996HH,B5,G6350,S
23934,995XX,B5,G6350,S
23935,997XX,B5,G6350,S
23936,99744,B5,G6350,S
23937,99755,B5,G6350,S
23938,99743,B5,G6350,S
23939,997HH,B5,G6350,S
23940,99704,B5,G6350,S
23941,99729,B5,G6350,S
23942,989HH,B5,G6350,S
23943,98925,B5,G6350,S
23944,98926,B5,G6350,S
23945,98922,B5,G6350,S
23946,98943,B5,G6350,S
23947,989XX,B5,G6350,S
23948,98934,B5,G6350,S
23949,98068,B5,G6350,S
23950,98946,B5,G6350,S
23951,98941,B5,G6350,S
23952,98901,B5,G6350,S
23953,98950,B5,G6350,S
23954,98940,B5,G6350,S
23955,99323,B5,G6350,S
23956,99348,B5,G6350,S
23957,99329,B5,G6350,S
23958,99324,B5,G6350,S
23959,99363,B5,G6350,S
23960,99362,B5,G6350,S
23961,99360,B5,G6350,S
23962,97417,B5,G6350,S
23963,97462,B5,G6350,S
23964,97479,B5,G6350,S
23965,97469,B5,G6350,S
23966,97428,B5,G6350,S
23967,97447,B5,G6350,S
23968,97416,B5,G6350,S
23969,97457,B5,G6350,S
23970,97473,B5,G6350,S
23971,97436,B5,G6350,S
23972,97435,B5,G6350,S
23973,97429,B5,G6350,S
23974,97493,B5,G6350,S
23975,97496,B5,G6350,S
23976,97441,B5,G6350,S
23977,97486,B5,G6350,S
23978,97410,B5,G6350,S
23979,97467,B5,G6350,S
23980,97481,B5,G6350,S
23981,97470,B5,G6350,S
23982,97443,B5,G6350,S
23983,97731,B5,G6350,S
23984,97442,B5,G6350,S
23985,97499,B5,G6350,S
23986,97484,B5,G6350,S
23987,95524,B5,G6350,S
23988,95556,B5,G6350,S
23989,95559,B5,G6350,S
23990,95565,B5,G6350,S
23991,95546,B5,G6350,S
23992,95568,B5,G6350,S
23993,95589,B5,G6350,S
23994,95542,B5,G6350,S
23995,95570,B5,G6350,S
23996,95571,B5,G6350,S
23997,955HH,B5,G6350,S
23998,95555,B5,G6350,S
23999,95536,B5,G6350,S
24000,95553,B5,G6350,S
24001,95511,B5,G6350,S
24002,95502,B5,G6350,S
24003,95562,B5,G6350,S
24004,95560,B5,G6350,S
24005,955XX,B5,G6350,S
24006,95550,B5,G6350,S
24007,95521,B5,G6350,S
24008,95514,B5,G6350,S
24009,95503,B5,G6350,S
24010,95501,B5,G6350,S
24011,95558,B5,G6350,S
24012,95526,B5,G6350,S
24013,95537,B5,G6350,S
24014,95569,B5,G6350,S
24015,95551,B5,G6350,S
24016,95573,B5,G6350,S
24017,95564,B5,G6350,S
24018,95554,B5,G6350,S
24019,95547,B5,G6350,S
24020,95545,B5,G6350,S
24021,95528,B5,G6350,S
24022,95519,B5,G6350,S
24023,95540,B5,G6350,S
24024,95525,B5,G6350,S
24025,95549,B5,G6350,S
24026,95458,B5,G6350,S
24027,95485,B5,G6350,S
24028,95451,B5,G6350,S
24029,95423,B5,G6350,S
24030,95464,B5,G6350,S
24031,954HH,B5,G6350,S
24032,95493,B5,G6350,S
24033,954XX,B5,G6350,S
24034,95469,B5,G6350,S
24035,95426,B5,G6350,S
24036,95453,B5,G6350,S
24037,95443,B5,G6350,S
24038,95424,B5,G6350,S
24039,95461,B5,G6350,S
24040,95422,B5,G6350,S
24041,95457,B5,G6350,S
24042,97458,B5,G6350,S
24043,97459,B5,G6350,S
24044,97420,B5,G6350,S
24045,97466,B5,G6350,S
24046,97414,B5,G6350,S
24047,97449,B5,G6350,S
24048,97411,B5,G6350,S
24049,97423,B5,G6350,S
24050,97707,B5,G6350,S
24051,97702,B5,G6350,S
24052,97712,B5,G6350,S
24053,97756,B5,G6350,S
24054,977HH,B5,G6350,S
24055,97110,B5,G6350,S
24056,97121,B5,G6350,S
24057,97138,B5,G6350,S
24058,97145,B5,G6350,S
24059,971XX,B5,G6350,S
24060,97131,B5,G6350,S
24061,97103,B5,G6350,S
24062,97146,B5,G6350,S
24063,971HH,B5,G6350,S
24064,97102,B5,G6350,S
24065,99585,B5,G6350,S
24066,99554,B5,G6350,S
24067,99581,B5,G6350,S
24068,99563,B5,G6350,S
24069,99632,B5,G6350,S
24070,99620,B5,G6350,S
24071,99666,B5,G6350,S
24072,99604,B5,G6350,S
24073,99662,B5,G6350,S
24074,99658,B5,G6350,S
24075,99650,B5,G6350,S
24076,99657,B5,G6350,S
24077,99835,B5,G6350,S
24078,99747,B5,G6350,S
24079,99766,B5,G6350,S
24080,99759,B5,G6350,S
24081,99721,B5,G6350,S
24082,99723,B5,G6350,S
24083,99789,B5,G6350,S
24084,99782,B5,G6350,S
24085,99791,B5,G6350,S
24086,97016,B5,G6350,S
24087,97054,B5,G6350,S
24088,97231,B5,G6350,S
24089,97053,B5,G6350,S
24090,97064,B5,G6350,S
24091,97056,B5,G6350,S
24092,97051,B5,G6350,S
24093,97048,B5,G6350,S
24094,97018,B5,G6350,S
24095,97701,B5,G6350,S
24096,97752,B5,G6350,S
24097,97760,B5,G6350,S
24098,97754,B5,G6350,S
24099,97751,B5,G6350,S
24100,97753,B5,G6350,S
24101,977XX,B5,G6350,S
24102,97812,B5,G6350,S
24103,97823,B5,G6350,S
24104,99674,B5,G6350,S
24105,99654,B5,G6350,S
24106,99676,B5,G6350,S
24107,99652,B5,G6350,S
24108,99588,B5,G6350,S
24109,99645,B5,G6350,S
24110,99687,B5,G6350,S
24111,99683,B5,G6350,S
24112,99688,B5,G6350,S
24113,99695,B5,G6350,S
24114,99694,B5,G6350,S
24115,99667,B5,G6350,S
24116,95684,B5,G6350,S
24117,95762,B5,G6350,S
24118,957HH,B5,G6350,S
24119,95633,B5,G6350,S
24120,95619,B5,G6350,S
24121,95651,B5,G6350,S
24122,95623,B5,G6350,S
24123,95636,B5,G6350,S
24124,95635,B5,G6350,S
24125,95634,B5,G6350,S
24126,961HH,B5,G6350,S
24127,95735,B5,G6350,S
24128,95720,B5,G6350,S
24129,95682,B5,G6350,S
24130,96150,B5,G6350,S
24131,95672,B5,G6350,S
24132,956HH,B5,G6350,S
24133,96142,B5,G6350,S
24134,95614,B5,G6350,S
24135,95709,B5,G6350,S
24136,957XX,B5,G6350,S
24137,95664,B5,G6350,S
24138,95629,B5,G6350,S
24139,95667,B5,G6350,S
24140,95721,B5,G6350,S
24141,95613,B5,G6350,S
24142,956XX,B5,G6350,S
24143,95726,B5,G6350,S
24144,97219,B5,G6350,S
24145,97027,B5,G6350,S
24146,97062,B5,G6350,S
24147,97028,B5,G6350,S
24148,97011,B5,G6350,S
24149,97080,B5,G6350,S
24150,97017,B5,G6350,S
24151,97019,B5,G6350,S
24152,97375,B5,G6350,S
24153,97032,B5,G6350,S
24154,972HH,B5,G6350,S
24155,97132,B5,G6350,S
24156,97002,B5,G6350,S
24157,97022,B5,G6350,S
24158,97267,B5,G6350,S
24159,97049,B5,G6350,S
24160,970HH,B5,G6350,S
24161,97045,B5,G6350,S
24162,97038,B5,G6350,S
24163,97015,B5,G6350,S
24164,97206,B5,G6350,S
24165,93669,B5,G6350,S
24166,93622,B5,G6350,S
24167,93604,B5,G6350,S
24168,93653,B5,G6350,S
24169,93720,B5,G6350,S
24170,93638,B5,G6350,S
24171,93610,B5,G6350,S
24172,936HH,B5,G6350,S
24173,93643,B5,G6350,S
24174,93644,B5,G6350,S
24175,93645,B5,G6350,S
24176,93637,B5,G6350,S
24177,93626,B5,G6350,S
24178,93601,B5,G6350,S
24179,93614,B5,G6350,S
24180,970XX,B5,G6350,S
24181,97067,B5,G6350,S
24182,97004,B5,G6350,S
24183,97222,B5,G6350,S
24184,97070,B5,G6350,S
24185,97034,B5,G6350,S
24186,97266,B5,G6350,S
24187,97009,B5,G6350,S
24188,97013,B5,G6350,S
24189,97023,B5,G6350,S
24190,97236,B5,G6350,S
24191,97071,B5,G6350,S
24192,97055,B5,G6350,S
24193,97202,B5,G6350,S
24194,97035,B5,G6350,S
24195,97042,B5,G6350,S
24196,97068,B5,G6350,S
24197,97140,B5,G6350,S
24198,97362,B5,G6350,S
24199,97450,B5,G6350,S
24200,97476,B5,G6350,S
24201,97415,B5,G6350,S
24202,974XX,B5,G6350,S
24203,97465,B5,G6350,S
24204,97406,B5,G6350,S
24205,97444,B5,G6350,S
24206,97867,B5,G6350,S
24207,97840,B5,G6350,S
24208,978HH,B5,G6350,S
24209,97884,B5,G6350,S
24210,979XX,B5,G6350,S
24211,97834,B5,G6350,S
24212,97905,B5,G6350,S
24213,97819,B5,G6350,S
24214,97907,B5,G6350,S
24215,978XX,B5,G6350,S
24216,97877,B5,G6350,S
24217,97833,B5,G6350,S
24218,97870,B5,G6350,S
24219,97837,B5,G6350,S
24220,97814,B5,G6350,S
24221,97377,B5,G6350,S
24222,97330,B5,G6350,S
24223,97324,B5,G6350,S
24224,973HH,B5,G6350,S
24225,97456,B5,G6350,S
24226,97448,B5,G6350,S
24227,974HH,B5,G6350,S
24228,97326,B5,G6350,S
24229,97446,B5,G6350,S
24230,97361,B5,G6350,S
24231,97333,B5,G6350,S
24232,97321,B5,G6350,S
24233,97348,B5,G6350,S
24234,97370,B5,G6350,S
24235,97331,B5,G6350,S
24236,99788,B5,G6350,S
24237,99720,B5,G6350,S
24238,99781,B5,G6350,S
24239,99745,B5,G6350,S
24240,99748,B5,G6350,S
24241,99691,B5,G6350,S
24242,99722,B5,G6350,S
24243,99740,B5,G6350,S
24244,99760,B5,G6350,S
24245,99758,B5,G6350,S
24246,99767,B5,G6350,S
24247,99665,B5,G6350,S
24248,99558,B5,G6350,S
24249,99756,B5,G6350,S
24250,99754,B5,G6350,S
24251,99730,B5,G6350,S
24252,99768,B5,G6350,S
24253,99777,B5,G6350,S
24254,99757,B5,G6350,S
24255,99774,B5,G6350,S
24256,99741,B5,G6350,S
24257,99746,B5,G6350,S
24258,99726,B5,G6350,S
24259,99675,B5,G6350,S
24260,99765,B5,G6350,S
24261,99590,B5,G6350,S
24262,99602,B5,G6350,S
24263,99733,B5,G6350,S
24264,99724,B5,G6350,S
24265,99627,B5,G6350,S
24266,998HH,B5,G6350,S
24267,998XX,B5,G6350,S
24268,99824,B5,G6350,S
24269,99801,B5,G6350,S
24270,95646,B5,G6350,S
24271,96120,B5,G6350,S
24272,95666,B5,G6350,S
24273,961XX,B5,G6350,S
24274,96128,B5,G6350,S
24275,96123,B5,G6350,S
24276,96137,B5,G6350,S
24277,96105,B5,G6350,S
24278,960XX,B5,G6350,S
24279,96130,B5,G6350,S
24280,96006,B5,G6350,S
24281,96113,B5,G6350,S
24282,96056,B5,G6350,S
24283,96121,B5,G6350,S
24284,960HH,B5,G6350,S
24285,96114,B5,G6350,S
24286,96119,B5,G6350,S
24287,96132,B5,G6350,S
24288,96109,B5,G6350,S
24289,96009,B5,G6350,S
24290,96117,B5,G6350,S
24291,96136,B5,G6350,S
24292,96068,B5,G6350,S
24293,94601,B5,G6350,S
24294,94703,B5,G6350,S
24295,94542,B5,G6350,S
24296,94608,B5,G6350,S
24297,94502,B5,G6350,S
24298,94580,B5,G6350,S
24299,94578,B5,G6350,S
24300,94610,B5,G6350,S
24301,94560,B5,G6350,S
24302,945XX,B5,G6350,S
24303,94621,B5,G6350,S
24304,94588,B5,G6350,S
24305,94605,B5,G6350,S
24306,94708,B5,G6350,S
24307,94539,B5,G6350,S
24308,94705,B5,G6350,S
24309,94566,B5,G6350,S
24310,94536,B5,G6350,S
24311,95376,B5,G6350,S
24312,94606,B5,G6350,S
24313,946HH,B5,G6350,S
24314,94607,B5,G6350,S
24315,94546,B5,G6350,S
24316,94545,B5,G6350,S
24317,94611,B5,G6350,S
24318,94577,B5,G6350,S
24319,94710,B5,G6350,S
24320,94555,B5,G6350,S
24321,94704,B5,G6350,S
24322,94501,B5,G6350,S
24323,94706,B5,G6350,S
24324,94609,B5,G6350,S
24325,94619,B5,G6350,S
24326,94618,B5,G6350,S
24327,94552,B5,G6350,S
24328,94587,B5,G6350,S
24329,94514,B5,G6350,S
24330,94568,B5,G6350,S
24331,94602,B5,G6350,S
24332,94586,B5,G6350,S
24333,94603,B5,G6350,S
24334,94709,B5,G6350,S
24335,94544,B5,G6350,S
24336,94707,B5,G6350,S
24337,94579,B5,G6350,S
24338,947HH,B5,G6350,S
24339,94550,B5,G6350,S
24340,94702,B5,G6350,S
24341,94541,B5,G6350,S
24342,94538,B5,G6350,S
24343,94612,B5,G6350,S
24344,945HH,B5,G6350,S
24345,93242,B5,G6350,S
24346,93212,B5,G6350,S
24347,93266,B5,G6350,S
24348,93245,B5,G6350,S
24349,93204,B5,G6350,S
24350,93631,B5,G6350,S
24351,93230,B5,G6350,S
24352,93239,B5,G6350,S
24353,93201,B5,G6350,S
24354,93656,B5,G6350,S
24355,93202,B5,G6350,S
24356,99403,B5,G6350,S
24357,99401,B5,G6350,S
24358,99402,B5,G6350,S
24359,994HH,B5,G6350,S
24360,97148,B5,G6350,S
24361,97114,B5,G6350,S
24362,97127,B5,G6350,S
24363,97111,B5,G6350,S
24364,97128,B5,G6350,S
24365,97640,B5,G6350,S
24366,97735,B5,G6350,S
24367,97635,B5,G6350,S
24368,97636,B5,G6350,S
24369,97638,B5,G6350,S
24370,97630,B5,G6350,S
24371,97620,B5,G6350,S
24372,97637,B5,G6350,S
24373,97641,B5,G6350,S
24374,97135,B5,G6350,S
24375,97107,B5,G6350,S
24376,97149,B5,G6350,S
24377,97134,B5,G6350,S
24378,97122,B5,G6350,S
24379,97141,B5,G6350,S
24380,97136,B5,G6350,S
24381,97143,B5,G6350,S
24382,97147,B5,G6350,S
24383,97118,B5,G6350,S
24384,97112,B5,G6350,S
24385,97108,B5,G6350,S
24386,97130,B5,G6350,S
24387,97909,B5,G6350,S
24388,97920,B5,G6350,S
24389,97908,B5,G6350,S
24390,97906,B5,G6350,S
24391,97918,B5,G6350,S
24392,97901,B5,G6350,S
24393,97903,B5,G6350,S
24394,97911,B5,G6350,S
24395,97914,B5,G6350,S
24396,97115,B5,G6350,S
24397,97033,B5,G6350,S
24398,97029,B5,G6350,S
24399,97050,B5,G6350,S
24400,97065,B5,G6350,S
24401,97039,B5,G6350,S
24402,97538,B5,G6350,S
24403,97534,B5,G6350,S
24404,97523,B5,G6350,S
24405,97531,B5,G6350,S
24406,97543,B5,G6350,S
24407,97532,B5,G6350,S
24408,97101,B5,G6350,S
24409,97378,B5,G6350,S
24410,97347,B5,G6350,S
24411,97338,B5,G6350,S
24412,97304,B5,G6350,S
24413,97344,B5,G6350,S
24414,97396,B5,G6350,S
24415,97351,B5,G6350,S
24416,97371,B5,G6350,S
24417,97739,B5,G6350,S
24418,97625,B5,G6350,S
24419,97622,B5,G6350,S
24420,97634,B5,G6350,S
24421,97626,B5,G6350,S
24422,97627,B5,G6350,S
24423,976HH,B5,G6350,S
24424,97632,B5,G6350,S
24425,97733,B5,G6350,S
24426,97633,B5,G6350,S
24427,97621,B5,G6350,S
24428,97601,B5,G6350,S
24429,97603,B5,G6350,S
24430,97624,B5,G6350,S
24431,97737,B5,G6350,S
24432,97639,B5,G6350,S
24433,97604,B5,G6350,S
24434,97425,B5,G6350,S
24435,97623,B5,G6350,S
24436,99169,B5,G6350,S
24437,99105,B5,G6350,S
24438,99371,B5,G6350,S
24439,99341,B5,G6350,S
24440,99332,B5,G6350,S
24441,97031,B5,G6350,S
24442,97014,B5,G6350,S
24443,97041,B5,G6350,S
24444,97732,B5,G6350,S
24445,97738,B5,G6350,S
24446,97722,B5,G6350,S
24447,97758,B5,G6350,S
24448,97710,B5,G6350,S
24449,97736,B5,G6350,S
24450,97720,B5,G6350,S
24451,97904,B5,G6350,S
24452,97721,B5,G6350,S
24453,976XX,B5,G6350,S
24454,97350,B5,G6350,S
24455,97355,B5,G6350,S
24456,97327,B5,G6350,S
24457,97386,B5,G6350,S
24458,97352,B5,G6350,S
24459,97383,B5,G6350,S
24460,97358,B5,G6350,S
24461,97345,B5,G6350,S
24462,97346,B5,G6350,S
24463,97329,B5,G6350,S
24464,97360,B5,G6350,S
24465,97374,B5,G6350,S
24466,97389,B5,G6350,S
24467,97842,B5,G6350,S
24468,97857,B5,G6350,S
24469,97885,B5,G6350,S
24470,97846,B5,G6350,S
24471,97828,B5,G6350,S
24472,97385,B5,G6350,S
24473,97325,B5,G6350,S
24474,97392,B5,G6350,S
24475,97381,B5,G6350,S
24476,97020,B5,G6350,S
24477,97302,B5,G6350,S
24478,97303,B5,G6350,S
24479,97301,B5,G6350,S
24480,97342,B5,G6350,S
24481,97026,B5,G6350,S
24482,97306,B5,G6350,S
24483,97137,B5,G6350,S
24484,97305,B5,G6350,S
24485,97830,B5,G6350,S
24486,97750,B5,G6350,S
24487,97874,B5,G6350,S
24488,97204,B5,G6350,S
24489,97124,B5,G6350,S
24490,97213,B5,G6350,S
24491,97220,B5,G6350,S
24492,97230,B5,G6350,S
24493,97211,B5,G6350,S
24494,97060,B5,G6350,S
24495,97133,B5,G6350,S
24496,97203,B5,G6350,S
24497,97024,B5,G6350,S
24498,97205,B5,G6350,S
24499,97209,B5,G6350,S
24500,97221,B5,G6350,S
24501,97216,B5,G6350,S
24502,97214,B5,G6350,S
24503,97215,B5,G6350,S
24504,97217,B5,G6350,S
24505,97229,B5,G6350,S
24506,97233,B5,G6350,S
24507,97201,B5,G6350,S
24508,97227,B5,G6350,S
24509,97212,B5,G6350,S
24510,97210,B5,G6350,S
24511,97218,B5,G6350,S
24512,97232,B5,G6350,S
24513,97030,B5,G6350,S
24514,97848,B5,G6350,S
24515,97820,B5,G6350,S
24516,97864,B5,G6350,S
24517,97817,B5,G6350,S
24518,97865,B5,G6350,S
24519,97873,B5,G6350,S
24520,97856,B5,G6350,S
24521,97872,B5,G6350,S
24522,97845,B5,G6350,S
24523,97869,B5,G6350,S
24524,97880,B5,G6350,S
24525,97825,B5,G6350,S
24526,97761,B5,G6350,S
24527,97711,B5,G6350,S
24528,97741,B5,G6350,S
24529,97734,B5,G6350,S
24530,97759,B5,G6350,S
24531,97730,B5,G6350,S
24532,97504,B5,G6350,S
24533,97536,B5,G6350,S
24534,97537,B5,G6350,S
24535,975XX,B5,G6350,S
24536,97502,B5,G6350,S
24537,97527,B5,G6350,S
24538,97541,B5,G6350,S
24539,97520,B5,G6350,S
24540,97544,B5,G6350,S
24541,97540,B5,G6350,S
24542,97530,B5,G6350,S
24543,97524,B5,G6350,S
24544,97501,B5,G6350,S
24545,975HH,B5,G6350,S
24546,97525,B5,G6350,S
24547,97503,B5,G6350,S
24548,97522,B5,G6350,S
24549,97539,B5,G6350,S
24550,97535,B5,G6350,S
24551,97497,B5,G6350,S
24552,97526,B5,G6350,S
24553,97818,B5,G6350,S
24554,97826,B5,G6350,S
24555,97843,B5,G6350,S
24556,97839,B5,G6350,S
24557,97836,B5,G6350,S
24558,97844,B5,G6350,S
24559,97452,B5,G6350,S
24560,97431,B5,G6350,S
24561,97427,B5,G6350,S
24562,97437,B5,G6350,S
24563,97453,B5,G6350,S
24564,97402,B5,G6350,S
24565,97426,B5,G6350,S
24566,97489,B5,G6350,S
24567,97480,B5,G6350,S
24568,97454,B5,G6350,S
24569,97430,B5,G6350,S
24570,97487,B5,G6350,S
24571,97401,B5,G6350,S
24572,97403,B5,G6350,S
24573,97412,B5,G6350,S
24574,97477,B5,G6350,S
24575,97451,B5,G6350,S
24576,97419,B5,G6350,S
24577,97408,B5,G6350,S
24578,97478,B5,G6350,S
24579,97405,B5,G6350,S
24580,97404,B5,G6350,S
24581,97463,B5,G6350,S
24582,97434,B5,G6350,S
24583,97438,B5,G6350,S
24584,97424,B5,G6350,S
24585,97455,B5,G6350,S
24586,97490,B5,G6350,S
24587,97488,B5,G6350,S
24588,97492,B5,G6350,S
24589,97413,B5,G6350,S
24590,97461,B5,G6350,S
24591,97439,B5,G6350,S
24592,97824,B5,G6350,S
24593,97841,B5,G6350,S
24594,97876,B5,G6350,S
24595,97827,B5,G6350,S
24596,97850,B5,G6350,S
24597,97883,B5,G6350,S
24598,97367,B5,G6350,S
24599,97368,B5,G6350,S
24600,97343,B5,G6350,S
24601,973XX,B5,G6350,S
24602,97394,B5,G6350,S
24603,97365,B5,G6350,S
24604,97380,B5,G6350,S
24605,97390,B5,G6350,S
24606,97498,B5,G6350,S
24607,97364,B5,G6350,S
24608,97357,B5,G6350,S
24609,97391,B5,G6350,S
24610,97366,B5,G6350,S
24611,97341,B5,G6350,S
24612,97376,B5,G6350,S
24613,98056,B5,G6350,S
24614,982XX,B5,G6350,S
24615,98019,B5,G6350,S
24616,98034,B5,G6350,S
24617,98005,B5,G6350,S
24618,98004,B5,G6350,S
24619,98109,B5,G6350,S
24620,98116,B5,G6350,S
24621,98199,B5,G6350,S
24622,980XX,B5,G6350,S
24623,98031,B5,G6350,S
24624,98002,B5,G6350,S
24625,98119,B5,G6350,S
24626,98168,B5,G6350,S
24627,98070,B5,G6350,S
24628,98025,B5,G6350,S
24629,98014,B5,G6350,S
24630,98133,B5,G6350,S
24631,98033,B5,G6350,S
24632,98003,B5,G6350,S
24633,98010,B5,G6350,S
24634,98051,B5,G6350,S
24635,98059,B5,G6350,S
24636,98038,B5,G6350,S
24637,98001,B5,G6350,S
24638,98121,B5,G6350,S
24639,98052,B5,G6350,S
24640,98006,B5,G6350,S
24641,98039,B5,G6350,S
24642,98042,B5,G6350,S
24643,98288,B5,G6350,S
24644,98029,B5,G6350,S
24645,98040,B5,G6350,S
24646,98198,B5,G6350,S
24647,98072,B5,G6350,S
24648,98028,B5,G6350,S
24649,98007,B5,G6350,S
24650,98053,B5,G6350,S
24651,98177,B5,G6350,S
24652,98065,B5,G6350,S
24653,98115,B5,G6350,S
24654,98108,B5,G6350,S
24655,98058,B5,G6350,S
24656,98008,B5,G6350,S
24657,98134,B5,G6350,S
24658,98022,B5,G6350,S
24659,98011,B5,G6350,S
24660,98166,B5,G6350,S
24661,98047,B5,G6350,S
24662,98125,B5,G6350,S
24663,98104,B5,G6350,S
24664,98188,B5,G6350,S
24665,98103,B5,G6350,S
24666,980HH,B5,G6350,S
24667,98107,B5,G6350,S
24668,98148,B5,G6350,S
24669,98122,B5,G6350,S
24670,98105,B5,G6350,S
24671,98144,B5,G6350,S
24672,98024,B5,G6350,S
24673,98155,B5,G6350,S
24674,98101,B5,G6350,S
24675,98146,B5,G6350,S
24676,98106,B5,G6350,S
24677,98224,B5,G6350,S
24678,98055,B5,G6350,S
24679,98354,B5,G6350,S
24680,98178,B5,G6350,S
24681,98045,B5,G6350,S
24682,98174,B5,G6350,S
24683,98092,B5,G6350,S
24684,98154,B5,G6350,S
24685,98102,B5,G6350,S
24686,98126,B5,G6350,S
24687,98032,B5,G6350,S
24688,98164,B5,G6350,S
24689,98117,B5,G6350,S
24690,98118,B5,G6350,S
24691,98027,B5,G6350,S
24692,98112,B5,G6350,S
24693,98023,B5,G6350,S
24694,98136,B5,G6350,S
24695,99146,B5,G6350,S
24696,99150,B5,G6350,S
24697,99118,B5,G6350,S
24698,99121,B5,G6350,S
24699,99160,B5,G6350,S
24700,99166,B5,G6350,S
24701,99138,B5,G6350,S
24702,99140,B5,G6350,S
24703,99141,B5,G6350,S
24704,98350,B5,G6350,S
24705,98363,B5,G6350,S
24706,98381,B5,G6350,S
24707,98305,B5,G6350,S
24708,98362,B5,G6350,S
24709,98357,B5,G6350,S
24710,98326,B5,G6350,S
24711,98367,B5,G6350,S
24712,98392,B5,G6350,S
24713,98383,B5,G6350,S
24714,98315,B5,G6350,S
24715,98370,B5,G6350,S
24716,98380,B5,G6350,S
24717,98340,B5,G6350,S
24718,98353,B5,G6350,S
24719,98342,B5,G6350,S
24720,981HH,B5,G6350,S
24721,98110,B5,G6350,S
24722,98366,B5,G6350,S
24723,98311,B5,G6350,S
24724,98345,B5,G6350,S
24725,98337,B5,G6350,S
24726,98364,B5,G6350,S
24727,98312,B5,G6350,S
24728,98359,B5,G6350,S
24729,98310,B5,G6350,S
24730,98346,B5,G6350,S
24731,98280,B5,G6350,S
24732,98261,B5,G6350,S
24733,98221,B5,G6350,S
24734,98279,B5,G6350,S
24735,98297,B5,G6350,S
24736,98222,B5,G6350,S
24737,98286,B5,G6350,S
24738,98250,B5,G6350,S
24739,98243,B5,G6350,S
24740,98245,B5,G6350,S
24741,69023,B5,G6350,S
24742,98641,B5,G6350,S
24743,98590,B5,G6350,S
24744,98527,B5,G6350,S
24745,98631,B5,G6350,S
24746,98644,B5,G6350,S
24747,98614,B5,G6350,S
