"","IdePoAvfu1","IdePoAvse1","Respperzipav1","Zipperdistav1","Stategap"
"1",0.0238719454528752,0.625679340692692,1820.2,69.98,0.206245011503054
"2",0.0238719454528752,0.625679340692692,1820.2,69.98,0.073247436429321
"3",0.0238719454528752,0.625679340692692,1820.2,69.98,0.0963805464182824
"4",0.0238719454528752,0.625679340692692,1820.2,69.98,0.11780688261641
"5",0.0238719454528752,0.625679340692692,1820.2,69.98,0.490336954992348
"6",0.0238719454528752,0.625679340692692,1820.2,69.98,0.201814593986593
"7",0.0238719454528752,0.625679340692692,1820.2,69.98,0.205565573275626
"8",0.0238719454528752,0.625679340692692,1820.2,69.98,0.272132946436716
"9",0.0238719454528752,0.625679340692692,1820.2,69.98,0.336578931676439
"10",0.0238719454528752,0.625679340692692,1820.2,69.98,0.0211840358740867
"11",0.0238719454528752,0.625679340692692,1820.2,69.98,0.00581077866273116
"12",0.0238719454528752,0.625679340692692,1820.2,69.98,0.320728350032303
"13",0.0238719454528752,0.625679340692692,1820.2,69.98,0.121197290774894
"14",0.0238719454528752,0.625679340692692,1820.2,69.98,0.0636584273460927
"15",0.0238719454528752,0.625679340692692,1820.2,69.98,0.384317149472444
"16",0.0238719454528752,0.625679340692692,1820.2,69.98,0.0234387299495412
"17",0.0238719454528752,0.625679340692692,1820.2,69.98,0.288915220789641
"18",0.0238719454528752,0.625679340692692,1820.2,69.98,0.259558982697199
"19",0.0238719454528752,0.625679340692692,1820.2,69.98,0.0537750734879443
"20",0.0238719454528752,0.625679340692692,1820.2,69.98,0.287722419302248
"21",0.0238719454528752,0.625679340692692,1820.2,69.98,0.0139589180712674
"22",0.0238719454528752,0.625679340692692,1820.2,69.98,0.26270134388061
"23",0.0238719454528752,0.625679340692692,1820.2,69.98,0.0125906018006902
"24",0.0238719454528752,0.625679340692692,1820.2,69.98,0.518685159117727
"25",0.0238719454528752,0.625679340692692,1820.2,69.98,0.259722547060022
"26",0.0238719454528752,0.625679340692692,1820.2,69.98,0.0486631307926632
"27",0.0238719454528752,0.625679340692692,1820.2,69.98,0.350527443664404
"28",0.0238719454528752,0.625679340692692,1820.2,69.98,0.0273616668119291
"29",0.0238719454528752,0.625679340692692,1820.2,69.98,0.723435476135375
"30",0.0238719454528752,0.625679340692692,1820.2,69.98,0.381061867465526
"31",0.0238719454528752,0.625679340692692,1820.2,69.98,0.246283939234147
"32",0.0238719454528752,0.625679340692692,1820.2,69.98,0.115130790663147
"33",0.0238719454528752,0.625679340692692,1820.2,69.98,0.221299257821729
"34",0.0238719454528752,0.625679340692692,1820.2,69.98,0.072134647805959
"35",0.0238719454528752,0.625679340692692,1820.2,69.98,0.173147843063218
"36",0.0238719454528752,0.625679340692692,1820.2,69.98,0.232022306559643
"37",0.0238719454528752,0.625679340692692,1820.2,69.98,0.0195043954802253
"38",0.0238719454528752,0.625679340692692,1820.2,69.98,0.406800187334949
"39",0.0238719454528752,0.625679340692692,1820.2,69.98,0.280587958887708
"40",0.0238719454528752,0.625679340692692,1820.2,69.98,0.137480130736597
"41",0.0238719454528752,0.625679340692692,1820.2,69.98,0.0353297421092818
"42",0.0238719454528752,0.625679340692692,1820.2,69.98,0.258534357916325
"43",0.0238719454528752,0.625679340692692,1820.2,69.98,0.171758460308946
"44",0.0238719454528752,0.625679340692692,1820.2,69.98,0.045732087914328
"45",0.0238719454528752,0.625679340692692,1820.2,69.98,0.0111494159612377
"46",0.0238719454528752,0.625679340692692,1820.2,69.98,0.0459578958072784
"47",0.0238719454528752,0.625679340692692,1820.2,69.98,0.12909187588386
"48",0.0238719454528752,0.625679340692692,1820.2,69.98,0.024132746638105
"49",0.0238719454528752,0.625679340692692,1820.2,69.98,0.0426611738982074
"50",0.0238719454528752,0.625679340692692,1820.2,69.98,0.306554591188376
"51",0.0238719454528752,0.625679340692692,1820.2,69.98,0.149747912991454
"52",0.0238719454528752,0.625679340692692,1820.2,69.98,0.784413084372187
"53",0.0238719454528752,0.625679340692692,1820.2,69.98,0.073784831477932
"54",0.0238719454528752,0.625679340692692,1820.2,69.98,0.52943632024059
"55",0.0238719454528752,0.625679340692692,1820.2,69.98,0.139859488715487
"56",0.0238719454528752,0.625679340692692,1820.2,69.98,0.21990174913189
"57",0.0238719454528752,0.625679340692692,1820.2,69.98,0.387042234835864
"58",0.0238719454528752,0.625679340692692,1820.2,69.98,0.049371716824981
"59",0.0238719454528752,0.625679340692692,1820.2,69.98,0.149622281405029
"60",0.0238719454528752,0.625679340692692,1820.2,69.98,0.110942370351302
"61",0.0238719454528752,0.625679340692692,1820.2,69.98,0.154519961226333
"62",0.0238719454528752,0.625679340692692,1820.2,69.98,0.134135508230052
"63",0.0238719454528752,0.625679340692692,1820.2,69.98,0.328310299444509
"64",0.0238719454528752,0.625679340692692,1820.2,69.98,0.363695100314007
"65",0.0238719454528752,0.625679340692692,1820.2,69.98,0.176027204848886
"66",0.0238719454528752,0.625679340692692,1820.2,69.98,0.68062908897943
"67",0.0238719454528752,0.625679340692692,1820.2,69.98,0.304689395664408
"68",0.0238719454528752,0.625679340692692,1820.2,69.98,0.197755710641145
"69",0.0238719454528752,0.625679340692692,1820.2,69.98,0.170035274704625
"70",0.0238719454528752,0.625679340692692,1820.2,69.98,0.231197385299897
"71",0.0238719454528752,0.625679340692692,1820.2,69.98,0.154152348248923
"72",0.0238719454528752,0.625679340692692,1820.2,69.98,0.0200554965715974
"73",0.0238719454528752,0.625679340692692,1820.2,69.98,0.063213406311597
"74",0.0238719454528752,0.625679340692692,1820.2,69.98,0.055768666750181
"75",0.0238719454528752,0.625679340692692,1820.2,69.98,0.151363411986246
"76",0.0238719454528752,0.625679340692692,1820.2,69.98,0.176482982232584
"77",0.0238719454528752,0.625679340692692,1820.2,69.98,0.538909694730569
"78",0.0238719454528752,0.625679340692692,1820.2,69.98,0.228529148779284
"79",0.0238719454528752,0.625679340692692,1820.2,69.98,0.194425256937089
"80",0.0238719454528752,0.625679340692692,1820.2,69.98,0.0441652399008846
