,median,lower,upper,sd,year,abb
1028,-0.1800782,-0.536699376,0.202270395,0.223527441,1955,ND
1029,-0.656650961,-1.098713272,-0.24161023,0.264190114,1955,NE
1030,0.091577912,-0.304023236,0.433509678,0.230712612,1955,NH
1031,1.37715061,1.064786382,1.75871717,0.210422717,1955,NJ
1032,0.190425582,-0.156745179,0.536768939,0.214596984,1955,NM
1033,-0.998221369,-1.459580702,-0.5246814,0.287526201,1955,NV
1034,1.858005735,1.503610258,2.331353002,0.256033871,1955,NY
1035,0.175779326,-0.191167867,0.505260567,0.212427462,1955,OH
1036,-0.291135388,-0.699553035,0.119806694,0.237923615,1955,OK
1037,0.812994761,0.454001411,1.129900897,0.200152972,1955,OR
1038,1.049254609,0.726248892,1.380800732,0.196439259,1955,PA
1039,1.20458098,0.897764262,1.612509667,0.219044962,1955,RI
1040,-1.240317294,-1.821264179,-0.751525312,0.319091849,1955,SC
1041,-0.916360777,-1.400019935,-0.457160618,0.288949233,1955,SD
1042,-0.827321086,-1.312605615,-0.397876133,0.277624122,1955,TN
1043,-0.745054208,-1.219024767,-0.309694451,0.274670205,1955,TX
1044,0.070852654,-0.273798915,0.438677308,0.213066562,1955,UT
1045,-1.035053046,-1.519284826,-0.589337681,0.295778249,1955,VA
1046,-0.593146516,-1.020440368,-0.210697802,0.254294762,1955,VT
1047,0.902048645,0.569669332,1.235752235,0.201758965,1955,WA
1048,0.880027054,0.537407882,1.200963021,0.201618716,1955,WI
1049,-0.997113271,-1.464026397,-0.520813146,0.2886831,1955,WV
1050,-0.274008852,-0.643857734,0.132779164,0.231180256,1955,WY
1051,NA,NA,NA,NA,1956,AK
1052,-1.169210351,-1.668523166,-0.720880813,0.291631716,1956,AL
1053,-0.804676739,-1.311831571,-0.381031376,0.291334146,1956,AR
1054,-0.394512141,-0.794409946,0.000595812,0.240961249,1956,AZ
1055,0.792654243,0.459128774,1.100281972,0.195923832,1956,CA
1056,0.459631194,0.126618067,0.779113167,0.201257704,1956,CO
1057,1.211936768,0.868517532,1.585097023,0.211494211,1956,CT
1058,-0.788945296,-1.255083941,-0.389736067,0.27042404,1956,DE
1059,-0.864225401,-1.379892983,-0.403650926,0.295324092,1956,FL
1060,-0.766453609,-1.251182041,-0.296509102,0.283836084,1956,GA
1061,NA,NA,NA,NA,1956,HI
1062,-0.276652042,-0.638026844,0.087861613,0.219064195,1956,IA
1063,0.148493683,-0.242335491,0.48621437,0.225047729,1956,ID
1064,0.680710846,0.327178423,1.031898186,0.208086437,1956,IL
1065,-0.131012205,-0.50961809,0.252432241,0.227311573,1956,IN
1066,0.110461784,-0.251955206,0.431567189,0.211748786,1956,KS
1067,-0.388819042,-0.806966092,0.01155057,0.255424125,1956,KY
1068,-0.093606803,-0.500494163,0.293283727,0.243002617,1956,LA
1069,1.508152152,1.14812835,1.879979312,0.225566746,1956,MA
1070,-0.227515236,-0.673150601,0.164694387,0.256890938,1956,MD
1071,-0.282151951,-0.662256016,0.095551799,0.229724017,1956,ME
1072,0.904450554,0.624840614,1.192355705,0.180889101,1956,MI
1073,0.700851962,0.410381716,1.027013764,0.190596035,1956,MN
1074,-0.57407549,-1.068025042,-0.189561655,0.276530907,1956,MO
1075,-1.723715408,-2.294113079,-1.138622709,0.355184583,1956,MS
1076,0.106919748,-0.234107175,0.441782872,0.211493692,1956,MT
1077,-0.872282775,-1.343101203,-0.494973278,0.279673385,1956,NC
1078,-0.166470513,-0.600729144,0.186968074,0.231590538,1956,ND
1079,-0.626454339,-1.038528387,-0.193176875,0.254177535,1956,NE
1080,0.073242444,-0.222302105,0.436077509,0.201608253,1956,NH
1081,1.358801603,1.027756666,1.724615298,0.218423224,1956,NJ
1082,0.36353251,0.007440493,0.658021365,0.204971115,1956,NM
1083,-1.009000012,-1.449210861,-0.537345261,0.291758482,1956,NV
1084,1.850008584,1.437831808,2.290176991,0.261184565,1956,NY
1085,0.109927005,-0.27377331,0.454355297,0.221002049,1956,OH
1086,-0.230828347,-0.619582691,0.172699093,0.247751352,1956,OK
1087,0.905346402,0.564228816,1.22687688,0.1986735,1956,OR
1088,1.043146329,0.709324567,1.374684352,0.200867468,1956,PA
1089,1.298355353,0.933561748,1.63152675,0.212052096,1956,RI
1090,-1.189618701,-1.790504384,-0.678363569,0.321345153,1956,SC
1091,-0.986297369,-1.465593105,-0.499456848,0.296915147,1956,SD
1092,-0.944228068,-1.383341052,-0.440198306,0.298837662,1956,TN
1093,-0.639830054,-1.120499061,-0.210302892,0.272439937,1956,TX
1094,0.015989075,-0.349970241,0.345382793,0.207487919,1956,UT
1095,-1.11721449,-1.66225464,-0.634293159,0.315157711,1956,VA
1096,-0.658976143,-1.080170422,-0.199103542,0.261274873,1956,VT
1097,0.909025053,0.566882667,1.221259259,0.200195033,1956,WA
1098,0.867851842,0.578338941,1.173750359,0.189230404,1956,WI
1099,-0.790553579,-1.253591111,-0.329391819,0.280680616,1956,WV
1100,-0.272891954,-0.681721787,0.081279794,0.2354972,1956,WY
1101,NA,NA,NA,NA,1957,AK
1102,-1.063796643,-1.62876424,-0.637384686,0.316603043,1957,AL
1103,-0.813916061,-1.224568684,-0.389047039,0.258610922,1957,AR
1104,-0.458376028,-0.908253432,-0.05496212,0.252938367,1957,AZ
1105,0.810300611,0.506442327,1.119221371,0.188249508,1957,CA
1106,0.766098795,0.449200248,1.079659466,0.189231906,1957,CO
1107,1.133701923,0.787976293,1.480272475,0.214333903,1957,CT
1108,-0.907954829,-1.427702462,-0.43776567,0.298947703,1957,DE
1109,-0.82958148,-1.299976341,-0.410550803,0.279205131,1957,FL
1110,-0.82917039,-1.358504835,-0.397334047,0.287597262,1957,GA
1111,NA,NA,NA,NA,1957,HI
1112,-0.347152621,-0.712741289,0.00769421,0.226962102,1957,IA
1113,-0.256646974,-0.661217574,0.112687376,0.232624995,1957,ID
1114,0.641789389,0.307821141,0.977836833,0.208487772,1957,IL
1115,-0.349782763,-0.751382819,-0.001501235,0.227157091,1957,IN
1116,0.042792052,-0.285619288,0.389012069,0.203949712,1957,KS
1117,-0.446383746,-0.87071402,-0.02108822,0.261100213,1957,KY
1118,-0.135322966,-0.553099829,0.220963289,0.238335402,1957,LA
1119,1.673265673,1.303575908,2.085822698,0.249732985,1957,MA
1120,-0.284555258,-0.719283614,0.077481416,0.241121235,1957,MD
1121,-0.314528769,-0.742917276,0.070197929,0.243124234,1957,ME
1122,0.885885113,0.545914828,1.20256434,0.199904739,1957,MI
1123,0.709080274,0.405845854,1.027800766,0.19234638,1957,MN
1124,-0.545522921,-0.989958247,-0.121744114,0.256164222,1957,MO
1125,-1.905667146,-2.477862703,-1.361651633,0.342196526,1957,MS
1126,0.090233611,-0.285180474,0.453176187,0.22122393,1957,MT
1127,-0.947519919,-1.494568594,-0.449716037,0.309203963,1957,NC
1128,-0.170702776,-0.620256377,0.134195676,0.227738789,1957,ND
1129,-0.637096388,-1.066966975,-0.263139257,0.250267819,1957,NE
1130,0.007368118,-0.342404261,0.371690987,0.217464162,1957,NH
1131,1.437836696,1.072549085,1.798531424,0.225277934,1957,NJ
1132,0.285914142,-0.062374931,0.650417473,0.210322394,1957,NM
1133,-1.02112895,-1.474880339,-0.557864,0.282137655,1957,NV
1134,1.952630512,1.507107663,2.404598626,0.271252196,1957,NY
1135,0.05747733,-0.308885115,0.396041346,0.207342236,1957,OH
1136,-0.149274307,-0.544305116,0.218879535,0.232159733,1957,OK
1137,1.041236889,0.7228122,1.405911361,0.201798848,1957,OR
1138,0.942823473,0.598283272,1.242141052,0.196747783,1957,PA
1139,1.226048791,0.901614953,1.584254884,0.217750126,1957,RI
1140,-1.309400917,-1.890993152,-0.83326317,0.33066502,1957,SC
1141,-0.764281516,-1.213521752,-0.336388771,0.271713332,1957,SD
1142,-0.974166582,-1.492807623,-0.448486678,0.311986404,1957,TN
1143,-0.630056794,-1.062480275,-0.20722297,0.258433489,1957,TX
1144,-0.004518439,-0.344717212,0.352220823,0.214091937,1957,UT
1145,-1.136082426,-1.68451468,-0.572003215,0.331298162,1957,VA
1146,-0.241794056,-0.597315177,0.156895953,0.224871976,1957,VT
1147,1.08245609,0.780520268,1.408767967,0.190038463,1957,WA
1148,1.0169151,0.67406057,1.374768489,0.213472008,1957,WI
1149,-0.751875943,-1.224354872,-0.343339382,0.271104578,1957,WV
1150,-0.353628478,-0.812217097,0.031970354,0.259217572,1957,WY
1151,NA,NA,NA,NA,1958,AK
1152,-1.32844215,-1.819467839,-0.833348443,0.307015813,1958,AL
1153,-0.878579207,-1.29454593,-0.467173959,0.262480785,1958,AR
1154,-0.493328141,-0.946403028,-0.114042456,0.261903146,1958,AZ
1155,0.834976545,0.546361926,1.121996684,0.182882666,1958,CA
1156,0.763038987,0.433939233,1.10657692,0.203154801,1958,CO
1157,1.182967005,0.820566624,1.577687482,0.2261069,1958,CT
1158,-0.831706268,-1.264659476,-0.372930319,0.271705775,1958,DE
1159,-0.802549256,-1.240748627,-0.370445702,0.270864572,1958,FL
1160,-0.808188473,-1.330001606,-0.375062502,0.284777385,1958,GA
1161,NA,NA,NA,NA,1958,HI
1162,-0.336016634,-0.704399786,0.024830522,0.223010722,1958,IA
1163,-0.308985599,-0.68542668,0.072124184,0.227336595,1958,ID
1164,0.629206858,0.284702854,0.930896411,0.193743843,1958,IL
1165,-0.390712553,-0.750084475,-0.04539341,0.221808616,1958,IN
1166,-0.065335894,-0.415567257,0.2929267,0.214939066,1958,KS
1167,-0.46547398,-0.885603159,-0.074483033,0.251313062,1958,KY
1168,-0.119738076,-0.487125004,0.245347164,0.224009048,1958,LA
1169,1.563580456,1.203221223,2.006324135,0.254437497,1958,MA
1170,-0.245058541,-0.666338476,0.098343886,0.239131407,1958,MD
1171,-0.339077073,-0.733677881,0.014306612,0.231356175,1958,ME
1172,0.865649113,0.579013946,1.195920118,0.19590497,1958,MI
1173,0.751309156,0.405745102,1.071194098,0.198710095,1958,MN
1174,-0.516975139,-0.981771463,-0.141531357,0.257842591,1958,MO
1175,-1.777448936,-2.38578964,-1.236500767,0.33668651,1958,MS
1176,0.041698945,-0.315787994,0.414551692,0.222893038,1958,MT
1177,-0.888382555,-1.407905798,-0.46348658,0.284546139,1958,NC
1178,-0.206985954,-0.604303404,0.132037588,0.220239849,1958,ND
1179,-0.664872698,-1.075931446,-0.259491772,0.24801853,1958,NE
1180,0.013722354,-0.348010591,0.321052166,0.212542693,1958,NH
1181,1.388494835,1.059924777,1.767972156,0.218066837,1958,NJ
1182,0.341189342,-0.025266483,0.704017396,0.221003344,1958,NM
1183,-1.166708768,-1.649036032,-0.72387904,0.291563413,1958,NV
1184,2.114016873,1.660748968,2.588376615,0.288489396,1958,NY
1185,0.072643111,-0.292049827,0.408283093,0.216430837,1958,OH
1186,-0.201468529,-0.587445769,0.219756663,0.247494793,1958,OK
1187,1.012356819,0.690994573,1.356734029,0.205983536,1958,OR
1188,0.888921507,0.585106204,1.233659908,0.193712702,1958,PA
1189,1.198306789,0.843971245,1.558204615,0.208190951,1958,RI
1190,-1.361627177,-1.893890803,-0.802384216,0.336462831,1958,SC
1191,-0.76877895,-1.196616626,-0.375029825,0.256944342,1958,SD
1192,-0.868661013,-1.356347143,-0.442600509,0.268355973,1958,TN
1193,-0.556353761,-1.008050005,-0.166382096,0.259251895,1958,TX
1194,-0.012613361,-0.356572252,0.311771701,0.210401805,1958,UT
1195,-1.120826542,-1.6796972,-0.671395849,0.301737825,1958,VA
1196,-0.269111314,-0.659692089,0.112508684,0.229658286,1958,VT
1197,1.036052773,0.71356099,1.358169377,0.205609372,1958,WA
1198,0.981022203,0.680987071,1.306083954,0.193602262,1958,WI
1199,-0.839553886,-1.308794084,-0.44130876,0.258974365,1958,WV
1200,-0.298725392,-0.688885063,0.060327095,0.228653842,1958,WY
1201,0.193346785,-0.127334308,0.523732574,0.199319923,1959,AK
1202,-1.182552371,-1.687835314,-0.702068324,0.294710719,1959,AL
1203,-0.874343041,-1.336306625,-0.449064243,0.26607706,1959,AR
1204,-0.450412873,-0.89660794,-0.027464811,0.259855397,1959,AZ
1205,1.19347974,0.878236031,1.523409469,0.204003033,1959,CA
1206,1.067438046,0.770441664,1.409954388,0.200794542,1959,CO
1207,1.286518395,0.934838659,1.65629909,0.218831351,1959,CT
1208,-0.922252644,-1.414737873,-0.467143031,0.285996219,1959,DE
1209,-0.812145541,-1.249941113,-0.41708125,0.266776181,1959,FL
1210,-0.902422599,-1.354917545,-0.474932687,0.276169175,1959,GA
1211,0.327568774,0.002922611,0.632460602,0.186309526,1959,HI
1212,-0.37105374,-0.774705275,-0.012093149,0.225554506,1959,IA
1213,-0.144701403,-0.494042507,0.205762075,0.218980374,1959,ID
1214,0.666675076,0.335803397,0.975805309,0.188999448,1959,IL
1215,-0.403796404,-0.793438373,-0.062232193,0.222764661,1959,IN
1216,-0.071695286,-0.423395607,0.244255022,0.199748693,1959,KS
1217,-0.563156581,-0.968574994,-0.152525532,0.254084695,1959,KY
1218,-0.22449314,-0.580539858,0.148761045,0.221009881,1959,LA
1219,1.575846464,1.168942499,1.966289426,0.242853723,1959,MA
1220,-0.246386773,-0.65684647,0.120423179,0.241971064,1959,MD
1221,-0.032955554,-0.378434089,0.318861484,0.221791869,1959,ME
1222,0.797800439,0.515043309,1.111349501,0.185114201,1959,MI
1223,0.73397467,0.40575561,1.061390111,0.198418907,1959,MN
1224,-0.541560651,-1.006015367,-0.148060203,0.260175788,1959,MO
1225,-1.826388556,-2.446998663,-1.265112797,0.364908263,1959,MS
1226,0.206134173,-0.1734556,0.565984864,0.218566027,1959,MT
1227,-0.723580778,-1.102200607,-0.311958759,0.247591281,1959,NC
1228,-0.238362287,-0.624011348,0.154731861,0.233075015,1959,ND
1229,-0.634998489,-1.098545407,-0.229443042,0.254432064,1959,NE
1230,-0.034866109,-0.37975945,0.292634381,0.20983054,1959,NH
1231,1.312253655,0.987146439,1.674059266,0.217991391,1959,NJ
1232,0.276073514,-0.074659177,0.597345848,0.207235473,1959,NM
1233,-0.865522355,-1.283402755,-0.443020679,0.251401658,1959,NV
1234,1.962155608,1.57775481,2.344845713,0.23817251,1959,NY
1235,0.326247634,0.016645161,0.639398436,0.190298072,1959,OH
1236,-0.198350646,-0.575768538,0.184732299,0.231872165,1959,OK
1237,1.251478376,0.936166242,1.605396204,0.206874293,1959,OR
1238,0.952834095,0.647278502,1.287418565,0.20327299,1959,PA
1239,1.26306211,0.978971082,1.621971527,0.20344392,1959,RI
1240,-1.444634274,-1.916056593,-0.943876057,0.310375169,1959,SC
1241,-0.774551207,-1.258402289,-0.386753918,0.2605758,1959,SD
1242,-0.552905865,-0.965132023,-0.15179843,0.249232463,1959,TN
1243,-0.642410519,-1.078316392,-0.198408167,0.27365538,1959,TX
1244,-0.086347661,-0.469972149,0.250598148,0.212354355,1959,UT
1245,-1.048818234,-1.650941984,-0.53320468,0.319378672,1959,VA
1246,-0.218238751,-0.60430233,0.118272672,0.226700926,1959,VT
1247,0.970073967,0.655819401,1.299564579,0.197594823,1959,WA
1248,0.957575525,0.648041053,1.29852672,0.195076639,1959,WI
1249,-0.948754822,-1.358437202,-0.568155502,0.25453099,1959,WV
1250,-0.248309946,-0.642469034,0.092603277,0.225927159,1959,WY
1251,0.245612248,-0.083515236,0.581702051,0.201561238,1960,AK
1252,-1.162354928,-1.681839308,-0.697113343,0.308918322,1960,AL
1253,-0.889900009,-1.318448738,-0.488741509,0.258608398,1960,AR
1254,-0.437309803,-0.922821097,-0.080893713,0.25771306,1960,AZ
1255,1.174375003,0.847296093,1.458383358,0.19033377,1960,CA
1256,1.025830266,0.691096309,1.345089074,0.202677289,1960,CO
1257,1.148813316,0.841804561,1.482733174,0.202447618,1960,CT
1258,-0.447178588,-0.826260537,-0.080056765,0.231596217,1960,DE
1259,-0.822850289,-1.310287725,-0.39074686,0.279028881,1960,FL
1260,-0.901653162,-1.436352877,-0.443688255,0.292251076,1960,GA
1261,0.232019298,-0.077582386,0.567648851,0.198392907,1960,HI
1262,-0.270131821,-0.645528715,0.10824686,0.227951738,1960,IA
1263,-0.128936558,-0.495547398,0.226932824,0.222816936,1960,ID
1264,0.658874675,0.357614819,0.966316363,0.177976725,1960,IL
1265,-0.441172781,-0.821994529,-0.099914044,0.226875399,1960,IN
1266,-0.067352508,-0.439733802,0.254552216,0.205841759,1960,KS
1267,-0.468746157,-0.844018535,-0.064688419,0.245043602,1960,KY
1268,-0.173260472,-0.546183543,0.172026701,0.22992239,1960,LA
1269,1.483720907,1.118364531,1.862233168,0.217516564,1960,MA
1270,-0.295904091,-0.657741271,0.047853583,0.220096831,1960,MD
1271,-0.119827948,-0.476833507,0.227530671,0.212917625,1960,ME
1272,0.753428849,0.444914021,1.064111979,0.191676933,1960,MI
1273,0.662391155,0.35620775,0.967906896,0.186204299,1960,MN
1274,-0.674523672,-1.043608057,-0.297202582,0.234963283,1960,MO
1275,-1.827059592,-2.429974419,-1.232865179,0.360131792,1960,MS
1276,0.074778707,-0.276514338,0.415586724,0.207243275,1960,MT
1277,-0.601439393,-1.007586621,-0.193856874,0.248081844,1960,NC
1278,-0.363889568,-0.742836585,0.022298511,0.235457797,1960,ND
1279,-0.660488756,-1.061427018,-0.280684723,0.233432708,1960,NE
1280,-0.077618792,-0.436225795,0.287457725,0.220025096,1960,NH
1281,1.286888124,0.944623606,1.625044607,0.205972228,1960,NJ
1282,0.245443471,-0.095040164,0.607727554,0.209752054,1960,NM
1283,-0.880726372,-1.300001169,-0.473076739,0.249597095,1960,NV
1284,1.807089774,1.435059,2.210724845,0.241667047,1960,NY
1285,0.312581836,-0.027461656,0.668809121,0.214358403,1960,OH
1286,-0.219120744,-0.636954061,0.162986906,0.236081984,1960,OK
1287,1.229123525,0.899861744,1.601928224,0.214909289,1960,OR
1288,0.861949211,0.546738059,1.188560857,0.191218299,1960,PA
1289,1.219621505,0.91122017,1.582640008,0.202976835,1960,RI
1290,-1.332284017,-1.834714414,-0.845378915,0.302738305,1960,SC
1291,-0.800687499,-1.169857815,-0.387439906,0.241100164,1960,SD
1292,-0.61763711,-1.023088681,-0.270301975,0.234740328,1960,TN
1293,-0.648579586,-1.064933882,-0.240592812,0.24186168,1960,TX
1294,-0.105846565,-0.451029826,0.236171259,0.208146028,1960,UT
1295,-1.032851037,-1.576983245,-0.600236927,0.30659043,1960,VA
1296,-0.341706857,-0.682260304,0.036082673,0.220033426,1960,VT
1297,0.953752967,0.648196119,1.268653998,0.191046548,1960,WA
1298,0.99952498,0.696596356,1.330512363,0.195029662,1960,WI
1299,-0.896882615,-1.321032573,-0.504881613,0.256196419,1960,WV
1300,-0.295953476,-0.649884961,0.053159964,0.21722049,1960,WY
1301,0.205142833,-0.105008145,0.550111318,0.199624259,1961,AK
1302,-1.260684878,-1.739613083,-0.788274936,0.302558678,1961,AL
1303,-1.033965498,-1.451737947,-0.532301132,0.273616102,1961,AR
1304,-0.46807375,-0.841610357,-0.123540315,0.226408817,1961,AZ
1305,1.074291922,0.697070034,1.417008372,0.210173797,1961,CA
1306,0.906162537,0.5766775,1.220129553,0.197897817,1961,CO
1307,1.181119201,0.900563758,1.561230893,0.209082906,1961,CT
1308,-0.597024253,-0.989601805,-0.265905797,0.216811431,1961,DE
1309,-0.908316392,-1.387866444,-0.447905701,0.287643113,1961,FL
1310,-1.033429255,-1.508277185,-0.606203144,0.285061257,1961,GA
1311,0.269828723,-0.035609974,0.599024925,0.191675175,1961,HI
1312,-0.365009311,-0.762195005,-0.041786448,0.216594055,1961,IA
1313,0.104405619,-0.226352573,0.417948281,0.190541558,1961,ID
1314,0.83075413,0.529540909,1.202987353,0.205651208,1961,IL
1315,-0.170248051,-0.452817348,0.132703041,0.181784054,1961,IN
1316,0.095835345,-0.221165412,0.419510022,0.193642475,1961,KS
1317,-0.413022676,-0.803636651,-0.066558731,0.219409883,1961,KY
1318,-0.296354849,-0.642214381,0.04334372,0.205364937,1961,LA
1319,1.419344877,1.093367111,1.78606773,0.216109723,1961,MA
1320,-0.271551193,-0.598131922,0.080753789,0.208272177,1961,MD
1321,-0.115849638,-0.46299485,0.203250034,0.205502242,1961,ME
1322,0.686365508,0.399237797,1.010934423,0.184848512,1961,MI
1323,0.654329052,0.346297136,0.949758055,0.184415622,1961,MN
1324,-0.355731753,-0.732678528,-0.020900936,0.21798279,1961,MO
1325,-2.067267409,-2.708767725,-1.408581285,0.379396229,1961,MS
1326,0.037741591,-0.288886679,0.368978095,0.206787689,1961,MT
1327,-0.654457849,-1.050839621,-0.259199621,0.244391082,1961,NC
1328,-0.048667771,-0.354822477,0.303493238,0.196996591,1961,ND
1329,-0.638151211,-1.052900069,-0.268039175,0.249629136,1961,NE
1330,0.438266459,0.132423192,0.745640056,0.183555628,1961,NH
1331,1.262353949,0.926682572,1.619029753,0.206468952,1961,NJ
1332,0.177683042,-0.146878396,0.526885651,0.204201419,1961,NM
1333,-0.858004151,-1.280980145,-0.416731924,0.265444064,1961,NV
1334,1.69306379,1.349859873,2.093510273,0.22992057,1961,NY
1335,0.527619985,0.229212874,0.85687544,0.19389486,1961,OH
1336,-0.258237681,-0.596522759,0.096881355,0.218564471,1961,OK
1337,1.062773038,0.740177164,1.40759105,0.205039832,1961,OR
1338,1.084024128,0.745205594,1.455325223,0.207105639,1961,PA
1339,1.138003382,0.825290269,1.496377859,0.200424469,1961,RI
1340,-1.461664618,-2.071765227,-0.973520538,0.339798685,1961,SC
1341,-0.742698813,-1.156054848,-0.39964091,0.232165455,1961,SD
1342,-0.648251619,-1.034877864,-0.263925376,0.243365475,1961,TN
1343,-0.6520427,-1.055907454,-0.265485833,0.243596129,1961,TX
1344,-0.051621571,-0.379097601,0.29482591,0.209322381,1961,UT
1345,-0.887912541,-1.311237614,-0.436068344,0.272854291,1961,VA
1346,-0.401951878,-0.802070071,-0.026560535,0.236892585,1961,VT
1347,0.877842472,0.594966752,1.204803571,0.191975312,1961,WA
1348,1.122587274,0.790691689,1.44262139,0.19576817,1961,WI
1349,-0.516150692,-0.861102439,-0.166848082,0.214736552,1961,WV
1350,-0.108974132,-0.479993774,0.207095141,0.204549386,1961,WY
1351,0.569637083,0.240193539,0.868887438,0.194097487,1962,AK
1352,-1.21693324,-1.722938735,-0.75992691,0.298288752,1962,AL
1353,-0.98397343,-1.426104784,-0.559160512,0.26354119,1962,AR
1354,-0.169139947,-0.515599582,0.158927478,0.199572635,1962,AZ
1355,1.057731722,0.72220443,1.395886821,0.194985134,1962,CA
1356,0.807703979,0.489431844,1.128073359,0.191679805,1962,CO
1357,1.025538967,0.711310978,1.348448106,0.201337941,1962,CT
1358,-0.447689972,-0.778950688,-0.097698854,0.213113655,1962,DE
1359,-0.970289915,-1.47214264,-0.513646644,0.291179764,1962,FL
1360,-1.086419497,-1.568416663,-0.63528059,0.293971454,1962,GA
1361,0.2647517,-0.065895598,0.562662744,0.187861489,1962,HI
1362,-0.311016637,-0.662233864,0.040893625,0.214926593,1962,IA
1363,0.043533381,-0.299813149,0.368218314,0.201788314,1962,ID
1364,0.791732168,0.464082963,1.113335281,0.202274735,1962,IL
1365,-0.316258869,-0.629194778,-0.002057446,0.186044263,1962,IN
1366,0.062305161,-0.253673228,0.350677141,0.184259958,1962,KS
1367,-0.426622378,-0.834944367,-0.063021996,0.230591244,1962,KY
1368,-0.285154097,-0.685548515,0.069137383,0.218036344,1962,LA
1369,1.334560184,1.029958652,1.742881587,0.219698112,1962,MA
1370,-0.245117114,-0.569343691,0.087984038,0.201277696,1962,MD
1371,-0.156659,-0.488891418,0.157177358,0.203179411,1962,ME
1372,0.612652543,0.289747569,0.913298915,0.193026855,1962,MI
1373,0.685793556,0.363243387,0.986169363,0.192195678,1962,MN
1374,-0.456937803,-0.811765468,-0.105238593,0.215141898,1962,MO
1375,-2.093428436,-2.752894038,-1.476199069,0.369183193,1962,MS
1376,-0.044981793,-0.370854907,0.277332771,0.199411043,1962,MT
1377,-0.539087682,-0.937733416,-0.173624788,0.232835162,1962,NC
1378,-0.187540465,-0.524768799,0.14072628,0.209417094,1962,ND
1379,-0.671952646,-1.084360087,-0.308755886,0.23887981,1962,NE
1380,0.399977066,0.118786572,0.69866815,0.181068954,1962,NH
1381,1.307358906,0.977965584,1.66177128,0.209134119,1962,NJ
1382,0.138107983,-0.185141045,0.48158396,0.201347583,1962,NM
1383,-0.823797023,-1.288162535,-0.466443496,0.254353038,1962,NV
1384,1.707834364,1.369371653,2.076926926,0.217083522,1962,NY
1385,0.460977978,0.1467331,0.770724484,0.184706101,1962,OH
1386,-0.090955031,-0.458495604,0.210353547,0.200815694,1962,OK
1387,1.070850288,0.718307839,1.409640957,0.212130555,1962,OR
1388,1.035222306,0.73063195,1.35824581,0.192254087,1962,PA
1389,1.08673507,0.773140338,1.408084429,0.196548075,1962,RI
1390,-1.459413332,-2.053456835,-0.96724944,0.331440158,1962,SC
1391,-0.758579845,-1.151161462,-0.384656189,0.235908373,1962,SD
1392,-0.740204711,-1.142646688,-0.351361662,0.24325013,1962,TN
1393,-0.632154222,-1.041610443,-0.256009905,0.232934302,1962,TX
1394,-0.179979003,-0.552040859,0.087042449,0.189317936,1962,UT
1395,-0.899705902,-1.414115822,-0.464165072,0.277148569,1962,VA
1396,-0.457128868,-0.83044439,-0.123437138,0.212091268,1962,VT
1397,0.726490738,0.4467128,1.059791996,0.183519053,1962,WA
1398,1.047548832,0.737197597,1.376617879,0.198709907,1962,WI
1399,-0.558179264,-0.940497484,-0.201135027,0.223979173,1962,WV
1400,-0.107010438,-0.448717758,0.181009175,0.195565854,1962,WY
1401,0.713682346,0.386215565,1.036766581,0.202600897,1963,AK
1402,-1.241845451,-1.754575215,-0.79008712,0.286229433,1963,AL
1403,-0.888491971,-1.355173829,-0.455411349,0.26413465,1963,AR
1404,-0.203424708,-0.575354766,0.129799684,0.212170827,1963,AZ
1405,1.280192961,0.957664237,1.612883564,0.198284893,1963,CA
1406,0.765247454,0.45363364,1.067375422,0.184490022,1963,CO
1407,0.98721079,0.652748651,1.307034606,0.201740373,1963,CT
1408,-0.290792951,-0.608803576,0.0673336,0.208143233,1963,DE
1409,-0.95976078,-1.454527461,-0.55232457,0.283729486,1963,FL
1410,-1.039805334,-1.568837585,-0.610112999,0.294011126,1963,GA
1411,0.467318126,0.183431562,0.781913831,0.18414435,1963,HI
1412,-0.190170349,-0.511286819,0.128192341,0.198102034,1963,IA
1413,-0.031862618,-0.404733625,0.277356135,0.203844697,1963,ID
1414,0.788822227,0.443882033,1.12582827,0.203667939,1963,IL
1415,0.026002406,-0.243606229,0.348826958,0.173847824,1963,IN
1416,0.235565188,-0.040837322,0.512083235,0.173504854,1963,KS
1417,-0.470198593,-0.865024021,-0.123123037,0.227143682,1963,KY
1418,-0.378153212,-0.734653005,-0.010653647,0.225128975,1963,LA
1419,1.508465005,1.161420789,1.844521915,0.211162406,1963,MA
1420,-0.06779726,-0.421118753,0.243866529,0.201777771,1963,MD
1421,-0.117421023,-0.460772824,0.20450876,0.203134234,1963,ME
1422,0.719018035,0.429189865,0.999959675,0.176030613,1963,MI
1423,0.665797003,0.324591693,0.976863674,0.195078779,1963,MN
1424,-0.325712377,-0.67610161,0.005082283,0.205397133,1963,MO
1425,-2.145171049,-2.75666341,-1.501537097,0.378515832,1963,MS
1426,-0.087894768,-0.464020694,0.221083844,0.20560231,1963,MT
1427,-0.64750577,-1.028814209,-0.278346666,0.227353908,1963,NC
1428,-0.152477311,-0.491954525,0.164664614,0.206072419,1963,ND
1429,-0.42428959,-0.780061622,-0.082535642,0.209302178,1963,NE
1430,0.326576672,0.01770387,0.636979564,0.186059177,1963,NH
1431,1.241792858,0.923427323,1.571907721,0.20408485,1963,NJ
1432,0.15127231,-0.190262357,0.457028154,0.191868006,1963,NM
