room_id,host_id,room_type,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude
2476,2723,Shared room,Shaw,31,4.5,1,1,36,NA,38.915039,-77.023798
3192,3768,Entire home/apt,Catholic University-Brookland,6,4,6,2,85,NA,38.931609,-77.023438
3362,2798,Entire home/apt,Shaw,98,5,16,4,483,NA,38.910461,-77.019331
3596,4542,Private room,Fort Totten-Upper Northeast,3,4.5,4,1,39,NA,38.96042,-77.021295
3662,4645,Private room,Anacostia,28,4.5,3,1,75,NA,38.861925,-76.989634
3663,4617,Entire home/apt,Fort Totten-Upper Northeast,37,5,8,4,190,NA,38.958876,-77.025539
3670,4630,Private room,U Street Corridor,49,4,1,1,69,NA,38.918417,-77.0275
3686,4645,Private room,Anacostia,64,4.5,2,1,65,NA,38.863138,-76.988362
3771,4795,Private room,Mount Pleasant,1,0,2,1,88,NA,38.927605,-77.039265
3943,5059,Private room,Brentwood,370,5,2,1,80,NA,38.910665,-77.004377
4002,5143,Entire home/apt,Catholic University-Brookland,136,4.5,9,2,105,NA,38.940084,-76.98936
4197,5061,Private room,Capitol Hill,9,5,2,2,58,NA,38.887906,-76.996678
4283,5498,Entire home/apt,Adams Morgan,11,5,4,2,160,NA,38.922032,-77.044474
4501,1585,Private room,Shaw,120,5,2,1,475,NA,38.913307,-77.024358
4520,5795,Private room,Brentwood,12,4.5,6,1,30,NA,38.915468,-77.00178
4529,5803,Private room,Deanwood,88,4.5,4,1,60,NA,38.906449,-76.94305
4562,5850,Entire home/apt,Adams Morgan,3,3.5,3,0,85,NA,38.918047,-77.044961
4639,5975,Entire home/apt,Adams Morgan,0,0,5,1,250,NA,38.922476,-77.037619
4967,7086,Private room,Brentwood,31,5,1,1,99,NA,38.912626,-76.992206
5589,6527,Entire home/apt,Adams Morgan,53,4.5,4,1,100,NA,38.919327,-77.041238
7103,17633,Private room,The Palisades,86,5,3,1,99,NA,38.91988,-77.097958
7202,4617,Private room,Fort Totten-Upper Northeast,22,5,3,1,85,NA,38.960004,-77.024254
8882,27696,Private room,Mount Pleasant,263,4.5,2,1,110,NA,38.931221,-77.040165
8919,27910,Private room,South West,47,4.5,2,1,200,NA,38.87698,-77.015691
9097,6527,Shared room,Adams Morgan,56,5,1,1,45,NA,38.92083,-77.039865
9097,6527,Shared room,Adams Morgan,69,5,1,1,45,NA,38.920295,-77.042054
9637,32015,Private room,Glover Park,200,5,2,1,69,NA,38.926388,-77.077649
9641,32067,Entire home/apt,Dupont Circle,94,5,4,1,185,NA,38.911465,-77.036361
10766,38641,Private room,Capitol Hill,60,5,2,1,95,NA,38.878051,-76.988296
11785,32015,Entire home/apt,Glover Park,279,4.5,6,1,125,NA,38.928278,-77.076381
12442,32015,Private room,Glover Park,26,4.5,2,1,69,NA,38.927436,-77.074959
13744,53927,Entire home/apt,Columbia Heights,6,4.5,4,1,125,NA,38.929052,-77.030841
13824,54317,Entire home/apt,Brightwood,75,5,4,0,80,NA,38.958454,-77.037637
13999,54959,Entire home/apt,Capitol Hill,12,4.5,4,0,99,NA,38.887946,-76.996432
14218,32015,Private room,Glover Park,50,4.5,2,1,69,NA,38.926995,-77.076446
14570,56646,Private room,Mount Vernon Square,421,5,3,1,85,NA,38.904268,-77.02656
16641,32067,Entire home/apt,Dupont Circle,53,4.5,3,1,125,NA,38.913809,-77.045383
16684,64814,Entire home/apt,Capitol Hill,158,5,2,0,125,NA,38.898661,-77.001794
16994,25188,Entire home/apt,Mount Vernon Square,1,0,3,1,249,NA,38.903743,-77.02651
16996,25188,Entire home/apt,Mount Vernon Square,0,0,6,3,870,NA,38.903204,-77.025058
17131,32015,Private room,Glover Park,53,4.5,2,1,69,NA,38.927081,-77.0768
17378,25188,Entire home/apt,Foggy Bottom,6,4.5,2,1,189,NA,38.904054,-77.051991
17380,25188,Entire home/apt,Logan Circle,1,0,4,2,289,NA,38.906352,-77.032712
17381,25188,Entire home/apt,Logan Circle,0,0,2,1,249,NA,38.907826,-77.031654
17553,25188,Entire home/apt,Columbia Heights,0,0,4,2,225,NA,38.920084,-77.023917
18883,25188,Entire home/apt,Downtown,0,0,2,1,239,NA,38.893531,-77.018996
19390,73770,Entire home/apt,Capitol Hill,158,4.5,6,3,125,NA,38.882048,-76.991248
20067,75938,Private room,Woodley Park,31,5,2,1,75,NA,38.924657,-77.068336
20832,25188,Entire home/apt,Downtown,25,4.5,4,2,309,NA,38.899097,-77.032691
22453,32067,Shared room,Logan Circle,79,5,1,1,70,NA,38.909327,-77.034845
22943,25188,Entire home/apt,Foggy Bottom,1,0,3,1,269,NA,38.904244,-77.052772
23378,25188,Entire home/apt,Capitol Hill,6,5,3,1,249,NA,38.891978,-77.012893
23855,25188,Entire home/apt,Foggy Bottom,8,4.5,4,2,279,NA,38.905529,-77.052148
24134,75679,Private room,Ledroit Park,113,4,1,1,40,NA,38.913577,-77.010465
24712,100727,Entire home/apt,Catholic University-Brookland,46,4,14,4,309,NA,38.945923,-77.02331
25185,103970,Entire home/apt,Adams Morgan,8,5,4,1,169,NA,38.921945,-77.04622
25222,25188,Entire home/apt,Downtown,1,0,2,1,239,NA,38.899046,-77.015998
25243,104340,Entire home/apt,South West,16,5,8,3,379,NA,38.882249,-77.017739
25354,2798,Entire home/apt,Shaw,19,5,6,1,99,NA,38.910724,-77.019776
25366,2798,Entire home/apt,Shaw,99,4.5,11,3,323,NA,38.907491,-77.025465
25838,25188,Entire home/apt,Downtown,10,4.5,4,2,299,NA,38.899341,-77.01778
26409,27696,Private room,Mount Pleasant,225,4.5,2,1,95,NA,38.931967,-77.041148
27524,46582948,Entire home/apt,Shaw,4,5,7,2,200,NA,38.912646,-77.016028
28204,25188,Entire home/apt,Petworth,12,4,12,5,580,NA,38.948081,-77.030059
29637,127719,Entire home/apt,Capitol Hill,64,5,7,2,220,NA,38.892704,-77.001468
29880,25188,Entire home/apt,Kalorama,8,4.5,3,1,209,NA,38.917578,-77.04917
30022,129329,Private room,Stadium-Armory,4,4.5,1,1,45,NA,38.89302,-76.980136
32087,138459,Private room,Adams Morgan,13,5,2,1,249,NA,38.917122,-77.046314
32584,29711,Entire home/apt,Shaw,442,4.5,4,1,129,NA,38.909115,-77.022852
32955,5782,Private room,Catholic University-Brookland,12,4.5,1,1,150,NA,38.93669,-77.019954
33081,5803,Private room,Deanwood,4,4.5,4,1,90,NA,38.905452,-76.942665
34000,25188,Entire home/apt,Foggy Bottom,1,0,2,0,239,NA,38.906724,-77.053263
34178,25188,Entire home/apt,Mount Vernon Square,13,5,5,2,309,NA,38.901318,-77.01635
34180,25188,Entire home/apt,Mount Vernon Square,2,0,3,1,249,NA,38.901194,-77.017424
35211,25188,Entire home/apt,Mount Vernon Square,9,5,4,2,359,NA,38.901843,-77.016527
36391,25188,Entire home/apt,Foggy Bottom,0,0,2,1,269,NA,38.903701,-77.050423
36943,25188,Entire home/apt,Ledroit Park,0,0,2,1,218,NA,38.915815,-77.018329
37115,25188,Entire home/apt,Mount Vernon Square,6,4.5,5,2,329,NA,38.901613,-77.017414
47275,25188,Private room,Downtown,8,4.5,3,1,229,NA,38.900389,-77.03445
52092,50148,Entire home/apt,Shaw,118,4,6,2,140,NA,38.908791,-77.024027
54112,253258,Entire home/apt,Logan Circle,108,5,2,1,199,NA,38.911678,-77.035009
54345,25188,Entire home/apt,Foggy Bottom,2,0,2,1,259,NA,38.907414,-77.051885
55313,261164,Entire home/apt,Capitol Hill,10,5,3,1,150,NA,38.891799,-76.994066
55733,17633,Entire home/apt,The Palisades,84,5,4,0,129,NA,38.926508,-77.102445
56976,27696,Private room,Mount Pleasant,240,4.5,2,1,90,NA,38.931813,-77.039815
56977,27696,Entire home/apt,Mount Pleasant,25,4.5,2,1,140,NA,38.932949,-77.041939
56981,27696,Private room,Mount Pleasant,190,4.5,2,1,100,NA,38.933356,-77.040139
57340,272903,Private room,Capitol Hill,0,0,2,1,73,NA,38.90519,-76.988554
62119,301975,Private room,Adams Morgan,159,5,1,1,70,NA,38.921137,-77.048697
62122,301975,Private room,Adams Morgan,90,5,3,1,80,NA,38.921663,-77.048769
64656,315955,Entire home/apt,South West,114,4.5,4,1,79,NA,38.875327,-77.013732
65024,315148,Private room,Ledroit Park,0,0,1,1,40,NA,38.916503,-77.010279
67483,332901,Entire home/apt,Columbia Heights,134,4.5,4,1,109,NA,38.933752,-77.02924
68962,343320,Private room,Shaw,194,5,2,1,94,NA,38.910428,-77.020619
71625,27910,Private room,South West,12,4.5,2,1,100,NA,38.876133,-77.017595
72454,100727,Entire home/apt,Catholic University-Brookland,48,4.5,14,4,309,NA,38.946843,-77.022943
74070,25188,Entire home/apt,Brentwood,0,0,2,1,245,NA,38.906448,-77.004622
77428,414837,Entire home/apt,Dupont Circle,33,4.5,4,1,145,NA,38.915163,-77.038389
78264,420345,Private room,Brentwood,29,4.5,4,1,70,NA,38.91573,-77.007212
78487,421618,Entire home/apt,Adams Morgan,27,4.5,2,1,169,NA,38.923012,-77.046332
78989,421618,Private room,Adams Morgan,0,0,2,1,195,NA,38.920888,-77.047407
78989,421618,Private room,Adams Morgan,0,0,2,1,195,NA,38.921178,-77.048696
79610,429012,Entire home/apt,Stadium-Armory,84,5,2,1,128,NA,38.891833,-76.983011
79866,7086,Private room,Capitol Hill,10,5,1,1,99,NA,38.904759,-76.98492
79867,7086,Private room,Capitol Hill,10,5,1,1,99,NA,38.904666,-76.986268
84476,448298,Entire home/apt,Anacostia,146,4.5,4,2,80,NA,38.866936,-76.976711
90734,25188,Entire home/apt,Foggy Bottom,3,5,3,1,309,NA,38.900233,-77.048299
93551,481929,Private room,Shaw,69,4.5,2,1,87,NA,38.912351,-77.018733
96259,25188,Entire home/apt,Downtown,7,4,4,2,289,NA,38.901074,-77.019246
98065,25188,Entire home/apt,Foggy Bottom,0,0,3,1,249,NA,38.907566,-77.053835
98065,25188,Entire home/apt,Foggy Bottom,0,0,3,1,249,NA,38.906061,-77.053512
100440,526143,Entire home/apt,Foggy Bottom,39,5,2,1,182,NA,38.901548,-77.049987
107801,445901,Entire home/apt,Stadium-Armory,12,4.5,8,2,140,NA,38.897685,-76.971125
116289,587419,Entire home/apt,Fort Totten-Upper Northeast,1,0,2,1,135,NA,38.972671,-77.018209
116951,481929,Private room,Ledroit Park,67,4.5,2,1,77,NA,38.917035,-77.016718
118777,598580,Private room,Fort Totten-Upper Northeast,5,4.5,2,1,54,NA,38.975744,-77.025883
123354,616715,Entire home/apt,Deanwood,103,4.5,2,1,80,NA,38.898057,-76.944036
124030,614408,Entire home/apt,U Street Corridor,3,5,5,2,175,NA,38.914088,-77.024839
130470,17633,Entire home/apt,Dupont Circle,69,4.5,4,2,179,NA,38.907287,-77.047415
133543,46582948,Entire home/apt,Ledroit Park,3,4.5,6,2,160,NA,38.913986,-77.016552
133543,46582948,Entire home/apt,Shaw,4,4.5,6,2,178,NA,38.913607,-77.016507
140167,17633,Entire home/apt,Dupont Circle,69,4.5,2,1,110,NA,38.90885,-77.046919
140290,17633,Entire home/apt,Dupont Circle,36,4.5,4,1,110,NA,38.907371,-77.04744
140335,17633,Entire home/apt,The Palisades,43,5,4,0,119,NA,38.92668,-77.101211
145726,705346,Entire home/apt,Catholic University-Brookland,78,5,2,0,85,NA,38.949341,-77.022945
150109,723470,Entire home/apt,Dupont Circle,20,5,2,1,135,NA,38.914998,-77.03853
151181,728027,Private room,Anacostia,63,4.5,4,1,72,NA,38.862389,-76.988108
155756,25188,Entire home/apt,Foggy Bottom,8,4.5,4,2,329,NA,38.905487,-77.050774
155859,745305,Private room,Brightwood,81,5,2,1,55,NA,38.966479,-77.032281
160148,767543,Private room,Dupont Circle,2,0,2,1,299,NA,38.912284,-77.04766
160597,49583,Private room,The Palisades,16,5,2,1,80,NA,38.923198,-77.101663
161913,767543,Private room,Dupont Circle,5,4.5,3,1,209,NA,38.911927,-77.045661
161922,767543,Entire home/apt,Dupont Circle,0,0,6,2,200,NA,38.912621,-77.047271
162238,775566,Entire home/apt,Ledroit Park,0,0,5,3,1100,NA,38.921034,-77.011334
164069,5059,Private room,Brentwood,188,5,2,1,80,NA,38.913743,-77.008607
171838,343885,Entire home/apt,Adams Morgan,17,5,1,1,99,NA,38.92562,-77.043414
174808,835242,Private room,Anacostia,17,5,2,1,75,NA,38.864268,-76.989344
175581,839218,Entire home/apt,Capitol Hill,113,4.5,2,1,135,NA,38.878593,-76.98519
175608,50148,Entire home/apt,Shaw,89,4,6,2,140,NA,38.908309,-77.023638
176369,611958,Entire home/apt,Mount Vernon Square,65,4.5,3,1,175,NA,38.901445,-77.013472
178395,852801,Private room,Fort Totten-Upper Northeast,0,0,1,1,64,NA,38.96234,-77.017349
181078,867791,Entire home/apt,Adams Morgan,47,5,4,2,250,NA,38.920092,-77.041374
181455,667695,Entire home/apt,Au-Tenleytown,2,0,1,1,86,NA,38.951728,-77.086278
184144,883385,Entire home/apt,Dupont Circle,7,5,1,1,140,NA,38.913138,-77.044307
187023,850365,Entire home/apt,U Street Corridor,10,5,2,1,155,NA,38.920259,-77.029817
188807,728027,Private room,Anacostia,48,4.5,2,1,60,NA,38.86151,-76.987687
189961,916824,Private room,Anacostia,0,0,2,1,59,NA,38.883586,-76.92951
195344,949856,Entire home/apt,Mount Vernon Square,226,4.5,4,1,179,NA,38.901235,-77.017518
196429,956417,Entire home/apt,Fort Totten-Upper Northeast,2,0,3,1,125,NA,38.969953,-77.019835
198685,966613,Private room,Catholic University-Brookland,94,5,2,1,65,NA,38.934037,-77.014883
198754,970466,Private room,Shaw,0,0,2,1,90,NA,38.910565,-77.010917
198761,970466,Private room,Shaw,31,5,1,1,85,NA,38.909624,-77.010172
200515,113919,Entire home/apt,Adams Morgan,28,4.5,4,1,57,NA,38.924572,-77.040751
201116,983611,Entire home/apt,Fort Totten-Upper Northeast,72,4.5,2,1,90,NA,38.972912,-77.020631
203551,984610,Private room,Cleveland Park,3,4.5,2,1,85,NA,38.932028,-77.06716
204017,17633,Entire home/apt,The Palisades,28,4.5,2,0,99,NA,38.926742,-77.103049
204051,17633,Entire home/apt,The Palisades,37,5,5,1,110,NA,38.92527,-77.101291
205809,1012315,Entire home/apt,Fort Totten-Upper Northeast,8,5,4,2,199,NA,38.958097,-77.022711
210914,767543,Entire home/apt,Catholic University-Brookland,0,0,4,3,217,NA,38.935541,-76.982514
211986,767543,Private room,Kalorama,5,4.5,3,1,110,NA,38.913621,-77.046866
212586,25188,Entire home/apt,Downtown,56,5,5,2,309,NA,38.901056,-77.034158
216398,25188,Entire home/apt,Downtown,4,5,2,1,249,NA,38.892832,-77.018999
216415,25188,Entire home/apt,Downtown,5,5,5,2,369,NA,38.894156,-77.019047
216424,25188,Entire home/apt,Downtown,11,4.5,5,2,329,NA,38.899096,-77.032505
223032,1158402,Entire home/apt,Dupont Circle,367,4.5,2,1,95,NA,38.910842,-77.03794
223203,1159505,Private room,Takoma Park,1,0,2,1,60,NA,38.98897,-77.045287
223922,738459,Entire home/apt,Petworth,103,4.5,4,1,109,NA,38.943629,-77.045623
227928,160134,Private room,Fort Totten-Upper Northeast,70,5,4,1,89,NA,38.980968,-77.024728
234238,25188,Entire home/apt,Foggy Bottom,16,4.5,2,0,155,NA,38.903948,-77.053441
234431,180061,Private room,Ledroit Park,265,4.5,2,1,79,NA,38.918311,-77.012808
238669,1251308,Entire home/apt,Dupont Circle,78,5,2,1,149,NA,38.909739,-77.039127
240495,526143,Entire home/apt,Foggy Bottom,39,5,3,1,182,NA,38.899747,-77.048477
246413,814151,Private room,Stadium-Armory,223,5,3,1,75,NA,38.885347,-76.981833
248402,1301477,Entire home/apt,Logan Circle,52,5,2,1,135,NA,38.907264,-77.031694
248536,25188,Entire home/apt,Foggy Bottom,12,4.5,5,2,349,NA,38.90051,-77.048649
248668,1302775,Private room,Columbia Heights,11,5,2,1,100,NA,38.928871,-77.02756
250215,1123035,Entire home/apt,Logan Circle,1,0,3,1,149,NA,38.906406,-77.032821
250368,25188,Entire home/apt,Foggy Bottom,0,0,3,1,249,NA,38.907538,-77.053399
250368,25188,Entire home/apt,Foggy Bottom,0,0,3,1,249,NA,38.906743,-77.051995
251611,1159505,Private room,Takoma Park,0,0,2,1,60,NA,38.988903,-77.045502
251615,1159505,Private room,Takoma Park,0,0,2,1,60,NA,38.987872,-77.044157
251619,1159505,Private room,Takoma Park,1,0,2,1,74,NA,38.989134,-77.044675
252300,1323933,Private room,Anacostia,5,4.5,2,1,76,NA,38.858697,-76.987358
254807,1338219,Entire home/apt,Downtown,0,0,4,1,749,NA,38.894061,-77.023095
266852,1399272,Private room,Capitol Hill,442,5,2,1,75,NA,38.89661,-76.987028
274737,1436380,Private room,Georgetown,15,5,1,1,200,NA,38.91365,-77.069749
276193,1443163,Private room,Columbia Heights,34,5,1,1,55,NA,38.924986,-77.028308
279120,1313111,Entire home/apt,Brentwood,11,4,4,2,160,NA,38.9137,-77.002315
279123,1455910,Private room,Capitol Hill,25,5,4,1,60,NA,38.903093,-76.99939
281806,1468884,Entire home/apt,U Street Corridor,6,4,9,3,260,NA,38.916134,-77.035717
284165,783034,Entire home/apt,Ledroit Park,59,4.5,4,1,105,NA,38.915706,-77.017702
286083,62739,Entire home/apt,Mount Pleasant,38,5,4,1,189,NA,38.931065,-77.038848
290001,1505235,Entire home/apt,Logan Circle,72,5,4,2,165,NA,38.909679,-77.027474
296028,131923,Entire home/apt,Capitol Hill,45,4.5,4,1,229,NA,38.889639,-77.002627
296196,1528235,Entire home/apt,U Street Corridor,32,5,4,1,149,NA,38.914523,-77.035542
298346,743745,Entire home/apt,The Palisades,0,0,4,1,125,NA,38.923247,-77.100102
299030,1541062,Private room,Takoma Park,16,5,2,1,85,NA,38.981231,-77.028849
301073,1215860,Entire home/apt,Dupont Circle,119,5,4,2,199,NA,38.913495,-77.044306
303694,110003,Entire home/apt,Catholic University-Brookland,101,5,4,1,99,NA,38.942261,-77.016653
303723,1563230,Entire home/apt,U Street Corridor,37,4.5,2,1,100,NA,38.916616,-77.025388
304188,1565502,Private room,Columbia Heights,229,5,2,1,65,NA,38.924214,-77.028837
304550,1506212,Entire home/apt,Capitol Hill,0,0,2,1,125,NA,38.894194,-76.995511
305783,1323933,Private room,Anacostia,1,0,2,1,76,NA,38.856178,-76.986886
307287,1580992,Private room,Capitol Hill,29,4.5,1,1,100,NA,38.892444,-76.993708
308785,1588201,Private room,Brightwood,4,5,2,1,65,NA,38.960051,-77.03452
311306,1601409,Private room,Ledroit Park,54,4.5,4,1,90,NA,38.916638,-77.013797
313405,1541062,Private room,Takoma Park,6,4,3,1,80,NA,38.980524,-77.029921
315140,1618591,Entire home/apt,Downtown,6,5,2,1,150,NA,38.898151,-77.022414
316270,1624394,Entire home/apt,Catholic University-Brookland,130,4.5,6,1,99,NA,38.939129,-77.018809
316796,611958,Entire home/apt,Downtown,37,4.5,4,1,215,NA,38.899164,-77.016896
321642,1632216,Entire home/apt,Capitol Hill,105,4.5,4,1,140,NA,38.882117,-76.999445
322546,1651389,Entire home/apt,Downtown,2,0,6,3,600,NA,38.900455,-77.019019
326938,1671809,Private room,Georgetown,19,4.5,3,1,139,NA,38.914162,-77.070271
328765,479673,Private room,Mount Vernon Square,43,5,2,1,155,NA,38.905563,-77.025469
331645,1690716,Private room,Catholic University-Brookland,17,4,2,1,64,NA,38.927612,-76.997658
339208,1722407,Entire home/apt,Deanwood,84,4.5,6,2,70,NA,38.890566,-76.934423
342208,576953,Entire home/apt,Downtown,25,4.5,3,1,99,NA,38.906837,-77.036359
343200,611958,Entire home/apt,Mount Vernon Square,102,5,4,1,215,NA,38.900307,-77.016468
347502,4479,Private room,Adams Morgan,3,4.5,4,1,75,NA,38.926799,-77.044179
353262,1789475,Entire home/apt,Adams Morgan,1,0,4,0,80,NA,38.918204,-77.043255
355527,1096793,Entire home/apt,Capitol Hill,114,5,3,1,175,NA,38.88513,-77.003841
371342,1870404,Private room,Friendship Heights,20,5,1,1,115,NA,38.955353,-77.079596
373462,814151,Entire home/apt,Stadium-Armory,92,4.5,7,3,175,NA,38.883941,-76.982118
378999,272406,Private room,Logan Circle,30,5,2,1,300,NA,38.905153,-77.029418
382111,1907809,Entire home/apt,Capitol Hill,147,5,4,1,175,NA,38.889998,-76.994661
382830,1918629,Entire home/apt,Petworth,17,4.5,4,1,150,NA,38.939611,-77.025293
386546,1885105,Entire home/apt,Capitol Hill,242,5,5,2,135,NA,38.894274,-76.985133
403647,1967019,Private room,Anacostia,0,0,1,1,125,NA,38.847529,-76.977248
406435,240675,Entire home/apt,Glover Park,87,4.5,5,1,182,NA,38.928813,-77.075235
406932,2020995,Private room,Stadium-Armory,208,4.5,4,1,60,NA,38.899544,-76.979574
407014,29711,Entire home/apt,Shaw,288,4.5,6,1,139,NA,38.910996,-77.020744
409582,2038963,Entire home/apt,Capitol Hill,289,5,6,1,159,NA,38.882767,-76.994038
416371,2070536,Private room,Logan Circle,108,5,1,1,110,NA,38.909447,-77.035907
423149,783034,Entire home/apt,Ledroit Park,46,4.5,4,1,99,NA,38.914632,-77.017953
426036,2117904,Entire home/apt,Mount Pleasant,11,5,2,1,140,NA,38.930649,-77.038721
427825,1618591,Entire home/apt,Ledroit Park,7,4.5,2,2,139,NA,38.919735,-77.013921
433725,1208506,Entire home/apt,Fort Totten-Upper Northeast,42,4,15,3,180,NA,38.958266,-77.017504
437005,2170422,Private room,Anacostia,68,5,2,1,70,NA,38.861242,-76.988648
437362,1399272,Entire home/apt,Capitol Hill,5,5,6,3,275,NA,38.89533,-76.987973
442605,2196012,Private room,Catholic University-Brookland,35,5,1,1,59,NA,38.94202,-77.022263
444445,2208340,Entire home/apt,Adams Morgan,16,4.5,4,1,100,NA,38.921067,-77.042138
446125,2215579,Private room,Mount Vernon Square,37,5,1,1,90,NA,38.901621,-77.025682
447304,2221219,Entire home/apt,U Street Corridor,94,4.5,6,2,128,NA,38.918319,-77.026268
450790,2222558,Private room,Fort Totten-Upper Northeast,53,5,2,1,40,NA,38.968159,-77.019883
451854,1402804,Shared room,Columbia Heights,124,4.5,1,1,35,NA,38.930875,-77.027756
453159,40168,Entire home/apt,Capitol Hill,139,5,6,2,159,NA,38.879947,-76.985445
453315,2252538,Entire home/apt,Capitol Hill,456,5,2,1,89,NA,38.895403,-76.986937
454026,553227,Entire home/apt,Deanwood,50,3.5,10,4,199,NA,38.8912,-76.950679
458046,64814,Entire home/apt,Capitol Hill,139,5,10,3,450,NA,38.885362,-77.006008
464177,2306542,Entire home/apt,Woodley Park,25,5,2,1,215,NA,38.928593,-77.056288
470593,17633,Entire home/apt,The Palisades,9,4.5,2,1,139,NA,38.921501,-77.09908
475420,705346,Entire home/apt,Mount Vernon Square,68,5,1,1,99,NA,38.904733,-77.01638
480584,617124,Entire home/apt,Cleveland Park,28,4.5,4,1,175,NA,38.932699,-77.072581
489773,783034,Entire home/apt,Ledroit Park,43,5,6,2,225,NA,38.916141,-77.016367
501623,2475296,Entire home/apt,Brightwood,1,0,2,2,149,NA,38.966444,-77.033485
501809,481929,Private room,Shaw,17,5,2,1,72,NA,38.912551,-77.01999
505617,695008,Private room,Columbia Heights,108,5,2,1,80,NA,38.93366,-77.02671
519159,1238901,Entire home/apt,U Street Corridor,20,5,7,3,500,NA,38.915157,-77.029532
524237,1569728,Entire home/apt,Downtown,25,5,4,1,295,NA,38.893342,-77.021087
525672,2583808,Entire home/apt,Capitol Hill,113,5,4,1,105,NA,38.881401,-76.988737
529077,2599368,Entire home/apt,Adams Morgan,0,0,2,1,125,NA,38.926712,-77.039717
538598,2645588,Entire home/apt,Capitol Hill,1,0,5,2,85,NA,38.89884,-76.997302
542144,2666087,Entire home/apt,Capitol Hill,8,5,2,1,161,NA,38.887527,-76.994528
555749,2657160,Entire home/apt,Logan Circle,14,5,6,3,390,NA,38.912363,-77.031783
556729,966613,Private room,Catholic University-Brookland,59,4.5,2,1,45,NA,38.929732,-77.019391
565533,2131753,Entire home/apt,Woodley Park,3,4,2,0,129,NA,38.92481,-77.052522
565553,2131753,Entire home/apt,Foggy Bottom,3,4.5,2,1,99,NA,38.900526,-77.054361
566968,1601409,Private room,Ledroit Park,60,4,2,1,58,NA,38.914268,-77.014291
567055,2789186,Entire home/apt,Ledroit Park,0,0,4,2,225,NA,38.916104,-77.020578
568874,1479590,Entire home/apt,Dupont Circle,5,5,2,1,189,NA,38.907509,-77.047238
569952,2804758,Entire home/apt,Catholic University-Brookland,8,5,2,1,60,NA,38.935932,-76.992515
570271,2799798,Private room,Capitol Hill,6,5,2,1,120,NA,38.881756,-77.004693
570345,526143,Entire home/apt,Foggy Bottom,7,5,4,2,229,NA,38.900747,-77.050205
572747,1870404,Private room,Friendship Heights,4,5,1,1,115,NA,38.957398,-77.078231
575991,2774098,Private room,Anacostia,74,4.5,2,1,50,NA,38.863348,-76.992942
581620,2863595,Shared room,Ledroit Park,13,4.5,1,1,23,NA,38.917745,-77.01571
582686,2869896,Entire home/apt,Downtown,30,5,2,1,170,NA,38.895287,-77.024038
583236,345318,Entire home/apt,Cleveland Park,4,5,15,5,347,NA,38.934868,-77.064701
584663,2880844,Entire home/apt,Adams Morgan,27,5,4,1,90,NA,38.925615,-77.04565
584885,2131753,Entire home/apt,Foggy Bottom,4,4,2,0,136,NA,38.901824,-77.050869
584885,2131753,Entire home/apt,Foggy Bottom,5,4,2,0,110,NA,38.903172,-77.050758
584911,2131753,Entire home/apt,Logan Circle,2,0,2,0,109,NA,38.907274,-77.036025
586742,2892668,Private room,Columbia Heights,26,5,2,1,81,NA,38.92556,-77.028416
586981,1565502,Private room,Columbia Heights,204,5,2,1,60,NA,38.923146,-77.029376
594394,2935817,Private room,Georgetown,26,4.5,1,1,65,NA,38.915277,-77.074504
594405,2935817,Private room,Georgetown,6,4,2,1,65,NA,38.914262,-77.07579
597862,2789299,Private room,Capitol Hill,8,4.5,1,1,50,NA,38.881704,-76.986962
601180,2975257,Private room,Chevy Chase,0,0,2,1,190,NA,38.949346,-77.059462
602479,1400043,Entire home/apt,Columbia Heights,17,4.5,3,1,118,NA,38.930239,-77.029258
605953,25188,Entire home/apt,Foggy Bottom,1,0,2,1,259,NA,38.903953,-77.050823
606184,2842550,Private room,Catholic University-Brookland,10,4,1,1,75,NA,38.948632,-76.994866
609042,3019124,Entire home/apt,Columbia Heights,3,5,1,1,120,NA,38.922498,-77.033216
610655,3027744,Entire home/apt,Fort Totten-Upper Northeast,140,4.5,6,1,90,NA,38.958021,-77.022021
616742,3045912,Private room,Glover Park,0,0,3,1,129,NA,38.928367,-77.073908
619392,3068639,Entire home/apt,U Street Corridor,2,0,2,1,95,NA,38.914272,-77.032358
623373,25188,Entire home/apt,Foggy Bottom,5,4.5,4,2,359,NA,38.907404,-77.053072
623476,2799609,Entire home/apt,Ledroit Park,0,0,4,2,250,NA,38.91947,-77.011866
626868,3111772,Entire home/apt,Ledroit Park,28,5,4,1,175,NA,38.914924,-77.01724
627758,1671809,Entire home/apt,Georgetown,5,4.5,4,2,299,NA,38.915692,-77.070256
630062,3111772,Entire home/apt,Ledroit Park,22,5,8,3,125,NA,38.915796,-77.01674
630973,25188,Entire home/apt,Logan Circle,3,4.5,4,2,299,NA,38.905474,-77.02928
632735,1313111,Private room,Brentwood,4,4.5,2,1,70,NA,38.915336,-77.002325
638604,1671809,Entire home/apt,Georgetown,5,3.5,2,1,139,NA,38.914976,-77.070858
644666,266807,Entire home/apt,Adams Morgan,2,0,3,1,100,NA,38.922966,-77.042316
644835,3199189,Private room,U Street Corridor,26,4.5,2,1,56,NA,38.915781,-77.027037
644872,3199189,Private room,U Street Corridor,32,4.5,2,1,67,NA,38.914251,-77.028429
646183,3104115,Entire home/apt,Dupont Circle,24,4.5,4,2,172,NA,38.917344,-77.038756
